MaizeGDB: Details of Map Genetic 7
Locus	Coordinate	Bin	B73 RefGen_v3_gene_model	B73 RefGen_v3_chr	B73 RefGen_v3_start	B73 RefGen_v3_end	Zm-B73-REFERENCE-GRAMENE-4.0_gene_model	Zm-B73-REFERENCE-GRAMENE-4.0_chr	Zm-B73-REFERENCE-GRAMENE-4.0_start	Zm-B73-REFERENCE-GRAMENE-4.0_end	Zm-B73-REFERENCE-NAM-5.0_gene_model	Zm-B73-REFERENCE-NAM-5.0_chr	Zm-B73-REFERENCE-NAM-5.0_start	Zm-B73-REFERENCE-NAM-5.0_end	Zm-Mo17-REFERENCE-CAU-1.0_gene_model	Zm-Mo17-REFERENCE-CAU-1.0_chr	Zm-Mo17-REFERENCE-CAU-1.0_start	Zm-Mo17-REFERENCE-CAU-1.0_end	Zm-Oh43-REFERENCE-NAM-1.0_gene_model	Zm-Oh43-REFERENCE-NAM-1.0_chr	Zm-Oh43-REFERENCE-NAM-1.0_start	Zm-Oh43-REFERENCE-NAM-1.0_end	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_gene_model	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_chr	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_start	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_end	Zm-W22-REFERENCE-NRGENE-2.0_gene_model	Zm-W22-REFERENCE-NRGENE-2.0_chr	Zm-W22-REFERENCE-NRGENE-2.0_start	Zm-W22-REFERENCE-NRGENE-2.0_end	Sequence
GRMZM2G162893	91.92		GRMZM2G162893	Chr7	144565563	144569741	Zm00001d021344	Chr7	149456670	149462712	Zm00001eb320070	chr7	150666968	150673036																	
sdg40	91.93		GRMZM2G092131	Chr7	144638342	144640953	Zm00001d021346	Chr7	149528661	149531321	Zm00001eb320090	chr7	150738964	150741660																	
ago18c	91.93		GRMZM2G393455	Chr7	144636008	144637031	Zm00001d021345	Chr7	149522562	149527823	Zm00001eb320080	chr7	150732987	150738282																	
LOC103633114	91.94		GRMZM2G162167	Chr7	144693522	144698077	Zm00001d021347	Chr7	149582625	149589183	Zm00001eb320100	chr7	150792596	150799468																	
dnaJ72	91.95		GRMZM2G171884	Chr7	144780130	144789230	Zm00001d021350	Chr7	149680769	149689844	Zm00001eb320120	chr7	150890989	150900199																	
LOC103633115	91.96		GRMZM2G171871	Chr7	144791136	144796986	Zm00001d021351	Chr7	149691857	149697713	Zm00001eb320130	chr7	150902016	150907997																	
urm1	91.98		GRMZM2G179689	Chr7	144900972	144904105	Zm00001d021359	Chr7	149802378	149805494	Zm00001eb320180	chr7	151012776	151015619																	
grftf3	92.00		GRMZM2G096709	Chr7	145016797	145019476	Zm00001d021362	Chr7	149911394	149914056	Zm00001eb320200	chr7	151121697	151124376																	
umc1837	92.23																														
T5-7a(7)	93.00																														
pyg7	93.00		GRMZM5G809292	Chr7	145184348	145188920	Zm00001d021368	Chr7	150079651	150084317	Zm00001eb320270	chr7	151289919	151295147																	
gpm472	93.10		GRMZM5G818058	Chr7	145215487	145217330	Zm00001d021370	Chr7	150111805	150113628	Zm00001eb320280	chr7	151322071	151324004																	
TIDP2691	93.30		GRMZM2G114704	Chr7	145250788	145253407	Zm00001d021371	Chr7	150146640	150149440	Zm00001eb320300	chr7	151357023	151359870																	
dek47	93.34		GRMZM2G114748	Chr7	145262462	145271504	Zm00001d021372	Chr7	150158588	150167531	Zm00001eb320310	chr7	151368886	151377945																	
mterf25	93.40		GRMZM2G142150	Chr7	145340020	145344782	Zm00001d021376	Chr7	150246031	150250848	Zm00001eb320340	chr7	151456516	151461317																	
Zm00001d021382	93.44		GRMZM2G080507	Chr7	145655095	145662817	Zm00001d021382	Chr7	150548777	150553253	Zm00001eb320400	chr7	151761224	151762048																	
Zm00001d021383	93.44		GRMZM2G080507	Chr7	145655095	145662817	Zm00001d021383	Chr7	150576886	150578342	Zm00001eb320410	chr7	151787132	151788726																	
si829001f05	93.45		GRMZM2G168858	Chr7	145708896	145719664	Zm00001d021385	Chr7	150624324	150635185	Zm00001eb320430	chr7	151834776	151845600																	
traf53	93.48		GRMZM2G436511	Chr7	145760933	145764663	Zm00001d021387	Chr7	150649030	150650340	Zm00001eb320450	chr7	151858885	151861033																	
cngc8	93.50		GRMZM2G135651	Chr7	145764955	145769503	Zm00001d021388	Chr7	150652542	150658382	Zm00001eb320460	chr7	151862863	151868771																	
si605057h03b	93.51		GRMZM2G006117	Chr7	145808503	145812916	Zm00001d021392	Chr7	150695962	150700278	Zm00001eb320510	chr7	151906032	151910697																	
prh105	93.51		GRMZM2G006416	Chr7	145800822	145806570	Zm00001d021390	Chr7	150688180	150693940	Zm00001eb320490	chr7	151898541	151904632																	
thx48	93.51		GRMZM2G375307	Chr7	145774268	145778646	Zm00001d021389	Chr7	150664292	150665299	Zm00001eb320470	chr7	151872221	151876853																	
idd7	93.52		GRMZM2G042666	Chr7	146276397	146281153	Zm00001d021403	Chr7	151211055	151215873	Zm00001eb320600	chr7	152398220	152404111																	
pht23	93.52		GRMZM2G146240	Chr7	146004451	146014262	Zm00001d021396	Chr7	150910524	150917934	Zm00001eb320540	chr7	152120926	152128343																	
LOC103633129	93.53		GRMZM2G077406	Chr7	146152862	146156171	Zm00001d021400	Chr7	151056579	151061402	Zm00001eb320580	chr7	152266431	152271899																	
psy3	93.54						Zm00001d021410	Chr7	151481395	151484398	Zm00001eb320650	chr7	152669320	152672686																	
LOC100274179	93.56						Zm00001d021411	Chr7	151509562	151512844	Zm00001eb320660	chr7	152697772	152701272																	
PCO101826	93.58		GRMZM6G648159	scaffold_262	78	875	Zm00001d021412	Chr7	151514107	151515828	Zm00001eb320670	chr7	152702071	152704586																	
LOC100281451	93.58						Zm00001d021413	Chr7	151517790	151529322	Zm00001eb320680	chr7	152705721	152708635																	
cl27973_1	93.59						Zm00001d021418	Chr7	151605094	151605897	Zm00001eb320760	chr7	152793134	152795179																	
pco107283	93.59						Zm00001d021417	Chr7	151554716	151557062	Zm00001eb320750	chr7	152739354	152745482																	
Zm00001d021414	93.59						Zm00001d021414	Chr7	151541812	151542450	Zm00001eb320730	chr7	152723075	152730990																	
LOC100275421	93.59		GRMZM6G435553	scaffold_19	366	1205	Zm00001d021416	Chr7	151551308	151553941	Zm00001eb320750	chr7	152739354	152745482																	
myb212	93.59						Zm00001d021415	Chr7	151548269	151549788	Zm00001eb320740	chr7	152736559	152738057																	
ugp2	93.60		GRMZM2G032003	Chr7	146528252	146535144	Zm00001d021421	Chr7	151705669	151712216	Zm00001eb320800	chr7	152894336	152900464																	
LOC103633139	93.62		AC233865.1_FG001	Chr7	146644672	146644983	Zm00001d021422	Chr7	151786254	151786667	Zm00001eb320810	chr7	152974384	152978588																	
nactf18	93.64		GRMZM5G885329	Chr7	146638618	146642822	Zm00001d021423	Chr7	151788597	151792933	Zm00001eb320820	chr7	152976769	152981351																	
nactf121	93.65		AC233865.1_FG003	Chr7	146634161	146635852	Zm00001d021424	Chr7	151795011	151797484	Zm00001eb320830	chr7	152983278	152985817																	
pub87	93.67		AC233865.1_FG004	Chr7	146624593	146627475	Zm00001d021425	Chr7	151803864	151806894	Zm00001eb320840	chr7	152992557	152994894																	
cl19589_1	94.50		GRMZM2G107987	Chr7	146783177	146806461	Zm00001d021430	Chr7	151968691	151992054	Zm00001eb320860	chr7	153157093	153180225																	
hmg13	95.00		GRMZM2G066528	Chr7	146931998	146933950	Zm00001d021433	Chr7	152095387	152097351	Zm00001eb320870	chr7	153283814	153285839																	
Zm00001d021434	95.02		GRMZM2G353726	Chr7	147087009	147090440	Zm00001d021434	Chr7	152277267	152279488	Zm00001eb320880	chr7	153464519	153466542																	
lhcb2	95.10		AC207722.2_FG009	Chr7	147094052	147095217	Zm00001d021435	Chr7	152283433	152284280	Zm00001eb320890	chr7	153471484	153472599																	
Zm00001d021441	95.12		GRMZM2G053223	Chr7	147130947	147131866	Zm00001d021441	Chr7	152320129	152320914	Zm00001eb320940	chr7	153508372	153509849																	
nlp13	95.13		GRMZM2G053298	Chr7	147146774	147152347	Zm00001d021442	Chr7	152335837	152341211	Zm00001eb320950	chr7	153524147	153529720																	
Zm00001d021444	95.14		GRMZM2G053315	Chr7	147159835	147162058	Zm00001d021444	Chr7	152348851	152351171	Zm00001eb320970	chr7	153537206	153539525																	
Zm00001d021445	95.14		GRMZM2G168330	Chr7	147169506	147171150	Zm00001d021445	Chr7	152358112	152359792	Zm00001eb320980	chr7	153546332	153548169																	
umc1865	95.15		GRMZM2G468376	Chr7	147183757	147191514	Zm00001d021446	Chr7	152372379	152379941	Zm00001eb320990	chr7	153560941	153569208																	
Zm00001d021447	95.17		GRMZM2G168588	Chr7	147192868	147195694	Zm00001d021447	Chr7	152381542	152384274	Zm00001eb321000	chr7	153569774	153572711																	
LOC100272861	95.23		GRMZM2G019363	Chr7	147239501	147242101	Zm00001d021450	Chr7	152444914	152447392	Zm00001eb321030	chr7	153633207	153636429																	
nrg17	95.32		GRMZM5G897473	Chr7	147372453	147377159	Zm00001d021452	Chr7	152567607	152573313	Zm00001eb321050	chr7	153737749	153743724																	
TIDP3069	95.34		GRMZM2G012413	Chr7	147416840	147419875	Zm00001d021453	Chr7	152605084	152608082	Zm00001eb321060	chr7	153775213	153778212																	
saur65	95.36		GRMZM2G012636	Chr7	147420986	147421811	Zm00001d021454	Chr7	152609402	152609851	Zm00001eb321070	chr7	153779357	153780213																	
saur66	95.37		GRMZM2G042429	Chr7	147453947	147454565	Zm00001d021455	Chr7	152642179	152642637	Zm00001eb321090	chr7	153812156	153812874																	
isu84a	95.38																														
saur67	95.38		GRMZM5G835903	Chr7	147456437	147457200	Zm00001d021456	Chr7	152644791	152645267	Zm00001eb321100	chr7	153814613	153815806																	
mmp194	95.38																														
chx3	95.38		GRMZM2G105219	Chr7	147563974	147566854	Zm00001d021461	Chr7	152741608	152744549	Zm00001eb321150	chr7	153911815	153914740																	
saur68	95.38		GRMZM2G105419	Chr7	147460965	147461868	Zm00001d021457	Chr7	152649238	152649669	Zm00001eb321110	chr7	153819174	153820003																	
umc1001	95.39						Zm00001d021462	Chr7	152744845	152756833	Zm00001eb321160	chr7	153914868	153926926																	
ropgef12	95.40		GRMZM2G105253	Chr7	147615524	147620033	Zm00001d021464	Chr7	152793032	152797189	Zm00001eb321170	chr7	153963165	153967384																	
Zm00001d021465	95.42		GRMZM2G105297	Chr7	147624893	147625819	Zm00001d021465	Chr7	152802563	152803452	Zm00001eb321180	chr7	153972769	153973650																	
psr371a	95.45																														
gst56	95.49		GRMZM2G423555	Chr7	147807813	147820191	Zm00001d021469	Chr7	153018015	153030585	Zm00001eb321210	chr7	154188314	154200816																	
gst16	95.50		GRMZM5G895383	Chr7	147866596	147870180	Zm00001d021470	Chr7	153075349	153079559	Zm00001eb321220	chr7	154245727	154251644																	
LOC103633162	95.50		AC196961.2_FG003	Chr7	148119936	148120247	Zm00001d021477	Chr7	153335991	153336302	Zm00001eb321260	chr7	154506013	154506662																	
acr25	95.50		GRMZM5G814851	Chr7	147963272	147984313	Zm00001d021473	Chr7	153177327	153198945	Zm00001eb321250	chr7	154347556	154369145																	
Zm00001eb321290	95.50		GRMZM2G340618	Chr7	148185213	148188559	Zm00001d021481	Chr7	153359951	153363462	Zm00001eb321290	chr7	154530630	154533803																	
AY109644	95.51		GRMZM2G111309	Chr7	148490575	148493173					Zm00001eb321360	chr7	154871803	154875866																	
cl28462_1	95.51		GRMZM2G018950	Chr7	148216228	148220201	Zm00001d020642	Chr7	126107073	126110894	Zm00001eb321330	chr7	154608311	154612149																	
LOC103633165	95.51		GRMZM2G171723	Chr7	148317116	148320229	Zm00001d021486	Chr7	153554768	153557927	Zm00001eb321350	chr7	154725088	154728116																	
ring447	95.51		GRMZM2G067489	Chr7	148209754	148212853	Zm00001d020641	Chr7	126100175	126103295	Zm00001eb321320	chr7	154601483	154604574																	
IDP727	95.52		GRMZM2G413044	Chr7	148500781	148502539					Zm00001eb321380	chr7	154882579	154884373																	
LOC103633167	95.52		GRMZM2G413030	Chr7	148524633	148527447	Zm00001d021487	Chr7	153736670	153739072	Zm00001eb321390	chr7	154906505	154909226																	
ropgef13	95.53		GRMZM2G131275	Chr7	148657556	148660457	Zm00001d021489	Chr7	153857228	153860601	Zm00001eb321410	chr7	155027802	155030401																	
mctp13	95.54		GRMZM2G416484	Chr7	148886883	148892565	Zm00001d021494	Chr7	154089912	154092986	Zm00001eb321450	chr7	155259118	155265519																	
Zm00001d021492	95.54		GRMZM2G028713	Chr7	148771846	148784786	Zm00001d021492	Chr7	153974161	153988559	Zm00001eb321440	chr7	155144131	155158389																	
adf1	95.55		GRMZM2G117603	Chr7	148916447	148917753	Zm00001d021497	Chr7	154119353	154120546	Zm00001eb321460	chr7	155289254	155290450																	
bas1	95.55		GRMZM2G077673	Chr7	149169258	149171046	Zm00001d021506	Chr7	154416323	154419080	Zm00001eb321550	chr7	155586313	155589224																	
ring448	95.55		GRMZM2G117612	Chr7	148918683	148928587	Zm00001d021498	Chr7	154121091	154131385	Zm00001eb321470	chr7	155291064	155301390																	
pco142961	95.55		GRMZM2G050126	Chr7	149040912	149068097	Zm00001d021505	Chr7	154271170	154278697	Zm00001eb321530	chr7	155416203	155448682																	
LOC103633183	95.55		GRMZM2G455085	Chr7	149205722	149210560	Zm00001d021507	Chr7	154419410	154425081	Zm00001eb321560	chr7	155589373	155595149																	
LOC103634294	95.55		GRMZM2G026003	Chr7	148977087	148979168	Zm00001d021503	Chr7	154183925	154186059	Zm00001eb321520	chr7	155354938	155355744																	
rpl15b	95.56		GRMZM2G180724	Chr7	149310459	149313123	Zm00001d021508	Chr7	154481841	154484342	Zm00001eb321580	chr7	155651808	155654259																	
mterf26	95.56		GRMZM2G062910	Chr7	149471798	149473953	Zm00001d021513	Chr7	154682758	154684482	Zm00001eb321620	chr7	155852752	155855061																	
Zm00001d021511	95.56		GRMZM2G084757	Chr7	149287705	149290243	Zm00001d021511	Chr7	154590413	154592259	Zm00001eb321600	chr7	155760412	155762247																	
camta2	95.57		GRMZM2G032336	Chr7	149639376	149658357	Zm00001d021516	Chr7	154821346	154840399	Zm00001eb321680	chr7	156055492	156074637																	
ndf4	95.57		GRMZM2G032253	Chr7	149600574	149602395	Zm00001d021515	Chr7	154782638	154784305	Zm00001eb321670	chr7	156016771	156018504																	
nbcs20	95.58		GRMZM5G802881	Chr7	149795090	149796385	Zm00001d021519	Chr7	154989542	154995305	Zm00001eb321710	chr7	156213016	156219012																	
GRMZM2G488458	95.58		GRMZM2G488458	Chr7	149755602	149762339	Zm00001d021518	Chr7	154954926	154961956	Zm00001eb321700	chr7	156178544	156185526																	
cl40800_1c	95.59		GRMZM2G088590	Chr7	149796497	149800188	Zm00001d021520	Chr7	154995449	154999093	Zm00001eb321720	chr7	156218569	156222759																	
IDP865	95.60		GRMZM2G085670	Chr7	149892079	149897124	Zm00001d021522	Chr7	155092264	155097289	Zm00001eb321750	chr7	156315835	156320884																	
ndk1	95.65		GRMZM2G134797	Chr7	149952414	149954818	Zm00001d021526	Chr7	155153847	155156140	Zm00001eb321790	chr7	156377354	156379803																	
prx74	95.91		GRMZM2G010640	Chr7	150056444	150057972	Zm00001d021533	Chr7	155259686	155261134	Zm00001eb321880	chr7	156483206	156484914																	
tbl43	95.93		GRMZM2G010714	Chr7	150058840	150063143	Zm00001d021534	Chr7	155262075	155266341	Zm00001eb321890	chr7	156485227	156490084																	
bnlg2271	95.95		GRMZM2G313643	Chr7	150075579	150080212	Zm00001d021535	Chr7	155278714	155283440	Zm00001eb321900	chr7	156502321	156507035																	
myb14	95.95		GRMZM2G172327	Chr7	150123692	150125127	Zm00001d021537	Chr7	155328673	155330345	Zm00001eb321920	chr7	156552270	156553956																	
phd26	95.96		GRMZM2G316191	Chr7	150195961	150215431	Zm00001d021541	Chr7	155404186	155420422	Zm00001eb321930	chr7	156625141	156627421																	
Zm00001d021544	95.97		GRMZM2G107142	Chr7	150311434	150312915	Zm00001d021544	Chr7	155503583	155504602	Zm00001eb321970	chr7	159197834	159200046																	
farl10	95.98		GRMZM2G406651	Chr7	150316196	150320346	Zm00001d021545	Chr7	155507985	155512108																					
me9	95.99		GRMZM2G406672	Chr7	150326974	150337189	Zm00001d021546	Chr7	155518816	155528949	Zm00001eb321980	chr7	159213544	159223682																	
K7L	96.00																														
ras6A1	96.00		GRMZM2G075719	Chr7	150455153	150460130	Zm00001d021551	Chr7	155647955	155651800	Zm00001eb322000	chr7	159346664	159347349																	
pco061645	96.01		GRMZM2G138230	Chr7	150538439	150548918	Zm00001d021553	Chr7	155738042	155748698	Zm00001eb322020	chr7	159432722	159443646																	
LOC100191627	96.01		GRMZM2G138220	Chr7	150579410	150587614	Zm00001d021554	Chr7	155779197	155787322	Zm00001eb322040	chr7	159473932	159482085																	
pco084367	96.03		GRMZM2G161611	Chr7	150696090	150699478	Zm00001d021557	Chr7	155895169	155897978	Zm00001eb322050	chr7	159589516	159592821																	
chls3	96.04		GRMZM2G175812	Chr7	150838797	150840847	Zm00001d000438	B73V4_ctg190	53202	55064	Zm00001eb322090	chr7	159740788	159742902																	
LOC109940988	96.04		GRMZM2G175812	Chr7	150838797	150840847	Zm00001d021562	Chr7	156106423	156108285	Zm00001eb322120	chr7	159801857	159803971																	
mate41	96.05		GRMZM2G161809	Chr7	151008863	151014148	Zm00001d021569	Chr7	156294946	156300431	Zm00001eb322180	chr7	159990423	159996129																	
LOC103633203	96.05		GRMZM2G395508	Chr7	151118657	151120483	Zm00001d021576	Chr7	156641990	156643471	Zm00001eb322190	chr7	160104196	160106069																	
Zm00001d021567	96.05		GRMZM6G202353	scaffold_157	416	1586	Zm00001d021567	Chr7	156223168	156230159	Zm00001eb322160	chr7	159918149	159925734																	
Zm00001d021566	96.05		GRMZM2G163138	Chr7	150934423	150944692	Zm00001d021566	Chr7	156211865	156221817	Zm00001eb322150	chr7	159907310	159917573																	
bhlh198	96.06		GRMZM2G095261	Chr7	151123365	151124976	Zm00001d021577	Chr7	156646623	156648065	Zm00001eb322210	chr7	160108725	160111303																	
cl15186_1c	96.07		GRMZM2G022310	Chr7	151203078	151208197	Zm00001d021570	Chr7	156405337	156416482	Zm00001eb322240	chr7	160192760	160198161																	
LOC100282080	96.08		GRMZM2G155911	Chr7	151226734	151228790	Zm00001d021572	Chr7	156435644	156440415	Zm00001eb322260	chr7	160217163	160219108																	
LOC113839550	96.08		GRMZM2G455075	Chr7	151229997	151231882	Zm00001d021572	Chr7	156435644	156440415	Zm00001eb322270	chr7	160220531	160222324																	
sbp29	96.09		GRMZM2G067624	Chr7	151254398	151256086	Zm00001d021573	Chr7	156465329	156466981	Zm00001eb322280	chr7	160246768	160248815																	
laz1	96.10		GRMZM2G025242	Chr7	151277743	151287624	Zm00001d021574	Chr7	156488961	156504047	Zm00001eb322290	chr7	160270444	160285901																	
Zm00001d021579	96.11		GRMZM2G029082	Chr7	151441336	151446559	Zm00001d021579	Chr7	156773195	156778425	Zm00001eb322310	chr7	160430216	160435681																	
IDP8337	96.12		GRMZM2G028887	Chr7	151446946	151528337	Zm00001d021580	Chr7	156778841	156785489	Zm00001eb322320	chr7	160435768	160442689																	
wrky129	96.13						Zm00001d021581	Chr7	156805102	156805455	Zm00001eb322330	chr7	160462304	160462657																	
prh109	96.14		GRMZM2G010298	Chr7	151545617	151555713	Zm00001d021582	Chr7	156872048	156881616	Zm00001eb322340	chr7	160529252	160538878																	
IDP1657a	96.16		GRMZM2G325783	Chr7	151560052	151564770	Zm00001d021583	Chr7	156885893	156890748	Zm00001eb322350	chr7	160542755	160548036																	
mik1	96.18		GRMZM2G027756	Chr7	151760765	151776778	Zm00001d021584	Chr7	157092806	157108976	Zm00001eb322360	chr7	160750381	160766213																	
bub1	96.20		GRMZM2G105750	Chr7	151985560	152001155	Zm00001d021588	Chr7	157319980	157335608	Zm00001eb322380	chr7	160977249	160992924																	
dof14	96.24		GRMZM2G134545	Chr7	152100148	152102643	Zm00001d021591	Chr7	157433264	157434346	Zm00001eb322390	chr7	161090118	161092606																	
hak14	96.28		GRMZM2G139931	Chr7	152213761	152222515	Zm00001d021592	Chr7	157525044	157533907	Zm00001eb322400	chr7	161182393	161191252																	
Zm00001eb322410	96.30		GRMZM2G700265	Chr7	152279068	152287383					Zm00001eb322410	chr7	161237163	161245150																	
GRMZM2G048591	96.48		GRMZM2G048591	Chr7	152291430	152292666	Zm00001d021595	Chr7	157600128	157600988	Zm00001eb322430	chr7	161257170	161258467																	
aprl1	96.50		AC189750.4_FG004	Chr7	152388543	152391232	Zm00001d021596	Chr7	157694972	157698287	Zm00001eb322440	chr7	161352287	161355662																	
pdcb40	96.54		GRMZM2G325008	Chr7	152428022	152438295	Zm00001d021598	Chr7	157735257	157745364	Zm00001eb322450	chr7	161392543	161402737																	
skus6	96.60		GRMZM2G076225	Chr7	152475215	152481137	Zm00001d021599	Chr7	157782228	157788323	Zm00001eb322470	chr7	161439658	161445682																	
