MaizeGDB: Details of Map Genetic 4
Locus	Coordinate	Bin	B73 RefGen_v3_gene_model	B73 RefGen_v3_chr	B73 RefGen_v3_start	B73 RefGen_v3_end	Zm-B104-DRAFT-ISU_USDA-0.1_gene_model	Zm-B104-DRAFT-ISU_USDA-0.1_chr	Zm-B104-DRAFT-ISU_USDA-0.1_start	Zm-B104-DRAFT-ISU_USDA-0.1_end	Zm-B73-REFERENCE-GRAMENE-4.0_gene_model	Zm-B73-REFERENCE-GRAMENE-4.0_chr	Zm-B73-REFERENCE-GRAMENE-4.0_start	Zm-B73-REFERENCE-GRAMENE-4.0_end	Zm-B73-REFERENCE-NAM-5.0_gene_model	Zm-B73-REFERENCE-NAM-5.0_chr	Zm-B73-REFERENCE-NAM-5.0_start	Zm-B73-REFERENCE-NAM-5.0_end	Zm-B97-REFERENCE-NAM-1.0_gene_model	Zm-B97-REFERENCE-NAM-1.0_chr	Zm-B97-REFERENCE-NAM-1.0_start	Zm-B97-REFERENCE-NAM-1.0_end	Zm-CML277-REFERENCE-NAM-1.0_gene_model	Zm-CML277-REFERENCE-NAM-1.0_chr	Zm-CML277-REFERENCE-NAM-1.0_start	Zm-CML277-REFERENCE-NAM-1.0_end	Zm-CML322-REFERENCE-NAM-1.0_gene_model	Zm-CML322-REFERENCE-NAM-1.0_chr	Zm-CML322-REFERENCE-NAM-1.0_start	Zm-CML322-REFERENCE-NAM-1.0_end	Zm-CML333-REFERENCE-NAM-1.0_gene_model	Zm-CML333-REFERENCE-NAM-1.0_chr	Zm-CML333-REFERENCE-NAM-1.0_start	Zm-CML333-REFERENCE-NAM-1.0_end	Zm-CML52-REFERENCE-NAM-1.0_gene_model	Zm-CML52-REFERENCE-NAM-1.0_chr	Zm-CML52-REFERENCE-NAM-1.0_start	Zm-CML52-REFERENCE-NAM-1.0_end	Zm-Il14H-REFERENCE-NAM-1.0_gene_model	Zm-Il14H-REFERENCE-NAM-1.0_chr	Zm-Il14H-REFERENCE-NAM-1.0_start	Zm-Il14H-REFERENCE-NAM-1.0_end	Zm-Ky21-REFERENCE-NAM-1.0_gene_model	Zm-Ky21-REFERENCE-NAM-1.0_chr	Zm-Ky21-REFERENCE-NAM-1.0_start	Zm-Ky21-REFERENCE-NAM-1.0_end	Zm-M162W-REFERENCE-NAM-1.0_gene_model	Zm-M162W-REFERENCE-NAM-1.0_chr	Zm-M162W-REFERENCE-NAM-1.0_start	Zm-M162W-REFERENCE-NAM-1.0_end	Zm-M37W-REFERENCE-NAM-1.0_gene_model	Zm-M37W-REFERENCE-NAM-1.0_chr	Zm-M37W-REFERENCE-NAM-1.0_start	Zm-M37W-REFERENCE-NAM-1.0_end	Zm-Mo17-REFERENCE-CAU-1.0_gene_model	Zm-Mo17-REFERENCE-CAU-1.0_chr	Zm-Mo17-REFERENCE-CAU-1.0_start	Zm-Mo17-REFERENCE-CAU-1.0_end	Zm-Mo18W-REFERENCE-NAM-1.0_gene_model	Zm-Mo18W-REFERENCE-NAM-1.0_chr	Zm-Mo18W-REFERENCE-NAM-1.0_start	Zm-Mo18W-REFERENCE-NAM-1.0_end	Zm-Ms71-REFERENCE-NAM-1.0_gene_model	Zm-Ms71-REFERENCE-NAM-1.0_chr	Zm-Ms71-REFERENCE-NAM-1.0_start	Zm-Ms71-REFERENCE-NAM-1.0_end	Zm-NC350-REFERENCE-NAM-1.0_gene_model	Zm-NC350-REFERENCE-NAM-1.0_chr	Zm-NC350-REFERENCE-NAM-1.0_start	Zm-NC350-REFERENCE-NAM-1.0_end	Zm-Oh43-REFERENCE-NAM-1.0_gene_model	Zm-Oh43-REFERENCE-NAM-1.0_chr	Zm-Oh43-REFERENCE-NAM-1.0_start	Zm-Oh43-REFERENCE-NAM-1.0_end	Zm-Oh7B-REFERENCE-NAM-1.0_gene_model	Zm-Oh7B-REFERENCE-NAM-1.0_chr	Zm-Oh7B-REFERENCE-NAM-1.0_start	Zm-Oh7B-REFERENCE-NAM-1.0_end	Zm-P39-REFERENCE-NAM-1.0_gene_model	Zm-P39-REFERENCE-NAM-1.0_chr	Zm-P39-REFERENCE-NAM-1.0_start	Zm-P39-REFERENCE-NAM-1.0_end	Zm-Tx303-REFERENCE-NAM-1.0_gene_model	Zm-Tx303-REFERENCE-NAM-1.0_chr	Zm-Tx303-REFERENCE-NAM-1.0_start	Zm-Tx303-REFERENCE-NAM-1.0_end	Zm-Tzi8-REFERENCE-NAM-1.0_gene_model	Zm-Tzi8-REFERENCE-NAM-1.0_chr	Zm-Tzi8-REFERENCE-NAM-1.0_start	Zm-Tzi8-REFERENCE-NAM-1.0_end	Sequence
gae1	103.65		GRMZM2G042179	Chr4	174806824	174809921					Zm00001d052053	Chr4	177833922	177836606	Zm00001eb192590	chr4	179867004	179872381																																																																									
Zm00001d052056	103.90		GRMZM2G039263	Chr4	174931116	174936588					Zm00001d052056	Chr4	177955969	177961410	Zm00001eb192630	chr4	179991666	179997230																																																																									
ring259	103.92		GRMZM2G446313	Chr4	174937852	174942257					Zm00001d052057	Chr4	177962645	177966994	Zm00001eb192640	chr4	179998419	180003020																																																																									
trps10	104.00		GRMZM2G312521	Chr4	174991784	174996304					Zm00001d052060	Chr4	178019071	178023237	Zm00001eb192680	chr4	180055109	180059333																																																																									
LOC100285916	104.18		GRMZM2G070138	Chr4	175159938	175163364					Zm00001d052061	Chr4	178169987	178173332	Zm00001eb192690	chr4	180205903	180209319																																																																									
pco118328a	104.20		GRMZM2G070239	Chr4	175163570	175168040					Zm00001d052062	Chr4	178173541	178179267	Zm00001eb192700	chr4	180209410	180213857																																																																									
aaap31	104.25		GRMZM2G101125	Chr4	175243397	175248435					Zm00001d052063	Chr4	178253242	178258451	Zm00001eb192710	chr4	180288928	180294917																																																																									
glur6	104.27		GRMZM2G377018	Chr4	175249638	175252841					Zm00001d052064	Chr4	178258597	178262686	Zm00001eb192720	chr4	180294275	180297551																																																																									
umc1620	104.29										Zm00001d052066	Chr4	178300451	178301545	Zm00001eb192730	chr4	180336043	180338415																																																																									
stk3	104.30		GRMZM2G301647	Chr4	175306259	175309558					Zm00001d052067	Chr4	178304940	178308282	Zm00001eb192750	chr4	180340850	180344149																																																																									
prp25	104.32		GRMZM2G314946	Chr4	175361005	175361696					Zm00001d052068	Chr4	178359682	178360242	Zm00001eb192760	chr4	180395585	180396293																																																																									
myb16	104.50		GRMZM2G015021	Chr4	175365997	175368482					Zm00001d052069	Chr4	178364585	178366789	Zm00001eb192770	chr4	180400346	180403198																																																																									
mkkk32	104.52		GRMZM2G039106	Chr4	175405347	175410381					Zm00001d000346	B73V4_ctg95	26643	34091	Zm00001eb192780	chr4	180439764	180447180																																																																									
GRMZM2G475867	104.56		GRMZM2G475867	Chr4	175527545	175539061					Zm00001d052070	Chr4	178515051	178526768	Zm00001eb192800	chr4	180551051	180562620																																																																									
GRMZM2G053766	104.66		GRMZM2G053766	Chr4	175602335	175614089					Zm00001d052072	Chr4	178595993	178607864	Zm00001eb192820	chr4	180636507	180648408																																																																									
Zm00001eb192830	104.68		GRMZM2G352739	Chr4	175619088	175620960					Zm00001d052073	Chr4	178612781	178614653	Zm00001eb192830	chr4	180653426	180658586																																																																									
LOC118477082	104.70														Zm00001eb192840	chr4	180700312	180706955																																																																									
Zm00001d052075	104.74		GRMZM2G181336	Chr4	175751779	175753487					Zm00001d052075	Chr4	178746526	178748147	Zm00001eb192860	chr4	180787034	180788740																																																																									
Zm00001d052076	104.76		GRMZM2G181354	Chr4	175758503	175761094					Zm00001d052076	Chr4	178749028	178755925	Zm00001eb192880	chr4	180792040	180796045																																																																									
Zm00001d052077	104.78		GRMZM2G181358	Chr4	175762413	175763711					Zm00001d052077	Chr4	178757281	178758312	Zm00001eb192890	chr4	180797640	180799022																																																																									
Zm00001d052078	104.79		GRMZM2G181359	Chr4	175765125	175769372					Zm00001d052078	Chr4	178759836	178764070	Zm00001eb192900	chr4	180800374	180804629																																																																									
lkrsdh1	104.80		GRMZM2G181362	Chr4	175769672	175780762					Zm00001d052079	Chr4	178764555	178775799	Zm00001eb192910	chr4	180804799	180816362																																																																									
Zm00001d052080	104.82										Zm00001d052080	Chr4	178783005	178797565																																																																													
mterf14	105.00		GRMZM2G000610	Chr4	175942990	175945922					Zm00001d052081	Chr4	178936233	178939151	Zm00001eb192920	chr4	180976755	180979701																																																																									
dlr2	105.04		GRMZM2G472023	Chr4	176000369	176012753					Zm00001d052083	Chr4	179005527	179018009	Zm00001eb192940	chr4	181025306	181037937																																																																									
mmp115a	105.15																																																																																										
ereb14	106.20		GRMZM2G018398	Chr4	176066660	176069349					Zm00001d052087	Chr4	179070181	179072822	Zm00001eb192960	chr4	181090128	181092769																																																																									
dnaJ43	106.24		GRMZM2G064537	Chr4	176377675	176381799					Zm00001d052093	Chr4	179375071	179380872	Zm00001eb192980	chr4	181395114	181401150																																																																									
ho5	106.26		GRMZM2G111802	Chr4	176385726	176387367					Zm00001d052094	Chr4	179383410	179384782	Zm00001eb192990	chr4	181403552	181404425																																																																									
Zm00001eb193020	106.68		GRMZM2G091074	Chr4	176486259	176487284					Zm00001d052097	Chr4	179493241	179494121	Zm00001eb193020	chr4	181513745	181514194																																																																									
pco062058	106.70		GRMZM2G091143	Chr4	176494599	176523483					Zm00001d052098	Chr4	179501449	179530563	Zm00001eb193030	chr4	181521692	181550640																																																																									
mir164f	106.80		zma-MIR164f	Chr4	176528458	176528565					zma-MIR164f	Chr4	179535508	179535615																																																																													
cpn10	106.90		GRMZM2G091189	Chr4	176529663	176531725					Zm00001d052101	Chr4	179536713	179538773	Zm00001eb193040	chr4	181556786	181558848																																																																									
bnlg1189	107.00																																																																																										
ereb57	107.00		GRMZM2G097081	Chr4	176557756	176558869					Zm00001d052102	Chr4	179564558	179565262	Zm00001eb193060	chr4	181584548	181585810																																																																									
pgl17	107.20		GRMZM2G047414	Chr4	176676899	176680476					Zm00001d052103	Chr4	179678569	179682211	Zm00001eb193090	chr4	181698587	181702177																																																																									
sbt25	107.22		GRMZM2G047319	Chr4	176681547	176684153					Zm00001d052104	Chr4	179683462	179685804	Zm00001eb193100	chr4	181703203	181705898																																																																									
Zm00001eb193130	107.38		GRMZM2G315230	Chr4	176834380	176836731					Zm00001d052107	Chr4	179834335	179840234	Zm00001eb193130	chr4	181854348	181856695																																																																									
pco123975	107.40		GRMZM2G149281	Chr4	176887571	176898143					Zm00001d052108	Chr4	179887588	179891423	Zm00001eb193140	chr4	181907565	181911442																																																																									
o1	107.50		GRMZM2G449909	Chr4	176899980	176926797					Zm00001d052110	Chr4	179900072	179926942	Zm00001eb193160	chr4	181920093	181946989																																																																									
si707014d12	107.52		GRMZM2G006297	Chr4	177071285	177085458					Zm00001d052111	Chr4	180070056	180084440	Zm00001eb193170	chr4	182089915	182104317																																																																									
grftf10	107.55		GRMZM2G105335	Chr4	177152123	177154056					Zm00001d052112	Chr4	180147356	180150053	Zm00001eb193180	chr4	182167381	182170098																																																																									
rfa2	107.57		GRMZM2G115013	Chr4	177178014	177181952					Zm00001d052113	Chr4	180167725	180171484	Zm00001eb193190	chr4	182187714	182191771																																																																									
Zm00001eb193240	107.66		GRMZM2G121151	Chr4	177357393	177358980					Zm00001d052118	Chr4	180301898	180302818	Zm00001eb193240	chr4	182321371	182323719																																																																									
Zm00001d052123	107.70		GRMZM2G441144	Chr4	177376776	177378440					Zm00001d052123	Chr4	180320647	180322171	Zm00001eb193260	chr4	182339379	182342376																																																																									
Zm00001d052126	107.78		GRMZM2G166005	Chr4	177473986	177476458					Zm00001d052126	Chr4	180365062	180367299	Zm00001eb193300	chr4	182385020	182387619																																																																									
dek31	108.00																																																																																										
hb83	108.00		GRMZM2G126646	Chr4	177612036	177616331					Zm00001d052133	Chr4	180558735	180563266	Zm00001eb193330	chr4	182578975	182583046																																																																									
XLOC_040156	108.98		AC194980.3_FG002	Chr4	177635394	177635795					Zm00001d052134	Chr4	180582288	180582689	Zm00001eb193350	chr4	182602154	182602999																																																																									
acco20	109.00		GRMZM2G126732	Chr4	177657802	177660210					Zm00001d052136	Chr4	180604677	180607029	Zm00001eb193360	chr4	182624805	182627090																																																																									
GRMZM2G126765	109.02		GRMZM2G126765	Chr4	177672250	177674559					Zm00001d052137	Chr4	180619203	180621336	Zm00001eb193370	chr4	182639094	182641908																																																																									
ring261	109.08		GRMZM2G126795	Chr4	177676332	177683190					Zm00001d052138	Chr4	180623031	180630114	Zm00001eb193380	chr4	182643230	182650327																																																																									
nnr5	109.10		GRMZM2G428027	Chr4	177685320	177689170					Zm00001d052139	Chr4	180632525	180635840	Zm00001eb193390	chr4	182652580	182656143																																																																									
cepr2	109.17		GRMZM2G158811	Chr4	178067106	178071859					Zm00001d052145	Chr4	181028188	181033091	Zm00001eb193490	chr4	183047826	183052880																																																																									
Zm00001d052147	109.19		GRMZM2G158860	Chr4	178081292	178092817					Zm00001d052147	Chr4	181042459	181054051	Zm00001eb193510	chr4	183062091	183073802																																																																									
saur44	109.20		GRMZM2G475683	Chr4	178275310	178276595					Zm00001d052148	Chr4	181202168	181202603	Zm00001eb193520	chr4	183221115	183222413																																																																									
ereb13	109.30		GRMZM2G011110	Chr4	178417315	178418683					Zm00001d052152	Chr4	181353441	181354229	Zm00001eb193550	chr4	183372947	183374297																																																																									
pht17	109.35		GRMZM2G060630	Chr4	178520983	178525630					Zm00001d052155	Chr4	181462062	181464693	Zm00001eb193580	chr4	183480107	183484816																																																																									
asg33	109.38																																																																																										
pco123260	109.39		GRMZM2G079353	Chr4	178606754	178611513					Zm00001d052163	Chr4	181546231	181550988	Zm00001eb193650	chr4	183566229	183571005																																																																									
nii2	109.40		GRMZM2G079381	Chr4	178613063	178616618					Zm00001d052165	Chr4	181552730	181556339	Zm00001eb193660	chr4	183572540	183576081																																																																									
ereb7	109.42		GRMZM2G173771	Chr4	178620836	178621888					Zm00001d052167	Chr4	181560436	181561128	Zm00001eb193670	chr4	183580300	183581429																																																																									
fut5	109.43		GRMZM2G471594	Chr4	178627213	178629084					Zm00001d052168	Chr4	181566692	181568615	Zm00001eb193680	chr4	183586406	183588778																																																																									
cnr1	109.44		GRMZM2G015941	Chr4	178695838	178697049					Zm00001d052171	Chr4	181669343	181670553	Zm00001eb193700	chr4	183689361	183690563																																																																									
Zm00001d052170	109.44		GRMZM2G015983	Chr4	178702780	178706249					Zm00001d052170	Chr4	181660209	181663641	Zm00001eb193690	chr4	183680209	183683637																																																																									
cki6	109.45		GRMZM2G084570	Chr4	178774992	178776727					Zm00001d052174	Chr4	181715802	181717531	Zm00001eb193730	chr4	183735781	183737540																																																																									
csu672b	109.46														Zm00001eb193750	chr4	183744864	183747476																																																																									
si486081f01	109.47		GRMZM2G084498	Chr4	178788088	178788922					Zm00001d052177	Chr4	181728119	181728577	Zm00001eb193760	chr4	183747993	183748827																																																																									
