MaizeGDB: Details of Map Genetic 6
Locus	Coordinate	Bin	B73 RefGen_v3_gene_model	B73 RefGen_v3_chr	B73 RefGen_v3_start	B73 RefGen_v3_end	Zm-B73-REFERENCE-GRAMENE-4.0_gene_model	Zm-B73-REFERENCE-GRAMENE-4.0_chr	Zm-B73-REFERENCE-GRAMENE-4.0_start	Zm-B73-REFERENCE-GRAMENE-4.0_end	Zm-B73-REFERENCE-NAM-5.0_gene_model	Zm-B73-REFERENCE-NAM-5.0_chr	Zm-B73-REFERENCE-NAM-5.0_start	Zm-B73-REFERENCE-NAM-5.0_end	Zm-CML333-REFERENCE-NAM-1.0_gene_model	Zm-CML333-REFERENCE-NAM-1.0_chr	Zm-CML333-REFERENCE-NAM-1.0_start	Zm-CML333-REFERENCE-NAM-1.0_end	Zm-HP301-REFERENCE-NAM-1.0_gene_model	Zm-HP301-REFERENCE-NAM-1.0_chr	Zm-HP301-REFERENCE-NAM-1.0_start	Zm-HP301-REFERENCE-NAM-1.0_end	Zm-Ki11-REFERENCE-NAM-1.0_gene_model	Zm-Ki11-REFERENCE-NAM-1.0_chr	Zm-Ki11-REFERENCE-NAM-1.0_start	Zm-Ki11-REFERENCE-NAM-1.0_end	Sequence
gras77	74.15		GRMZM5G889326	Chr6	137480065	137481525	Zm00001d037901	Chr6	141534061	141535449	Zm00001eb285410	chr6	148344181	148345641													
LOC100273680	74.16		AC233942.1_FG001	Chr6	137492993	137495934	Zm00001d037902	Chr6	141549583	141552880	Zm00001eb285420	chr6	148359761	148363041													
LOC103630208	74.18		GRMZM5G858839	Chr6	137498329	137512800																					
elfa11	74.19		AC233866.1_FG006	Chr6	137601820	137603647	Zm00001d037905	Chr6	141652564	141655295	Zm00001eb285450	chr6	148462677	148465838													
umc1114	74.20		GRMZM5G898274	Chr6	137586965	137587486	Zm00001d037909	Chr6	141669423	141669944	Zm00001eb285460	chr6	148479432	148480732													
LOC103630211	74.23		GRMZM2G309071	Chr6	137681651	137683754	Zm00001d037913	Chr6	141838333	141839400	Zm00001eb285470	chr6	148549553	148552518													
tdpk2	74.24		GRMZM5G864815	Chr6	137792544	137795002	Zm00001d037916	Chr6	141931015	141933513	Zm00001eb285500	chr6	148643062	148646943													
glu11	74.24		GRMZM2G055699	Chr6	137839420	137843385	Zm00001d037918	Chr6	141972442	141976417	Zm00001eb285520	chr6	148684439	148688508													
LOC103630213	74.24		GRMZM5G826767	Chr6	137703441	137704496	Zm00001d037915	Chr6	141874632	141875420	Zm00001eb285480	chr6	148586428	148587768													
mn6	74.25		GRMZM2G035526	Chr6	138049053	138052221	Zm00001d037926	Chr6	142176497	142179576	Zm00001eb285570	chr6	148888664	148891792													
srp31	74.25		GRMZM2G170365	Chr6	138014011	138018427	Zm00001d037925	Chr6	142153338	142157700	Zm00001eb285560	chr6	148865415	148870005													
Zm00001d037921	74.25		GRMZM2G055606	Chr6	137869248	137882617	Zm00001d037921	Chr6	142003418	142016000	Zm00001eb285540	chr6	148715499	148727724													
IDP764	74.26		GRMZM2G078985	Chr6	138246886	138249271	Zm00001d037929	Chr6	142399394	142401680	Zm00001eb285610	chr6	149111669	149113989													
mir164g	74.26		zma-MIR164g	Chr6	138496099	138496269	zma-MIR164g	Chr6	142646355	142646525																	
lea36	74.27		GRMZM2G450501	Chr6	138550333	138551025	Zm00001d037936	Chr6	142700250	142700531	Zm00001eb285680	chr6	149412498	149413322													
umc1379	74.28		GRMZM2G117439	Chr6	138623697	138624760	Zm00001d037937	Chr6	142777670	142778191	Zm00001eb285690	chr6	149489655	149490698													
ereb69	74.30		GRMZM2G085964	Chr6	138751831	138753113	Zm00001d037941	Chr6	142909977	142911255	Zm00001eb285760	chr6	149622474	149623755													
ring398	74.32		GRMZM2G340444	Chr6	138774420	138776148	Zm00001d037943	Chr6	142933942	142934535	Zm00001eb285770	chr6	149645965	149647286													
znf7	74.50		GRMZM2G302912	Chr6	138844999	138846317	Zm00001d037945	Chr6	143003756	143004352	Zm00001eb285790	chr6	149715847	149717248													
pld13	74.60		GRMZM2G066485	Chr6	138879310	138901971	Zm00001d037946	Chr6	143056934	143084269	Zm00001eb285800	chr6	149769308	149797630													
prh22	74.70		GRMZM2G069713	Chr6	139060066	139063172	Zm00001d037949	Chr6	143243175	143246248	Zm00001eb285830	chr6	149955406	149959124													
tor1	74.80		GRMZM2G349554	Chr6	139140734	139151624	Zm00001d037950	Chr6	143301519	143339329	Zm00001eb285840	chr6	150013949	150065518													
me7	74.90						Zm00001d037961	Chr6	143608955	143614548	Zm00001eb285890	chr6	150321630	150375807													
me2	75.00		GRMZM2G122479	Chr6	139464390	139470075	Zm00001d037962	Chr6	143657539	143663237	Zm00001eb285890	chr6	150321630	150375807													
fb1	75.10		GRMZM5G840013	Chr6	139584078	139588874	Zm00001d037966	Chr6	143777350	143782102	Zm00001eb285900	chr6	150489852	150494689													
Zm00001d037967	75.11		GRMZM2G123503	Chr6	139628016	139633560	Zm00001d037967	Chr6	143821245	143826772	Zm00001eb285910	chr6	150533795	150539421													
IDP8101	75.12		GRMZM2G136016	Chr6	139675727	139680921	Zm00001d000199	B73V4_ctg178	309330	314476	Zm00001eb285930	chr6	150583653	150588999													
TIDP3214	75.15		GRMZM2G435627	Chr6	139769881	139770970	Zm00001d000197	B73V4_ctg178	216729	217247	Zm00001eb285950	chr6	150680721	150681810													
mate37	75.16		GRMZM2G132995	Chr6	139780158	139782498	Zm00001d000196	B73V4_ctg178	204778	207105	Zm00001eb285960	chr6	150690833	150693459													
mate38	75.17		GRMZM2G133006	Chr6	139782759	139785372	Zm00001d000195	B73V4_ctg178	202000	204559	Zm00001eb285970	chr6	150693338	150696165													
fha15	75.20		GRMZM2G113156	Chr6	140068111	140076698	Zm00001d037971	Chr6	143885595	143894219	Zm00001eb286040	chr6	150945733	150955729													
LOC103630247	75.21		GRMZM2G366411	Chr6	140098255	140101098	Zm00001d037973	Chr6	143915647	143918223	Zm00001eb286050	chr6	150975552	150978516													
Zm00001d037972	75.21		GRMZM2G068496	Chr6	140094027	140095937	Zm00001d037972	Chr6	143911485	143913119																	
LOC100284524	75.22		GRMZM2G068436	Chr6	140106934	140115460	Zm00001d037974	Chr6	143924167	143932622	Zm00001eb286060	chr6	150984158	150992862													
cl44852_1a	75.24		GRMZM2G068323	Chr6	140114500	140120463	Zm00001d037975	Chr6	143931547	143937625	Zm00001eb286070	chr6	150992485	150997952													
LOC100280235	75.25		GRMZM2G068275	Chr6	140126711	140128557	Zm00001d037976	Chr6	143943587	143951372	Zm00001eb286080	chr6	151003574	151011644													
Zm00001d037982	75.28		GRMZM2G416667	Chr6	140341420	140383003	Zm00001d037982	Chr6	144216057	144258410	Zm00001eb286120	chr6	151277180	151318662													
chlg1	75.30		GRMZM2G162672	Chr6	140479362	140500562	Zm00001d037984	Chr6	144381242	144390852	Zm00001eb286140	chr6	151434967	151444808													
esp5	75.32		GRMZM2G162659	Chr6	140501700	140502699	Zm00001d037985	Chr6	144391967	144392983	Zm00001eb286150	chr6	151445811	151446813													
nactf174	75.34		GRMZM2G133215	Chr6	140520480	140529973	Zm00001d037987	Chr6	144420313	144421016	Zm00001eb286160	chr6	151472489	151474860													
esp1	75.35		AC233879.1_FG002	Chr6	140536934	140537348	Zm00001d037988	Chr6	144427562	144428509	Zm00001eb286170	chr6	151481816	151482230													
NP_001149216	75.36		AC233895.1_FG001	Chr6	140596596	140599178	Zm00001d037992	Chr6	144487080	144490321	Zm00001eb286210	chr6	151540877	151544456													
rbp1	75.37		AC213884.3_FG001	Chr6	140654815	140658705	Zm00001d037993	Chr6	144580998	144584809	Zm00001eb286220	chr6	151634816	151638843													
myb119	75.40		AC213884.3_FG002	Chr6	140735955	140737064	Zm00001d037994	Chr6	144651004	144652113	Zm00001eb286230	chr6	151704676	151706551													
myb93	75.42		GRMZM2G093660	Chr6	140832154	140833178	Zm00001d037998	Chr6	144731260	144732225	Zm00001eb286260	chr6	151785088	151786454													
myb71	75.45		GRMZM2G093647	Chr6	140863600	140864545	Zm00001d037999	Chr6	144762649	144763524	Zm00001eb286270	chr6	151816536	151817444													
ereb164	75.46		GRMZM2G093595	Chr6	140882370	140883690	Zm00001d038001	Chr6	144781755	144782501	Zm00001eb286280	chr6	151835236	151836634													
umc1388	75.48		GRMZM2G093325	Chr6	140896934	140916033	Zm00001d038002	Chr6	144795979	144802557	Zm00001eb286290	chr6	151849929	151856504													
erdh3	75.50		GRMZM2G093325	Chr6	140896934	140916033	Zm00001d038003	Chr6	144813893	144814871	Zm00001eb286310	chr6	151867960	151868757													
caspl34	75.52		GRMZM2G304108	Chr6	140967094	140970252	Zm00001d038004	Chr6	144866036	144869120	Zm00001eb286320	chr6	151919923	151923007													
IDP6799	75.54		GRMZM6G157558	Chr6	141037374	141038317	Zm00001d038006	Chr6	144945936	144965898	Zm00001eb286340	chr6	151996513	152016721													
pza02478	75.56		GRMZM2G141760	Chr6	141098824	141107819	Zm00001d038007	Chr6	145000655	145009587	Zm00001eb286350	chr6	152051260	152060418													
pco139210	75.60		GRMZM2G173563	Chr6	141169508	141176496	Zm00001d038012	Chr6	145094748	145101745	Zm00001eb286400	chr6	152145572	152152311													
lbd31	75.80		GRMZM2G044150	Chr6	141232270	141233226	Zm00001d038013	Chr6	145148378	145149283	Zm00001eb286410	chr6	152198751	152199994													
mads58	75.82		GRMZM2G073357	Chr6	141270744	141271664	Zm00001d038015	Chr6	145193067	145193978	Zm00001eb286420	chr6	152243744	152244952													
GRMZM2G383125	75.82		GRMZM2G383125	Chr6	141464463	141466213	Zm00001d038019	Chr6	145386455	145388049	Zm00001eb286450	chr6	152437247	152440496													
Zm00001d038016	75.82		GRMZM2G030116	Chr6	141335789	141337061	Zm00001d038016	Chr6	145258369	145259274	Zm00001eb286430	chr6	152308436	152310224													
csu60a	75.83		GRMZM2G084719	Chr6	141493173	141497370	Zm00001d038022	Chr6	145415188	145419374	Zm00001eb286480	chr6	152465846	152470265													
impb3	75.83		GRMZM2G084767	Chr6	141471970	141476877	Zm00001d038021	Chr6	145393970	145398983	Zm00001eb286470	chr6	152444732	152449747													
wrky83	75.84		GRMZM2G012724	Chr6	141604322	141606522	Zm00001d038023	Chr6	145529821	145531626	Zm00001eb286490	chr6	152580226	152582428													
cl67235_-1a	76.00		GRMZM2G013677	Chr6	141659592	141663820	Zm00001d038027	Chr6	145584488	145588965	Zm00001eb286530	chr6	152636176	152639859													
mmp62	76.03		GRMZM5G822317	Chr6	141704202	141706072	Zm00001d038030	Chr6	145631230	145632801	Zm00001eb286550	chr6	152681679	152683853													
LOC111064652	76.03		GRMZM2G357834	Chr6	141701127	141702544	Zm00001d038029	Chr6	145629023	145629361	Zm00001eb286540	chr6	152679501	152680406													
mir164b	76.20		zma-MIR164b	Chr6	141801314	141801441	zma-MIR164b	Chr6	145727415	145727542																	
IDP648	76.23		GRMZM2G383564	Chr6	141861398	141865083					Zm00001eb286620	chr6	152833719	152839975													
IDP7703	76.24		GRMZM2G023105	Chr6	141987795	142056340	Zm00001d038039	Chr6	145912636	145942513	Zm00001eb286670	chr6	152987098	152993399													
IDP635	76.26		GRMZM2G088669	Chr6	142098994	142101119	Zm00001d038047	Chr6	146025759	146027781	Zm00001eb286710	chr6	153076567	153078740													
cps2	76.28		AC215201.3_FG005	Chr6	142273603	142277674	Zm00001d000399	B73V4_ctg4	28493	32925	Zm00001eb286730	chr6	153147110	153151531													
nbcs9	76.29		GRMZM2G119970	Chr6	142393787	142396033	Zm00001d000434	B73V4_ctg3	46642	48363	Zm00001eb286740	chr6	153338322	153341282													
cipk22	76.30		GRMZM2G041463	Chr6	142446220	142449306	Zm00001d038048	Chr6	146337395	146338774	Zm00001eb286750	chr6	153387643	153390626													
lic2	76.40		GRMZM2G137535	Chr6	142501768	142506498	Zm00001d038049	Chr6	146401513	146405955	Zm00001eb286760	chr6	153451995	153456515													
pcrf2	76.46		GRMZM2G137498	Chr6	142535120	142538542	Zm00001d038051	Chr6	146434683	146437999	Zm00001eb286770	chr6	153485071	153488694													
lic1	76.50		GRMZM2G041961	Chr6	142593372	142596579	Zm00001d038052	Chr6	146472452	146475558	Zm00001eb286780	chr6	153522970	153526073													
hagtf29	76.60		GRMZM2G062657	Chr6	142637425	142646491	Zm00001d038054	Chr6	146525775	146534899	Zm00001eb286800	chr6	153576316	153585384													
gsl1	76.80		GRMZM2G062527	Chr6	142667076	142668318	Zm00001d038056	Chr6	146555470	146556601	Zm00001eb286810	chr6	153606139	153607738													
acpt7	76.82		GRMZM2G062481	Chr6	142675237	142678942	Zm00001d038057	Chr6	146563551	146567353	Zm00001eb286820	chr6	153614084	153617824													
hyd2	77.00						Zm00001d038058	Chr6	146568999	146572316	Zm00001eb286830	chr6	153619712	153622498													
tan1	77.02		GRMZM2G039113	Chr6	142758475	142760706	Zm00001d038060	Chr6	146619927	146621546	Zm00001eb286860	chr6	153670259	153672315													
umc2065	77.03		GRMZM2G340807	Chr6	142752579	142753820	Zm00001d038061	Chr6	146627115	146627729	Zm00001eb286870	chr6	153677381	153678492													
cyp28	77.04		GRMZM2G132478	Chr6	142832872	142835221	Zm00001d038064	Chr6	146725709	146727657	Zm00001eb286910	chr6	153776425	153778447													
arf5	77.04		GRMZM2G176495	Chr6	142787739	142791709	Zm00001d038063	Chr6	146680443	146684009	Zm00001eb286900	chr6	153730657	153734614													
anx4	77.05		GRMZM2G132461	Chr6	142837866	142839734	Zm00001d038065	Chr6	146729701	146732419	Zm00001eb286920	chr6	153781225	153783216													
anx3	77.06		GRMZM2G132442	Chr6	142847163	142849242	Zm00001d038066	Chr6	146740027	146741896	Zm00001eb286930	chr6	153790284	153792639													
Zm00001eb286960	77.07		GRMZM2G023655	Chr6	142951358	142952830	Zm00001d038069	Chr6	146851503	146852691	Zm00001eb286960	chr6	153901558	153903276													
npi616a	77.08		GRMZM2G023836	Chr6	143014447	143017186	Zm00001d038072	Chr6	146915089	146916918	Zm00001eb286990	chr6	153963915	153967592													
zar8	77.09		GRMZM2G354338	Chr6	143057719	143058385	Zm00001d038075	Chr6	146934845	146935081	Zm00001eb287000	chr6	153979278	153985618													
GRMZM2G085042	77.11		GRMZM2G085042	Chr6	143085022	143090026	Zm00001d038076	Chr6	146985214	146990181	Zm00001eb287010	chr6	154035835	154040848													
LOC103630310	77.15		GRMZM2G168574	Chr6	143130958	143133366	Zm00001d038078	Chr6	147030922	147034036	Zm00001eb287030	chr6	154082465	154084205													
srs6	77.20		GRMZM2G450459	Chr6	143217455	143220101	Zm00001d038081	Chr6	147117119	147118645	Zm00001eb287060	chr6	154167747	154169173													
hpat1	77.24		GRMZM2G055020	Chr6	143225934	143231317	Zm00001d038082	Chr6	147124493	147129831	Zm00001eb287070	chr6	154175056	154180387													
IDP7332	77.28		GRMZM2G005973	Chr6	143320298	143325895	Zm00001d038084	Chr6	147215793	147221548	Zm00001eb287080	chr6	154266298	154272053													
pco064714	77.30		GRMZM2G305851	Chr6	143329440	143338797	Zm00001d038085	Chr6	147225144	147234198	Zm00001eb287090	chr6	154275439	154284783													
dwil1	77.40		GRMZM2G013657	Chr6	143487859	143494583	Zm00001d038087	Chr6	147379164	147385725	Zm00001eb287100	chr6	154429974	154436942													
npi252	77.50		GRMZM2G054056	Chr6	143540400	143552236	Zm00001d038091	Chr6	147431407	147442852	Zm00001eb287140	chr6	154493234	154494036													
ring401	77.52		GRMZM2G135909	Chr6	143595833	143607605	Zm00001d038092	Chr6	147483399	147495234	Zm00001eb287150	chr6	154534141	154546348													
LOC100278777	77.54		GRMZM2G445766	Chr6	143704009	143745729	Zm00001d038093	Chr6	147577082	147627637	Zm00001eb287160	chr6	154626731	154678996													
AY110260	77.68		GRMZM2G319109	Chr6	143854557	143881835	Zm00001d038097	Chr6	147746791	147774056	Zm00001eb287190	chr6	154797669	154831989													
K6L3	77.75																										
cl34612_1	78.08		GRMZM2G109352	Chr6	144059925	144064390	Zm00001d038101	Chr6	147948838	147953091	Zm00001eb287230	chr6	154999824	155004465													
IDP4314	78.10		GRMZM2G308707	Chr6	144112086	144146764	Zm00001d038104	Chr6	148044310	148054129	Zm00001eb287240	chr6	155095370	155105159													
ring402	78.14		GRMZM2G424582	Chr6	144173434	144191971	Zm00001d038106	Chr6	148079948	148099610	Zm00001eb287260	chr6	155130942	155150596													
cl27352_1	78.18		GRMZM2G427337	Chr6	144308806	144318825	Zm00001d038107	Chr6	148214266	148220654	Zm00001eb287280	chr6	155265265	155271711													
pco089972	78.20						Zm00001d038108	Chr6	148221465	148224285	Zm00001eb287290	chr6	155272452	155276135													
GRMZM2G145879	78.24		GRMZM2G145879	Chr6	144364803	144370182	Zm00001d038109	Chr6	148254777	148260114	Zm00001eb287310	chr6	155305753	155311132													
bnlg1174a	78.30																										
rmr1	78.40		GRMZM2G154946	Chr6	144471007	144478241	Zm00001d038113	Chr6	148382390	148390037	Zm00001eb287330	chr6	155433500	155441385													
jpsb107b	78.50																										
AY109873	78.70		GRMZM2G035298	Chr6	144528145	144567928	Zm00001d038114	Chr6	148436043	148447618	Zm00001eb287340	chr6	155486823	155498844													
IDP8372	78.96		GRMZM2G091900	Chr6	144733508	144738074	Zm00001d038118	Chr6	148601879	148606454	Zm00001eb287380	chr6	155652923	155657541													
Zm00001d038120	78.98		GRMZM2G393453	Chr6	144739246	144741013	Zm00001d038120	Chr6	148607191	148610200	Zm00001eb287390	chr6	155660395	155660995													
su4	79.00		GRMZM2G090905	Chr6	144755799	144758179	Zm00001d038121	Chr6	148612409	148616192	Zm00001eb287400	chr6	155664574	155667432													
cl42736_1a	79.02		GRMZM2G045892	Chr6	144849851	144860479	Zm00001d038123	Chr6	148737498	148748541	Zm00001eb287420	chr6	155788414	155800264													
scy2	79.06		GRMZM5G866861	Chr6	144917558	144926898	Zm00001d038128	Chr6	148806666	148816056	Zm00001eb287470	chr6	155857628	155867185													
dnaJ64	79.09		GRMZM2G087758	Chr6	144965870	144972245	Zm00001d038130	Chr6	148855003	148861483	Zm00001eb287490	chr6	155906021	155912632													
Zm00001eb287500	79.10		GRMZM5G817395	Chr6	145041220	145045444	Zm00001d038131	Chr6	148929804	148934054	Zm00001eb287500	chr6	155980917	155985184													
Zm00001eb287510	79.12		GRMZM5G814983	Chr6	145046009	145048560	Zm00001d038132	Chr6	148936511	148937406	Zm00001eb287510	chr6	155985756	155986244													
pco147353	79.20		GRMZM2G117298	Chr6	145055935	145058814	Zm00001d038133	Chr6	148944655	148947525	Zm00001eb287520	chr6	155995717	155998651													
traf28	79.22		GRMZM2G100946	Chr6	145086063	145097609	Zm00001d038134	Chr6	148972280	148984209	Zm00001eb287530	chr6	156023391	156035403													
Zm00001d038136	79.34		GRMZM2G179301	Chr6	145279441	145284624	Zm00001d038136	Chr6	149167447	149172136	Zm00001eb287550	chr6	156218475	156223163													
glp29	79.36		GRMZM2G479523	Chr6	145299425	145300574	Zm00001d038137	Chr6	149187483	149188406	Zm00001eb287560	chr6	156238365	156239400													
Zm00001d038139	79.38		GRMZM2G179346	Chr6	145315824	145318752	Zm00001d038139	Chr6	149203856	149206407	Zm00001eb287570	chr6	156254837	156257365													
pco071947b	79.40		GRMZM2G022252	Chr6	145361919	145370299	Zm00001d038142	Chr6	149249422	149257799	Zm00001eb287580	chr6	156300370	156308780													
LOC100273453	79.42		AC212068.4_FG005	Chr6	145379991	145382717	Zm00001d038143	Chr6	149267387	149270633	Zm00001eb287590	chr6	156311382	156321809													
Zm00001d038146	79.48		GRMZM2G060079	Chr6	145461864	145469278	Zm00001d038146	Chr6	149349113	149356312	Zm00001eb287600	chr6	156400084	156407164													
AY104589	79.50		GRMZM2G479608	Chr6	145511299	145516033	Zm00001d038147	Chr6	149398193	149403023	Zm00001eb287610	chr6	156449191	156454086													
cl50727_1	79.60		GRMZM2G179848	Chr6	145524209	145530647	Zm00001d038149	Chr6	149411278	149417608	Zm00001eb287630	chr6	156462033	156468554													
cl6204_1a	79.98		GRMZM5G814376	Chr6	145835544	145839018	Zm00001d038155	Chr6	149715910	149719371	Zm00001eb287680	chr6	156767750	156771461													
w1	80.00																										
atg18g	80.00		GRMZM5G815032	Chr6	145841032	145841908	Zm00001d038156	Chr6	149721375	149731447	Zm00001eb287690	chr6	156773272	156783333													
bnlg1702	80.18																										
mterf22	80.40		GRMZM2G012999	Chr6	145978354	145980232	Zm00001d038158	Chr6	149857328	149858539	Zm00001eb287710	chr6	156908596	156910516													
pdk1	80.60		GRMZM2G306345	Chr6	146179404	146189965	Zm00001d038163	Chr6	150024486	150035717	Zm00001eb287770	chr6	157076338	157087055													
mbd120	80.64		GRMZM2G069254	Chr6	146224513	146226056	Zm00001d038164	Chr6	150068990	150075970	Zm00001eb287780	chr6	157124252	157125807													
gid1	80.73		GRMZM2G173630	Chr6	146310947	146313512	Zm00001d038165	Chr6	150159091	150161690	Zm00001eb287800	chr6	157210719	157213486													
ppr359	80.78		GRMZM2G080898	Chr6	146415531	146417114	Zm00001d038166	Chr6	150256768	150262995	Zm00001eb287820	chr6	157308501	157314892													
pco060587	80.80		GRMZM2G080940	Chr6	146421679	146425974	Zm00001d038167	Chr6	150267525	150271745	Zm00001eb287830	chr6	157319362	157323611													
