MaizeGDB: Details of Map Genetic 3
Locus	Coordinate	Bin	B73 RefGen_v3_gene_model	B73 RefGen_v3_chr	B73 RefGen_v3_start	B73 RefGen_v3_end	Zm-B73-REFERENCE-GRAMENE-4.0_gene_model	Zm-B73-REFERENCE-GRAMENE-4.0_chr	Zm-B73-REFERENCE-GRAMENE-4.0_start	Zm-B73-REFERENCE-GRAMENE-4.0_end	Zm-B73-REFERENCE-NAM-5.0_gene_model	Zm-B73-REFERENCE-NAM-5.0_chr	Zm-B73-REFERENCE-NAM-5.0_start	Zm-B73-REFERENCE-NAM-5.0_end	Zm-Mo17-REFERENCE-CAU-1.0_gene_model	Zm-Mo17-REFERENCE-CAU-1.0_chr	Zm-Mo17-REFERENCE-CAU-1.0_start	Zm-Mo17-REFERENCE-CAU-1.0_end	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_gene_model	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_chr	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_start	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_end	Sequence
lac7	110.10		GRMZM2G400390	Chr3	179171515	179175206	Zm00001d042848	Chr3	181947006	181957835	Zm00001eb147860	chr3	184162395	184165544									
mybr46	110.50		GRMZM2G005112	Chr3	179262685	179263682	Zm00001d042849	Chr3	182051853	182052850	Zm00001eb147880	chr3	184258714	184259801									
GRMZM2G004949	110.53		GRMZM2G004949	Chr3	179276762	179282188	Zm00001d042851	Chr3	182063972	182069662	Zm00001eb147900	chr3	184270723	184276783									
IDP7507	110.56		GRMZM2G043605	Chr3	179404377	179406174	Zm00001d042856	Chr3	182225599	182227138	Zm00001eb147920	chr3	184419687	184421272									
ropgef4	110.60		GRMZM2G065423	Chr3	179462163	179466784	Zm00001d042861	Chr3	182285596	182289503	Zm00001eb147940	chr3	184479653	184483747									
plt24	110.61		GRMZM2G065557	Chr3	179467490	179469254	Zm00001d042862	Chr3	182290784	182291570	Zm00001eb147950	chr3	184484958	184485754									
hb48	110.70		GRMZM2G154641	Chr3	179564866	179569662	Zm00001d042864	Chr3	182383771	182388532	Zm00001eb147970	chr3	184577973	184582759									
bbi1	111.00		GRMZM2G007928	Chr3	179685800	179686954	Zm00001d042867	Chr3	182501764	182502401	Zm00001eb147980	chr3	184695979	184696718									
aldr11	111.02		GRMZM2G178533	Chr3	179689569	179692060	Zm00001d042868	Chr3	182505492	182507983	Zm00001eb147990	chr3	184696814	184702159									
aldr1	111.04		GRMZM2G479423	Chr3	179692544	179696847	Zm00001d042869	Chr3	182508943	182514234	Zm00001eb148000	chr3	184703146	184708420									
Zm00001d042870	111.06		GRMZM2G119239	Chr3	179745858	179748925	Zm00001d042870	Chr3	182558850	182562041	Zm00001eb148010	chr3	184753129	184756242									
caspl15	111.13		GRMZM2G119273	Chr3	179776118	179778334	Zm00001d042872	Chr3	182589306	182591372	Zm00001eb148020	chr3	184783501	184785570									
gmp1	111.15		GRMZM2G119300	Chr3	179779657	179782313	Zm00001d042874	Chr3	182592690	182595440	Zm00001eb148030	chr3	184787055	184789671									
si605056d12a	111.17		GRMZM2G119322	Chr3	179786612	179787435	Zm00001d042875	Chr3	182600099	182600389	Zm00001eb148040	chr3	184794115	184794761									
taf1	111.25		GRMZM2G002276	Chr3	179837079	179842136	Zm00001d042879	Chr3	182649721	182654210	Zm00001eb148060	chr3	184843908	184848529									
rcc1	111.25		GRMZM2G302245	Chr3	179842136	179848015	Zm00001d042880	Chr3	182654842	182662782	Zm00001eb148070	chr3	184849049	184857048									
mmp27	112.85																						
AY110055	112.85		GRMZM2G014452	Chr3	180049002	180054996	Zm00001d042885	Chr3	182852880	182858783	Zm00001eb148120	chr3	185047059	185053092									
acx5	112.85		GRMZM2G014136	Chr3	180042887	180048021	Zm00001d042884	Chr3	182846757	182851933	Zm00001eb148110	chr3	185041065	185046124									
prh3	112.87		GRMZM2G059453	Chr3	180096139	180098099	Zm00001d042886	Chr3	182899703	182901648	Zm00001eb148130	chr3	185093948	185095922									
mmp88	112.88																						
glk54	112.90		GRMZM2G074908	Chr3	180310733	180312482	Zm00001d042892	Chr3	183117455	183119171	Zm00001eb148190	chr3	185310483	185313706									
pat17	112.96		GRMZM2G064853	Chr3	180553262	180561165	Zm00001d042899	Chr3	183383105	183390504	Zm00001eb148220	chr3	185577281	185584847									
lac5	113.00		GRMZM2G367668	Chr3	180569045	180571815	Zm00001d042901	Chr3	183398638	183401429	Zm00001eb148240	chr3	185593142	185595800									
smr1	113.15		GRMZM2G013463	Chr3	180624751	180625484	Zm00001d042902	Chr3	183448777	183449049	Zm00001eb148250	chr3	185642759	185643563									
jpsb79	113.18																						
wrky54	113.20		GRMZM2G178671	Chr3	180652901	180653592	Zm00001d042903	Chr3	183495151	183495543	Zm00001eb148260	chr3	185689387	185707335									
lac8	113.28		GRMZM2G072808	Chr3	180720548	180723394	Zm00001d042905	Chr3	183568010	183570847	Zm00001eb148270	chr3	185762490	185765340									
miR397a	113.29		zma-MIR397a	Chr3	180721709	180721851	zma-MIR397a	Chr3	183569171	183569313													
lac4	113.30		GRMZM2G072780	Chr3	180730567	180733966	Zm00001d042906	Chr3	183578027	183581417	Zm00001eb148280	chr3	185772513	185775910									
gras23	113.40		GRMZM2G157679	Chr3	180798590	180801759	Zm00001d042907	Chr3	183642446	183644875	Zm00001eb148290	chr3	185836554	185839728									
cl16122_1	113.42		GRMZM2G082260	Chr3	180824457	180831114	Zm00001d042908	Chr3	183667399	183674191	Zm00001eb148300	chr3	185861853	185868788									
Zm00001d042909	113.43		GRMZM2G082199	Chr3	180831936	180833371	Zm00001d042909	Chr3	183675005	183676437	Zm00001eb148310	chr3	185869509	185870944									
myb15	113.45		GRMZM2G081919	Chr3	180868369	180880014	Zm00001d042910	Chr3	183711436	183723137	Zm00001eb148320	chr3	185906104	185917627									
pdcb21	113.48		GRMZM2G072600	Chr3	180961340	180962974	Zm00001d042911	Chr3	183806507	183807739	Zm00001eb148340	chr3	186003061	186017572									
umc60	113.50		GRMZM2G094771	Chr3	181018371	181028088	Zm00001d042916	Chr3	183861098	183870790	Zm00001eb148350	chr3	186055720	186065598									
thx27	113.60		AC209784.3_FG011	Chr3	181029394	181032191	Zm00001d042917	Chr3	183872097	183874894	Zm00001eb148370	chr3	186067986	186069034									
si603009c10	113.62		GRMZM2G463415	Chr3	181059352	181061567	Zm00001d042918	Chr3	183917547	183919314	Zm00001eb148380	chr3	186112357	186114096									
wox2a	113.80		GRMZM2G108933	Chr3	181120106	181123399	Zm00001d042920	Chr3	183963175	183966180	Zm00001eb148390	chr3	186157566	186160956									
LOC100281390	113.82		GRMZM2G018189	Chr3	181152799	181155113	Zm00001d042921	Chr3	183994758	183996320	Zm00001eb148400	chr3	186189169	186190727									
hsp6	114.00		AC209784.3_FG007	Chr3	181162937	181166123	Zm00001d042922	Chr3	184004259	184007974	Zm00001eb148420	chr3	186198894	186202456									
umc1951	114.50		GRMZM2G429982	Chr3	181331052	181332269	Zm00001d042926	Chr3	184171009	184171755	Zm00001eb148450	chr3	186365672	186366780									
ppr187	114.96		GRMZM2G006763	Chr3	181560025	181562971	Zm00001d042931	Chr3	184419363	184420745	Zm00001eb148530	chr3	186612921	186615763									
his2b4	114.98		GRMZM2G306258	Chr3	181560116	181560956	Zm00001d042930	Chr3	184418117	184418903	Zm00001eb148540	chr3	186612924	186613738									
znf6	115.18		GRMZM5G804618	Chr3	181613553	181615034	Zm00001d042934	Chr3	184481243	184482319	Zm00001eb148580	chr3	186675599	186677120									
ips1	115.19		GRMZM5G843352	Chr3	181619315	181620140	Zm00001d042935	Chr3	184486585	184487381	Zm00001eb148590	chr3	186681222	186682344									
umc2626	115.21		GRMZM2G302171	Chr3	181671149	181671861	Zm00001d042936	Chr3	184526238	184526507	Zm00001eb148600	chr3	186720912	186721543									
metp11	115.22		GRMZM2G014454	Chr3	181734300	181742881	Zm00001d042939	Chr3	184589461	184598254	Zm00001eb148620	chr3	186784092	186793036									
IDP6911	115.22		GRMZM2G386991	Chr3	181704716	181709327	Zm00001d042938	Chr3	184559986	184565808	Zm00001eb148610	chr3	186754626	186760243									
umc2747	115.23		GRMZM2G359234	Chr3	181758938	181762907	Zm00001d042943	Chr3	184610890	184614351	Zm00001eb148640	chr3	186805669	186809152									
acd6	115.24		GRMZM2G123977	Chr3	181812170	181816113	Zm00001d042948	Chr3	184682796	184686562	Zm00001eb148670	chr3	186877432	186881409									
Zm00001d042944	115.24		GRMZM2G126083	Chr3	181803011	181804893	Zm00001d042944	Chr3	184663169	184665149	Zm00001eb148650	chr3	186857874	186860059									
psr754a	115.27																						
umc2268	115.28		AC214448.3_FG007	Chr3	181844889	181846241	Zm00001d042950	Chr3	184713010	184714362	Zm00001eb148690	chr3	186907665	186909424									
Zm00001d042953	115.40		GRMZM2G049877	Chr3	181871279	181874059	Zm00001d042953	Chr3	184739517	184741802	Zm00001eb148720	chr3	186933925	186936809									
his407	115.50		GRMZM2G349651	Chr3	181880047	181882632	Zm00001d042954	Chr3	184749677	184749988	Zm00001eb148730	chr3	186944167	186944858									
cct4	115.74		GRMZM2G062218	Chr3	181959867	181961403	Zm00001d042958	Chr3	184827836	184829334	Zm00001eb148750	chr3	187022581	187024106									
LOC100856949	115.78		GRMZM2G127034	Chr3	182091177	182096922	Zm00001d042960	Chr3	184963741	184964580	Zm00001eb148770	chr3	187150601	187159712									
rboh1	115.80		GRMZM2G426953	Chr3	182095773	182101296	Zm00001d042961	Chr3	184964596	184969233	Zm00001eb148780	chr3	187158633	187164353									
phm1675	115.82		GRMZM2G096470	Chr3	182131706	182144018	Zm00001d042962	Chr3	184999153	185011550	Zm00001eb148790	chr3	187193985	187206591									
pco075454	115.90		GRMZM2G032258	Chr3	182214221	182220264	Zm00001d042965	Chr3	185081743	185087745	Zm00001eb148820	chr3	187276626	187282647									
pza03733	115.93		GRMZM2G084465	Chr3	182334242	182336143	Zm00001d042966	Chr3	185204150	185206008	Zm00001eb148830	chr3	187399053	187400926									
ca3p1	115.95		GRMZM2G303465	Chr3	182472591	182474866	Zm00001d042968	Chr3	185334729	185336842	Zm00001eb148850	chr3	187529532	187531998									
GRMZM2G004314	115.96		GRMZM2G004314	Chr3	182480565	182481712	Zm00001d042969	Chr3	185340413	185343562													
iqd9	115.97		GRMZM2G155954	Chr3	182643894	182647769	Zm00001d042973	Chr3	185491096	185495066	Zm00001eb148890	chr3	187685922	187689862									
hdac4	115.97		GRMZM2G456473	Chr3	182649800	182717225	Zm00001d042974	Chr3	185497140	185527206	Zm00001eb148900	chr3	187691899	187723949									
cl33342_1	115.98		GRMZM2G033630	Chr3	182764839	182768617	Zm00001d042975	Chr3	185587014	185590791	Zm00001eb148910	chr3	187781582	187785753									
gpm298	115.98		GRMZM2G504401	Chr3	182769583	182773388	Zm00001d042976	Chr3	185594410	185595216	Zm00001eb148920	chr3	187786666	187790149									
pco078615	115.99		GRMZM2G173542	Chr3	182805012	182813146	Zm00001d042977	Chr3	185625345	185628355	Zm00001eb148930	chr3	187820253	187828249									
ttk1	115.99		GRMZM2G448633	Chr3	182831773	182837044	Zm00001d042979	Chr3	185649646	185654952	Zm00001eb148950	chr3	187844582	187849948									
cl2607_1	116.00																						
fht6	116.04		GRMZM2G122280	Chr3	182904963	182909864	Zm00001d042980	Chr3	185751888	185756266	Zm00001eb148960	chr3	187946425	187951771									
rte5	116.06		GRMZM2G302559	Chr3	183092037	183096804	Zm00001d042982	Chr3	185778201	185782970	Zm00001eb148970	chr3	187973166	187977571									
pme29	116.20		GRMZM2G440016	Chr3	183041647	183043419	Zm00001d042983	Chr3	185812615	185814453													
bag7	116.48		GRMZM2G014720	Chr3	182952380	182955812	Zm00001d042985	Chr3	185842111	185845454	Zm00001eb148980	chr3	188037088	188040502									
ba1	116.50		GRMZM2G397518	Chr3	183139911	183140880	Zm00001d042989	Chr3	186014629	186015264	Zm00001eb148990	chr3	188190176	188191189									
tbl16	116.60		GRMZM2G043095	Chr3	183173180	183177740	Zm00001d042993	Chr3	186051536	186056554	Zm00001eb149000	chr3	188227201	188232255									
LOC100191202	116.62		GRMZM2G105283	Chr3	183311268	183313331	Zm00001d042996	Chr3	186190604	186192725	Zm00001eb149010	chr3	188366279	188368733									
Zm00001d042998	116.67		GRMZM2G037727	Chr3	183321322	183322249	Zm00001d042998	Chr3	186201395	186204591													
Zm00001d043000	116.70		GRMZM2G333726	Chr3	183360306	183360928	Zm00001d043000	Chr3	186240612	186241121	Zm00001eb149060	chr3	188416100	188416873									
si486058g10	117.00		GRMZM2G006229	Chr3	183439101	183444846	Zm00001d043009	Chr3	186342199	186347672	Zm00001eb149110	chr3	188495424	188500875									
Zm00001d043011	117.05		GRMZM2G034810	Chr3	183497567	183498785	Zm00001d043011	Chr3	186401233	186401862	Zm00001eb149120	chr3	188554018	188555505									
cl33513_1	117.07		GRMZM2G045249	Chr3	183541133	183546490	Zm00001d043012	Chr3	186441816	186450000	Zm00001eb149130	chr3	188594654	188603196									
LOC103651053	117.09		GRMZM2G141350	Chr3	183609278	183611530	Zm00001d043013	Chr3	186512958	186514956	Zm00001eb149150	chr3	188665919	188668132									
LOC103651053	117.09		GRMZM2G141350	Chr3	183609278	183611530	Zm00001d043013	Chr3	186512958	186514956	Zm00001eb149150	chr3	188665919	188668132									
pyl6	117.10		GRMZM2G141382	Chr3	183613076	183616504	Zm00001d043014	Chr3	186516911	186517552	Zm00001eb149160	chr3	188669580	188673247									
gbptf27	117.24		GRMZM2G132312	Chr3	183693078	183693572					Zm00001eb149210	chr3	188751345	188751875									
lac9	117.30		GRMZM2G132169	Chr3	183701021	183703536	Zm00001d043019	Chr3	186606093	186608615	Zm00001eb149240	chr3	188759291	188761810									
Zm00001eb149250	117.32		GRMZM2G099080	Chr3	183899079	183917225	Zm00001d043022	Chr3	186795510	186813623	Zm00001eb149250	chr3	188948706	188966844									
wrky43	118.28		GRMZM2G148087	Chr3	183944439	183947443	Zm00001d043025	Chr3	186840855	186843842	Zm00001eb149300	chr3	188996178	188999173									
Zm00001d043026	118.30		GRMZM2G011541	Chr3	184054457	184057725	Zm00001d043026	Chr3	186921101	186922723	Zm00001eb149310	chr3	189076485	189079442									
lbd20	119.00		GRMZM2G092517	Chr3	184175771	184177879	Zm00001d043036	Chr3	187095368	187096814	Zm00001eb149360	chr3	189249488	189252205									
cipk11	119.36		GRMZM2G315769	Chr3	184246821	184252713	Zm00001d043038	Chr3	187167542	187172192	Zm00001eb149390	chr3	189323049	189329425									
epf9	119.38		GRMZM2G702036	Chr3	184270047	184272475	Zm00001d043039	Chr3	187190913	187193341	Zm00001eb149400	chr3	189346929	189348181									
Zm00001d043041	119.39		GRMZM2G445201	Chr3	184272549	184279182	Zm00001d043041	Chr3	187197753	187198778	Zm00001eb149410	chr3	189348674	189354357									
csu351	119.40		GRMZM2G027478	Chr3	184334214	184338119	Zm00001d043045	Chr3	187256637	187257673	Zm00001eb149430	chr3	189409175	189413070									
arm15	119.40		GRMZM2G027375	Chr3	184324543	184326998	Zm00001d043043	Chr3	187244354	187246345	Zm00001eb149420	chr3	189399504	189402069									
ofp16	119.42		GRMZM2G330159	Chr3	184369059	184370437	Zm00001d043046	Chr3	187298260	187299366	Zm00001eb149450	chr3	189443977	189445513									
expa1	119.43		GRMZM2G339122	Chr3	184419336	184421693	Zm00001d043047	Chr3	187342506	187347984	Zm00001eb149460	chr3	189488491	189490486									
Zm00001eb149470	119.43		GRMZM2G035726	Chr3	184439382	184443146	Zm00001d043048	Chr3	187362499	187365040	Zm00001eb149470	chr3	189510284	189510825									
plt3	119.44		GRMZM2G126397	Chr3	184490364	184491451	Zm00001d043049	Chr3	187419504	187420504	Zm00001eb149490	chr3	189565498	189566557									
ring207	119.46		GRMZM2G426613	Chr3	184517158	184518519	Zm00001d043050	Chr3	187446677	187447252	Zm00001eb149500	chr3	189592275	189593400									
Zm00001d043051	119.48		GRMZM2G454174	Chr3	184647318	184647824	Zm00001d043051	Chr3	187589261	187590336													
Zm00001d043052	119.50		GRMZM2G461139	Chr3	184661366	184662835	Zm00001d043052	Chr3	187592848	187605439	Zm00001eb149510	chr3	189738835	189751564									
Zm00001eb149520	119.52		GRMZM2G068151	Chr3	184683407	184686981	Zm00001d043056	Chr3	187649277	187655281	Zm00001eb149520	chr3	189795337	189801980									
umc2269	119.70		GRMZM2G145753	Chr3	184727722	184731545	Zm00001d043058	Chr3	187676643	187680474	Zm00001eb149530	chr3	189822703	189826534									
IDP7500	119.75		GRMZM2G059353	Chr3	184866295	184871232	Zm00001d043059	Chr3	187822512	187827249	Zm00001eb149540	chr3	189968523	189973370									
wrky81	119.80		GRMZM2G059562	Chr3	184872991	184874285	Zm00001d043060	Chr3	187829245	187830523	Zm00001eb149550	chr3	189975073	189976602									
wrky40	119.90		GRMZM2G158328	Chr3	184905732	184908623	Zm00001d043062	Chr3	187858083	187861043	Zm00001eb149570	chr3	190004165	190007206									
wrky41	119.98		GRMZM2G065290	Chr3	184988151	184997449	Zm00001d043063	Chr3	187943172	187952706	Zm00001eb149580	chr3	190089267	190098848									
csu1183	120.03																						
bnlg1951	120.40																						
umc82c	120.58																						
wrky19	120.60		GRMZM2G382350	Chr3	185085984	185090499	Zm00001d043066	Chr3	188050986	188055909	Zm00001eb149600	chr3	190197068	190205511									
pco102994(257)	120.62		GRMZM2G098078	Chr3	185285089	185294195	Zm00001d043067	Chr3	188233007	188268542	Zm00001eb149610	chr3	190379056	190414696									
ppr189	120.64		GRMZM2G399433	Chr3	185324718	185329388	Zm00001d043068	Chr3	188277665	188279611	Zm00001eb149620	chr3	190423301	190425880									
magi104405	120.80		GRMZM2G165511	Chr3	185362261	185366708	Zm00001d043070	Chr3	188315697	188319408	Zm00001eb149640	chr3	190461748	190465612									
IDP8077	120.84		GRMZM2G465771	Chr3	185367968	185371929	Zm00001d043071	Chr3	188320648	188327921	Zm00001eb149650	chr3	190466731	190474020									
IDP7617	120.86		GRMZM2G426150	Chr3	185453957	185454630	Zm00001d043074	Chr3	188383792	188388729	Zm00001eb149660	chr3	190529839	190535020									
wox13a	120.90		GRMZM2G069274	Chr3	185489797	185493650	Zm00001d043076	Chr3	188444921	188448749	Zm00001eb149680	chr3	190589767	190595063									
GRMZM2G369149	120.92		GRMZM2G369149	Chr3	185498013	185502314	Zm00001d043077	Chr3	188453084	188453746													
si486024d12	120.98		GRMZM5G846140	Chr3	185736397	185743528	Zm00001d043080	Chr3	188610371	188617615	Zm00001eb149690	chr3	190765742	190773015									
cdlb6	120.99		GRMZM2G350399	Chr3	185808721	185810294	Zm00001d043082	Chr3	188683547	188685059	Zm00001eb149710	chr3	190838980	190840653									
pin14	121.00		GRMZM2G050089	Chr3	185812392	185817191	Zm00001d043083	Chr3	188687080	188692074	Zm00001eb149720	chr3	190842572	190847442									
Zm00001eb149730	121.02		GRMZM2G003385	Chr3	185890807	185895517	Zm00001d043086	Chr3	188769696	188774448	Zm00001eb149730	chr3	190925127	190929731									
tlc7	121.20		GRMZM2G021589	Chr3	186023825	186028557	Zm00001d043088	Chr3	188898108	188902810	Zm00001eb149750	chr3	191053170	191058271									
si945013b02	121.25		GRMZM2G021881	Chr3	186029338	186032888	Zm00001d043089	Chr3	188903623	188907357	Zm00001eb149760	chr3	191058968	191062657									
skus1	121.30		GRMZM2G157929	Chr3	186098590	186101114	Zm00001d043090	Chr3	188972859	188975389	Zm00001eb149770	chr3	191128275	191130730									
LOC103651077	121.34		AC193379.3_FG001	Chr3	186117860	186125832	Zm00001d043091	Chr3	188976388	189005061	Zm00001eb149790	chr3	191146891	191156447									
nactf70	121.50		GRMZM2G312201	Chr3	186256882	186265853	Zm00001d043094	Chr3	189129421	189137112	Zm00001eb149810	chr3	191284856	191287422									
ppr191	121.50		GRMZM2G312201	Chr3	186256882	186265853	Zm00001d043094	Chr3	189129421	189137112	Zm00001eb149820	chr3	191287731	191293846									
umc1985	121.51		GRMZM2G010447	Chr3	186273531	186275007	Zm00001d043096	Chr3	189146000	189147501	Zm00001eb149840	chr3	191301442	191302942									
IDP6765	121.51		GRMZM2G312244	Chr3	186268350	186272191	Zm00001d043095	Chr3	189140812	189144567	Zm00001eb149830	chr3	191296190	191299947									
fcr1	121.53		GRMZM2G133213	Chr3	186291885	186295766	Zm00001d043098	Chr3	189164370	189168123	Zm00001eb149860	chr3	191319839	191323625									
ufg42	121.55																						
si486062b02	121.57		GRMZM2G133359	Chr3	186330025	186333294	Zm00001d043101	Chr3	189202602	189205566	Zm00001eb149880	chr3	191357968	191361007									
dek46	121.80		GRMZM2G456114	Chr3	186448760	186453281	Zm00001d043107	Chr3	189323000	189325260	Zm00001eb149920	chr3	191477640	191480776									
umc2581	121.90		GRMZM5G885529	Chr3	186454265	186458529	Zm00001d043108	Chr3	189327534	189331998	Zm00001eb149940	chr3	191482965	191487463									
csu191	122.00		GRMZM2G054821	Chr3	186490542	186496919	Zm00001d043109	Chr3	189363211	189370191	Zm00001eb149950	chr3	191519299	191525587									
glu12	122.10		GRMZM2G069024	Chr3	186543510	186547466	Zm00001d043110	Chr3	189417261	189421199	Zm00001eb149960	chr3	191572683	191576818									
arf3	122.30		GRMZM2G357399	Chr3	186634201	186637449	Zm00001d043113	Chr3	189507576	189509910	Zm00001eb149980	chr3	191662107	191665645									
ereb77	122.40		GRMZM2G451031	Chr3	186781331	186784258	Zm00001d043116	Chr3	189581664	189585104	Zm00001eb150000	chr3	191737220	191740660									
bzip102	122.50		GRMZM2G159134	Chr3	186805980	186810898	Zm00001d043117	Chr3	189693131	189698040	Zm00001eb150010	chr3	191848678	191853865									
osm2	122.50		GRMZM2G092474	Chr3	186851761	186852893	Zm00001d043121	Chr3	189739582	189740244	Zm00001eb150050	chr3	191894868	191895885									
