MaizeGDB: Details of Map Genetic 1
Locus	Coordinate	Bin	B73 RefGen_v3_gene_model	B73 RefGen_v3_chr	B73 RefGen_v3_start	B73 RefGen_v3_end	Zm-B104-DRAFT-ISU_USDA-0.1_gene_model	Zm-B104-DRAFT-ISU_USDA-0.1_chr	Zm-B104-DRAFT-ISU_USDA-0.1_start	Zm-B104-DRAFT-ISU_USDA-0.1_end	Zm-B73-REFERENCE-GRAMENE-4.0_gene_model	Zm-B73-REFERENCE-GRAMENE-4.0_chr	Zm-B73-REFERENCE-GRAMENE-4.0_start	Zm-B73-REFERENCE-GRAMENE-4.0_end	Zm-B73-REFERENCE-NAM-5.0_gene_model	Zm-B73-REFERENCE-NAM-5.0_chr	Zm-B73-REFERENCE-NAM-5.0_start	Zm-B73-REFERENCE-NAM-5.0_end	Zm-Ky21-REFERENCE-NAM-1.0_gene_model	Zm-Ky21-REFERENCE-NAM-1.0_chr	Zm-Ky21-REFERENCE-NAM-1.0_start	Zm-Ky21-REFERENCE-NAM-1.0_end	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_gene_model	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_chr	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_start	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_end	Zm-Tzi8-REFERENCE-NAM-1.0_gene_model	Zm-Tzi8-REFERENCE-NAM-1.0_chr	Zm-Tzi8-REFERENCE-NAM-1.0_start	Zm-Tzi8-REFERENCE-NAM-1.0_end	Zm-W22-REFERENCE-NRGENE-2.0_gene_model	Zm-W22-REFERENCE-NRGENE-2.0_chr	Zm-W22-REFERENCE-NRGENE-2.0_start	Zm-W22-REFERENCE-NRGENE-2.0_end	Sequence
cchh154	116.24		AF546187.1_FG012	Chr1	162175697	162176529					Zm00001d030858	Chr1	163697126	163697959	Zm00001eb030190	chr1	165959987	165961321																	
shmt4	116.56		GRMZM2G039238	Chr1	162282138	162287578					Zm00001d030859	Chr1	163875186	163880577	Zm00001eb030210	chr1	166138272	166143693																	
osca9	116.60		GRMZM2G039186	Chr1	162423806	162438475					Zm00001d030860	Chr1	164016950	164031018	Zm00001eb030220	chr1	166280011	166293970																	
ereb168	116.70		GRMZM2G039112	Chr1	162442365	162444201					Zm00001d030862	Chr1	164035614	164036858	Zm00001eb030240	chr1	166298390	166300037																	
nbcs1	116.75		GRMZM2G041050	Chr1	162601608	162610432					Zm00001d030868	Chr1	164196407	164205410	Zm00001eb030300	chr1	166459736	166468885																	
yuc12	116.77		GRMZM2G025748	Chr1	162755035	162756024					Zm00001d030871	Chr1	164371116	164373690	Zm00001eb030320	chr1	166616451	166619630																	
Zm00001d030879	116.80										Zm00001d030879	Chr1	165078840	165083962	Zm00001eb030360	chr1	167324888	167329109																	
nbs45	116.90		GRMZM2G443525	Chr1	164103203	164108542					Zm00001d030888	Chr1	165741227	165745488	Zm00001eb030390	chr1	167987200	167991827																	
umc1903a	116.98																																		
glk9	117.00		AC234520.1_FG003	Chr1	164385468	164386298					Zm00001d030891	Chr1	166009842	166012367	Zm00001eb030400	chr1	168256111	168258578																	
si486059a12	117.02		AC234520.1_FG005	Chr1	164506541	164510114					Zm00001d030892	Chr1	166128618	166133279	Zm00001eb030410	chr1	168374878	168379292																	
mmp124	117.35																																		
umc2232	117.73		GRMZM5G878058	Chr1	164522853	164525776					Zm00001d030893	Chr1	166141957	166148221	Zm00001eb030420	chr1	168388226	168394341																	
cyc53	117.93		GRMZM2G329655	Chr1	164572134	164574375					Zm00001d030894	Chr1	166194776	166197012	Zm00001eb030430	chr1	168441018	168443308																	
pco061446a	117.95		GRMZM2G131907	Chr1	164655682	164658524					Zm00001d030895	Chr1	166287332	166290184	Zm00001eb030440	chr1	168512776	168515638																	
dof18	117.96		GRMZM2G131897	Chr1	164644881	164645955					Zm00001d030897	Chr1	166299983	166300456	Zm00001eb030450	chr1	168525108	168526284																	
abi46	118.00		GRMZM2G065496	Chr1	165085207	165088108					Zm00001d030907	Chr1	166741910	166744810	Zm00001eb030510	chr1	168954998	168957929																	
abi9	118.00		GRMZM2G522066	Chr1	165099882	165101147					Zm00001d030908	Chr1	166746593	166757849																					
abi11	118.10		GRMZM2G065478	Chr1	165089891	165092452					Zm00001d030908	Chr1	166746593	166757849																					
cl16093_1	118.20		GRMZM2G119731	Chr1	165106192	165106755					Zm00001d030910	Chr1	166757465	166766864	Zm00001eb030530	chr1	168970558	168980107																	
glk50	118.30		GRMZM2G034563	Chr1	165151519	165153474					Zm00001d030911	Chr1	166811332	166812308																					
hac101b	118.40		GRMZM2G335438	Chr1	165244317	165269287					Zm00001d030914	Chr1	166903822	166924697	Zm00001eb030540	chr1	169117031	169119417																	
umc2233	118.42		GRMZM2G428216	Chr1	165420890	165421476					Zm00001d030915	Chr1	167087181	167087501	Zm00001eb030550	chr1	169300219	169300936																	
xlg1	118.43		GRMZM2G127739	Chr1	165422830	165427702					Zm00001d030916	Chr1	167088410	167093959	Zm00001eb030570	chr1	169301553	169307125																	
LOC103645027	118.44		GRMZM2G369987	Chr1	165630637	165633898					Zm00001d030917	Chr1	167315190	167318575																					
GRMZM2G003631	118.44		GRMZM2G003631	Chr1	165985301	165988521					Zm00001d030934	Chr1	167682892	167687081	Zm00001eb030640	chr1	169896052	169900733																	
Zm00001eb030650	118.44		GRMZM2G088613	Chr1	166076724	166081866									Zm00001eb030650	chr1	169975548	169977924																	
tbl4	118.45		GRMZM2G038855	Chr1	166785190	166789349					Zm00001d030940	Chr1	168453787	168458127	Zm00001eb030720	chr1	170667152	170671518																	
wakl1	118.45		GRMZM2G038893	Chr1	166818060	166824936					Zm00001d030942	Chr1	168488339	168493704	Zm00001eb030730	chr1	170700349	170707141																	
GRMZM2G142660	118.45		GRMZM2G142660	Chr1	166731472	166736510					Zm00001d030939	Chr1	168399558	168404587	Zm00001eb030710	chr1	170612820	170618024																	
LOC100272694	118.46		GRMZM2G038922	Chr1	166826580	166828786					Zm00001d030944	Chr1	168495355	168497554	Zm00001eb030760	chr1	170708763	170710957																	
ring42	118.46		GRMZM2G124423	Chr1	166881063	166882800					Zm00001d030945	Chr1	168549311	168550507	Zm00001eb030780	chr1	170762518	170764719																	
limtf4	118.47		GRMZM2G099328	Chr1	167019236	167024935					Zm00001d030953	Chr1	168697730	168709504	Zm00001eb030870	chr1	170915113	170920881																	
LOC109943461	118.47										Zm00001d030948	Chr1	168614933	168631426	Zm00001eb030810	chr1	170828568	170831097																	
LOC100272815	118.47		GRMZM2G017405	Chr1	166945814	166981533					Zm00001d030951	Chr1	168634818	168645497	Zm00001eb030850	chr1	170848019	170856858																	
Zm00001d030952	118.47		GRMZM2G324153	Chr1	166966676	166967430					Zm00001d030952	Chr1	168646071	168649959	Zm00001eb030860	chr1	170859869	170861344																	
IDP34	118.50		GRMZM2G167728	Chr1	167048120	167051306					Zm00001d030954	Chr1	168741764	168745611	Zm00001eb030880	chr1	170953036	170956623																	
cbl11	118.60		GRMZM2G007555	Chr1	167215863	167225574					Zm00001d030955	Chr1	168915204	168928386	Zm00001eb030890	chr1	171126748	171139985																	
ubp4	118.88		GRMZM2G039094	Chr1	167346349	167352916					Zm00001d030958	Chr1	169037521	169044042	Zm00001eb030930	chr1	171249074	171255618																	
ubp5	118.92		GRMZM2G012156	Chr1	167533022	167538156					Zm00001d030960	Chr1	169229481	169239762	Zm00001eb030950	chr1	171440973	171451326																	
prpo5	118.94		GRMZM5G831313	Chr1	167614683	167616689					Zm00001d030962	Chr1	169327810	169330606	Zm00001eb030960	chr1	171539378	171542346																	
Zm00001d030968	118.98		GRMZM2G130095	Chr1	167883378	167889702					Zm00001d030968	Chr1	169609308	169615972	Zm00001eb030980	chr1	171821221	171827556																	
wrky3	119.00		GRMZM2G130374	Chr1	167915436	167917645					Zm00001d030969	Chr1	169641684	169643906	Zm00001eb030990	chr1	171853294	171855490																	
TB-1La(1)	120.00																																		
LOC103640543	120.00		GRMZM2G514812	Chr1	167970971	167972777																													
bhlh26	120.50		GRMZM2G018472	Chr1	168430589	168435266					Zm00001d030971	Chr1	170169839	170174596	Zm00001eb031010	chr1	172381457	172386222																	
bhlh158	121.00		GRMZM2G165090	Chr1	168447178	168451942					Zm00001d030972	Chr1	170184543	170189193	Zm00001eb031020	chr1	172396169	172400819																	
Zm00001eb031040	121.04		AC186603.6_FG003	Chr1	168712314	168713762					Zm00001d030976	Chr1	170450302	170451750	Zm00001eb031040	chr1	172661598	172663414																	
Zm00001d030981	121.11		GRMZM2G350793	Chr1	169756325	169759774					Zm00001d030981	Chr1	171564539	171568092	Zm00001eb031100	chr1	173776126	173779996																	
ring43	121.14		GRMZM2G180195	Chr1	170206378	170212123					Zm00001d030985	Chr1	172065913	172071656	Zm00001eb031130	chr1	174237393	174243138																	
umc1323	121.18		GRMZM2G100121	Chr1	170491369	170495919					Zm00001d030990	Chr1	172352530	172357352	Zm00001eb031170	chr1	174524040	174529003																	
iaa2	121.19		GRMZM2G079957	Chr1	170553927	170555938					Zm00001d030993	Chr1	172413967	172415265	Zm00001eb031190	chr1	174585559	174587353																	
bzip111	121.20		GRMZM2G073427	Chr1	170592733	170597621					Zm00001d030995	Chr1	172452608	172457478	Zm00001eb031210	chr1	174624195	174629114																	
vpp9	121.23		GRMZM2G069410	Chr1	170688753	170691656					Zm00001d030996	Chr1	172559275	172567962	Zm00001eb031220	chr1	174730699	174739602																	
burp5	121.25		GRMZM2G108422	Chr1	170735349	170736402					Zm00001d030997	Chr1	172610221	172611532	Zm00001eb031240	chr1	174781840	174783163																	
Zm00001d030998	121.27		GRMZM2G052619	Chr1	170826421	170865634					Zm00001d030998	Chr1	172695821	172722797	Zm00001eb031250	chr1	174867434	174891238																	
umc1386b	121.30		GRMZM2G052650	Chr1	170866748	170871629					Zm00001d030999	Chr1	172720285	172725171	Zm00001eb031270	chr1	174891960	174896884																	
Zm00001d031005	121.38		GRMZM2G092947	Chr1	171075986	171083606					Zm00001d031005	Chr1	172956483	172964147	Zm00001eb031290	chr1	175107594	175115750																	
cpp2	121.39		GRMZM2G015097	Chr1	171249195	171254764					Zm00001d031008	Chr1	173135204	173140452	Zm00001eb031300	chr1	175286669	175292085																	
cpp5	121.40		GRMZM2G322090	Chr1	171296402	171301898					Zm00001d031009	Chr1	173165434	173190178	Zm00001eb031310	chr1	175316618	175341763																	
mkkk51	121.40		GRMZM2G019434	Chr1	171553382	171558256					Zm00001d031014	Chr1	173441034	173445839	Zm00001eb031340	chr1	175592566	175597421																	
otsl1	121.40		GRMZM2G072939	Chr1	171759408	171873814					Zm00001d031018	Chr1	173681223	173708331	Zm00001eb031350	chr1	175790952	175840725																	
mcca1	121.40		GRMZM2G019926	Chr1	171508696	171515133					Zm00001d031013	Chr1	173396175	173402763	Zm00001eb031330	chr1	175547684	175554409																	
hmt2	121.41		GRMZM2G117240	Chr1	172037385	172041208					Zm00001d031019	Chr1	173937105	173940807	Zm00001eb031360	chr1	176069535	176073389																	
IDP4951	121.42		AC205595.3_FG007	Chr1	172099903	172100115					Zm00001d031022	Chr1	174004001	174004213																					
pco128327	121.43		GRMZM2G029262	Chr1	172141248	172147289					Zm00001d031024	Chr1	174046270	174052289	Zm00001eb031400	chr1	176178733	176184795																	
Zm00001d031023	121.43		GRMZM2G332821	Chr1	172138837	172141461					Zm00001d031023	Chr1	174044025	174046144	Zm00001eb031390	chr1	176175335	176178963																	
cl13134_1	121.44		GRMZM2G071987	Chr1	172207302	172209234					Zm00001d031026	Chr1	174112352	174114291	Zm00001eb031410	chr1	176244819	176246888																	
ring44	121.44		GRMZM2G116714	Chr1	172297757	172303366					Zm00001d031028	Chr1	174127485	174133094	Zm00001eb031430	chr1	176260011	176265673																	
LOC100381537	121.45		GRMZM2G049088	Chr1	172826056	172834151					Zm00001d031040	Chr1	174739638	174747699	Zm00001eb031510	chr1	176872245	176880365																	
GRMZM2G049201	121.45		GRMZM2G049201	Chr1	172834711	172841332					Zm00001d031041	Chr1	174748246	174754584	Zm00001eb031520	chr1	176880896	176887157																	
bhlh163	121.46		GRMZM5G865967	Chr1	172897122	172899655					Zm00001d031044	Chr1	174811257	174813790	Zm00001eb031560	chr1	176943808	176946543																	
caspl5	121.46		GRMZM2G035444	Chr1	172916501	172918036					Zm00001d031047	Chr1	174833825	174835336	Zm00001eb031580	chr1	176966441	176968222																	
Zm00001d031050	121.47		GRMZM2G107984	Chr1	172955233	172959676					Zm00001d031050	Chr1	174872589	174876413	Zm00001eb031600	chr1	177005198	177009048																	
uaz276	121.48										Zm00001d031060	Chr1	175163704	175169767	Zm00001eb031660	chr1	177297321	177302535																	
hb119	121.48		GRMZM2G003509	Chr1	173247423	173257862					Zm00001d031061	Chr1	175170463	175176066	Zm00001eb031670	chr1	177302971	177308680																	
ring45	121.48		GRMZM2G003656	Chr1	173231296	173236827					Zm00001d031058	Chr1	175149398	175154334	Zm00001eb031640	chr1	177282030	177286963																	
dnaJ9	121.48		GRMZM2G003635	Chr1	173238219	173244377					Zm00001d031059	Chr1	175156310	175162258	Zm00001eb031650	chr1	177288944	177294905																	
ca2p8	121.49		GRMZM2G361842	Chr1	173335601	173340617					Zm00001d031063	Chr1	175263789	175269072	Zm00001eb031690	chr1	177395056	177401699																	
arftf34	121.50		GRMZM2G081158	Chr1	173434033	173442028					Zm00001d031064	Chr1	175371170	175379288	Zm00001eb031700	chr1	177503771	177511926																	
bif2	121.52		GRMZM2G171822	Chr1	173865554	173867297					Zm00001d031068	Chr1	175807851	175809432	Zm00001eb031760	chr1	177940474	177942486																	
apg1	121.98		GRMZM2G082998	Chr1	174010202	174012244					Zm00001d031071	Chr1	175969709	175971563	Zm00001eb031790	chr1	178101936	178104511																	
orc3	122.00		GRMZM2G381822	Chr1	174021190	174024616					Zm00001d031073	Chr1	175980669	175983357	Zm00001eb031810	chr1	178113573	178117024																	
Zm00001d031074	122.02		GRMZM2G176047	Chr1	174025892	174033882					Zm00001d031074	Chr1	175985334	175996008	Zm00001eb031820	chr1	178118236	178128787																	
Zm00001d031075	122.28		GRMZM2G383497	Chr1	174049670	174050258					Zm00001d031075	Chr1	176010195	176010779	Zm00001eb031830	chr1	178142759	178143831																	
chx11	122.30		GRMZM2G047835	Chr1	174235538	174238791					Zm00001d031077	Chr1	176192733	176196049	Zm00001eb031840	chr1	178325669	178328951																	
chx15	122.32		GRMZM2G047875	Chr1	174243712	174248511					Zm00001d031078	Chr1	176200721	176205899	Zm00001eb031850	chr1	178333642	178338824																	
GRMZM2G118646	122.34		GRMZM2G118646	Chr1	174298948	174303607					Zm00001d000230	B73V4_ctg98	35084	39721	Zm00001eb031870	chr1	178395396	178400751																	
Zm00001eb031900	122.40		GRMZM2G088565	Chr1	174332071	174336252					Zm00001d000227	B73V4_ctg98	2666	3625	Zm00001eb031900	chr1	178428605	178432791																	
LOC103640610	122.44		GRMZM2G099542	Chr1	174400918	174407031					Zm00001d031081	Chr1	176353803	176359878	Zm00001eb031930	chr1	178483111	178493917																	
TIDP3496	122.50		GRMZM2G028900	Chr1	174695630	174699469									Zm00001eb031980	chr1	178791087	178794983																	
nced2	122.70		GRMZM2G407181	Chr1	174550907	174553815					Zm00001d031086	Chr1	176495793	176506822	Zm00001eb031940	chr1	178639024	178640916																	
Zm00001eb031950	122.72		AC206246.3_FG003	Chr1	174655095	174656399									Zm00001eb031950	chr1	178750132	178751433																	
bsu1	122.90		GRMZM2G028700	Chr1	174660753	174671403					Zm00001d031088	Chr1	176622337	176632882	Zm00001eb031970	chr1	178756219	178766862																	
ca2p5	123.00		GRMZM5G853836	Chr1	174875434	174876987					Zm00001d031092	Chr1	176869959	176875893	Zm00001eb032000	chr1	179003854	179009795																	
gtf3	123.48		GRMZM2G091278	Chr1	175022297	175023586					Zm00001d031094	Chr1	176987913	176988938	Zm00001eb032020	chr1	179121432	179123235																	
iqd2	123.50		GRMZM2G018030	Chr1	175192165	175252172					Zm00001d031098	Chr1	177158122	177163096	Zm00001eb032030	chr1	179291963	179297040																	
LOC100278182	123.52		GRMZM2G023068	Chr1	175318985	175320971					Zm00001d031099	Chr1	177231869	177233915	Zm00001eb032040	chr1	179365727	179367780																	
ring46	123.54		AC212976.3_FG003	Chr1	175322342	175322752					Zm00001d031100	Chr1	177235181	177235636	Zm00001eb032050	chr1	179369002	179369461																	
mbd106	124.00		GRMZM2G022365	Chr1	175322304	175330120					Zm00001d031101	Chr1	177235739	177243001	Zm00001eb032060	chr1	179369672	179376792																	
saur102	124.10		GRMZM2G172086	Chr1	175593142	175595377																													
yab11	124.15		GRMZM2G141955	Chr1	175665423	175671657					Zm00001d031109	Chr1	177577710	177583959	Zm00001eb032110	chr1	179711590	179717940																	
LOC100274156	124.40		GRMZM2G014709	Chr1	175920342	175928257					Zm00001d031115	Chr1	177821450	177829359	Zm00001eb032160	chr1	179955558	179963584																	
Zm00001eb032180	124.44		GRMZM2G451970	Chr1	176025502	176031272					Zm00001d031117	Chr1	177904737	177905571	Zm00001eb032180	chr1	180038925	180039263																	
IDP7471	124.50		GRMZM2G300788	Chr1	176080535	176082168					Zm00001d031118	Chr1	177976720	177983073	Zm00001eb032200	chr1	180110920	180117325																	
GRMZM2G300786	124.51		GRMZM2G300786	Chr1	176082877	176086746					Zm00001d031119	Chr1	177983756	177987442	Zm00001eb032220	chr1	180117752	180121658																	
caat3	124.52		GRMZM2G042313	Chr1	176120584	176125695					Zm00001d031120	Chr1	178020480	178025593	Zm00001eb032230	chr1	180154537	180159869																	
npf58	124.53		GRMZM2G095389	Chr1	176437062	176446437					Zm00001d031122	Chr1	178356031	178357602	Zm00001eb032240	chr1	180477696	180484261																	
npf20	124.54		GRMZM2G115916	Chr1	176387316	176389030					Zm00001d031123	Chr1	178362189	178365032	Zm00001eb032250	chr1	180484934	180487496																	
IDP7935	124.55														Zm00001eb032270	chr1	180583801	180584624																	
mets1	124.60		GRMZM2G149751	Chr1	176865317	176872994					Zm00001d031128	Chr1	178799384	178803593	Zm00001eb032290	chr1	180906690	180913283																	
A0A804LS48	124.62		GRMZM2G449274	Chr1	176868521	176872951					Zm00001d031129	Chr1	178803787	178805508	Zm00001eb032310	chr1	180913725	180914598																	
GRMZM2G168108	124.86		GRMZM2G168108	Chr1	176966307	176968685					Zm00001d031131	Chr1	178922269	178923900	Zm00001eb032330	chr1	181030730	181033108																	
gpm4	124.88		GRMZM2G094742	Chr1	177072656	177077812					Zm00001d031132	Chr1	178992773	178997888	Zm00001eb032340	chr1	181102228	181106810																	
mlks1	124.90		GRMZM2G094850	Chr1	177078464	177081877					Zm00001d031134	Chr1	178998581	179001994	Zm00001eb032360	chr1	181107485	181110938																	
gata9	125.00		GRMZM2G009530	Chr1	177060036	177061909					Zm00001d031135	Chr1	179005355	179009556	Zm00001eb032370	chr1	181114266	181118468																	
cys2	125.01		GRMZM2G005887	Chr1	177054678	177059679					Zm00001d031136	Chr1	179010347	179015072	Zm00001eb032380	chr1	181119251	181123940																	
isu146	125.30																																		
saur3	125.40		GRMZM2G422419	Chr1	177654021	177654401					Zm00001d031146	Chr1	179600373	179600708	Zm00001eb032470	chr1	181709124	181709781																	
Zm00001d031150	125.42										Zm00001d031150	Chr1	179749391	179750584																					
LOC100273384	125.70		GRMZM6G397851	Chr1	175117607	175118330					Zm00001d031152	Chr1	179774357	179774872	Zm00001eb032520	chr1	181883230	181883991																	
cl1774_-2	125.77		GRMZM2G006853	Chr1	177873835	177874727					Zm00001d031155	Chr1	179817897	179818430	Zm00001eb032560	chr1	181926727	181927607																	
osm1	125.81		GRMZM2G136372	Chr1	177903254	177904176					Zm00001d031157	Chr1	179888174	179888707	Zm00001eb032580	chr1	181997105	181997939																	
prp5	125.83		GRMZM2G402631	Chr1	178035095	178036072					Zm00001d031158	Chr1	179966643	179967167	Zm00001eb032600	chr1	182075421	182076489																	
Zm00001eb032620	125.85		GRMZM2G396477	Chr1	178276985	178279410					Zm00001d031159	Chr1	180196546	180218147	Zm00001eb032620	chr1	182305651	182327557																	
