MaizeGDB: Details of Map Genetic 5
Locus	Coordinate	Bin	B73 RefGen_v3_gene_model	B73 RefGen_v3_chr	B73 RefGen_v3_start	B73 RefGen_v3_end	Zm-B73-REFERENCE-GRAMENE-4.0_gene_model	Zm-B73-REFERENCE-GRAMENE-4.0_chr	Zm-B73-REFERENCE-GRAMENE-4.0_start	Zm-B73-REFERENCE-GRAMENE-4.0_end	Zm-B73-REFERENCE-NAM-5.0_gene_model	Zm-B73-REFERENCE-NAM-5.0_chr	Zm-B73-REFERENCE-NAM-5.0_start	Zm-B73-REFERENCE-NAM-5.0_end	Zm-CML277-REFERENCE-NAM-1.0_gene_model	Zm-CML277-REFERENCE-NAM-1.0_chr	Zm-CML277-REFERENCE-NAM-1.0_start	Zm-CML277-REFERENCE-NAM-1.0_end	Zm-HP301-REFERENCE-NAM-1.0_gene_model	Zm-HP301-REFERENCE-NAM-1.0_chr	Zm-HP301-REFERENCE-NAM-1.0_start	Zm-HP301-REFERENCE-NAM-1.0_end	Zm-Mo17-REFERENCE-CAU-1.0_gene_model	Zm-Mo17-REFERENCE-CAU-1.0_chr	Zm-Mo17-REFERENCE-CAU-1.0_start	Zm-Mo17-REFERENCE-CAU-1.0_end	Zm-Tzi8-REFERENCE-NAM-1.0_gene_model	Zm-Tzi8-REFERENCE-NAM-1.0_chr	Zm-Tzi8-REFERENCE-NAM-1.0_start	Zm-Tzi8-REFERENCE-NAM-1.0_end	Zm-W22-REFERENCE-NRGENE-2.0_gene_model	Zm-W22-REFERENCE-NRGENE-2.0_chr	Zm-W22-REFERENCE-NRGENE-2.0_start	Zm-W22-REFERENCE-NRGENE-2.0_end	Sequence
Zm00001d016009	79.37		GRMZM2G054023	Chr5	135919971	135922136	Zm00001d016009	Chr5	139188964	139191075	Zm00001eb237530	chr5	138613390	138615807																					
chls6	79.38		GRMZM2G346095	Chr5	136454233	136457851	Zm00001d016014	Chr5	139697094	139700302	Zm00001eb237560	chr5	139124000	139124666																					
umc1060	79.40		GRMZM2G346133	Chr5	136486685	136487717	Zm00001d016016	Chr5	139737481	139737957	Zm00001eb237570	chr5	139161826	139162639																					
cdc202	79.50		GRMZM2G130425	Chr5	137431853	137435424	Zm00001d016034	Chr5	140715515	140719221	Zm00001eb237680	chr5	140124765	140128322																					
LOC103626952	79.51		GRMZM2G039930	Chr5	137470636	137495485	Zm00001d016036	Chr5	140763837	140779741	Zm00001eb237700	chr5	140173013	140189038																					
IDP207	79.52		GRMZM2G109315	Chr5	138192905	138200752	Zm00001d016049	Chr5	141512843	141520070	Zm00001eb237810	chr5	140910206	140917346																					
wrky2	79.54		GRMZM2G048450	Chr5	138386996	138389124	Zm00001d016052	Chr5	141693514	141695426	Zm00001eb237820	chr5	141090966	141093089																					
Zm00001eb237850	79.60		AC195685.3_FG001	Chr5	138458045	138462037	Zm00001d016055	Chr5	141778289	141782493	Zm00001eb237850	chr5	141175742	141179946																					
LOC100501078	79.70		GRMZM2G439596	Chr5	138844983	138847514	Zm00001d016061	Chr5	142159381	142161740	Zm00001eb237900	chr5	141556646	141559433																					
umc1990	79.73		GRMZM2G120408	Chr5	139273124	139276362	Zm00001d016066	Chr5	142583803	142585050	Zm00001eb237930	chr5	141980744	141983982																					
bag11	79.80		GRMZM2G063162	Chr5	139395266	139403105	Zm00001d016070	Chr5	142715769	142723741	Zm00001eb237960	chr5	142113364	142121124																					
Zm00001d016072	79.80		GRMZM2G018403	Chr5	139666597	139670914	Zm00001d016072	Chr5	142984198	142988371	Zm00001eb237980	chr5	142381691	142385990																					
pco131864	79.81		GRMZM2G300841	Chr5	139871370	139877949	Zm00001d016077	Chr5	143196134	143205436	Zm00001eb238020	chr5	142586362	142603191																					
Zm00001d016075	79.81		GRMZM2G092154	Chr5	139803261	139808962	Zm00001d016075	Chr5	143109304	143111205	Zm00001eb238000	chr5	142503391	142509156																					
IDP359	79.82		GRMZM2G060167	Chr5	140120396	140125570	Zm00001d016081	Chr5	143451064	143456385	Zm00001eb238050	chr5	142848803	142854182																					
hmg9	79.87		GRMZM2G060253	Chr5	140132841	140135501	Zm00001d016082	Chr5	143463525	143465976	Zm00001eb238060	chr5	142861224	142863709																					
GRMZM2G107380	79.88		GRMZM2G107380	Chr5	140301354	140303331	Zm00001d016083	Chr5	143636565	143636975	Zm00001eb238070	chr5	143034188	143034880																					
Zm00001eb238080	79.88		GRMZM2G375172	Chr5	140353325	140358190	Zm00001d016084	Chr5	143688818	143693370	Zm00001eb238080	chr5	143086439	143091246																					
bhlh139	79.89		GRMZM2G064638	Chr5	140971813	140976844	Zm00001d016095	Chr5	144342410	144347442	Zm00001eb238140	chr5	143742160	143747238																					
LOC100274799	79.89		GRMZM2G165726	Chr5	141167842	141169456	Zm00001d016098	Chr5	144501076	144502820	Zm00001eb238160	chr5	143900995	143902643																					
LOC100192599	79.89		GRMZM2G095082	Chr5	141204725	141213269	Zm00001d016100	Chr5	144538823	144547116	Zm00001eb238170	chr5	143938574	143947116																					
pyl10	79.90		GRMZM2G063882	Chr5	141470486	141475175	Zm00001d016105	Chr5	144804711	144808906	Zm00001eb238230	chr5	144199595	144208706																					
ring324	79.90		AC214771.3_FG002	Chr5	141296956	141297588	Zm00001d016104	Chr5	144631484	144632116	Zm00001eb238220	chr5	144030994	144032051																					
gtf24	79.90		AC214771.3_FG003	Chr5	141290381	141294853	Zm00001d016103	Chr5	144624966	144629583	Zm00001eb238210	chr5	144024407	144029411																					
prh89	79.92		GRMZM2G442404	Chr5	141614522	141619776	Zm00001d016106	Chr5	144947303	144952457	Zm00001eb238250	chr5	144346903	144352336																					
nactf19	79.95		GRMZM2G155816	Chr5	142222049	142223803	Zm00001d016119	Chr5	145523324	145525028	Zm00001eb238270	chr5	144923058	144924789																					
pco146460a	79.96		GRMZM2G055754	Chr5	142462392	142464848	Zm00001d016129	Chr5	145756706	145757848	Zm00001eb238320	chr5	145155159	145157842																					
lea7	79.96		GRMZM2G412436	Chr5	142442260	142444173	Zm00001d016128	Chr5	145732053	145734414	Zm00001eb238300	chr5	145131834	145134200																					
pco114073b	79.97		GRMZM2G159759	Chr5	142510282	142513269	Zm00001d016130	Chr5	145803199	145806548	Zm00001eb238330	chr5	145202984	145206334																					
Zm00001d016131	79.98		GRMZM2G010075	Chr5	142518690	142524589	Zm00001d016131	Chr5	145812493	145818458	Zm00001eb238340	chr5	145211441	145218236																					
T5-9(4817)(5)	80.00																																		
T1-5(6197)(5)	80.00																																		
T1-5b(5)	80.00																																		
T1-5e(5)	80.00																																		
T1-5f(5)	80.00																																		
ris1	80.00		GRMZM2G162748	Chr5	142748781	142750441	Zm00001d016134	Chr5	146042173	146043738	Zm00001eb238370	chr5	145441961	145443616																					
ring326	80.02		GRMZM2G163539	Chr5	142892801	142893599	Zm00001d016137	Chr5	146190428	146190847	Zm00001eb238400	chr5	145590047	145590822																					
ring327	80.04		GRMZM2G098925	Chr5	143048022	143048659	Zm00001d016139	Chr5	146356268	146356816	Zm00001eb238420	chr5	145756046	145756690																					
ring328	80.06		GRMZM2G358711	Chr5	143120188	143120909	Zm00001d016140	Chr5	146411036	146411614	Zm00001eb238430	chr5	145810823	145811401																					
ring329	80.08		GRMZM2G324111	Chr5	143202322	143203171	Zm00001d016142	Chr5	146519042	146519647	Zm00001eb238440	chr5	145893881	145894532																					
chi5	80.10		GRMZM2G311919	Chr5	143222807	143237989	Zm00001d016144	Chr5	146540230	146555384	Zm00001eb238460	chr5	145915141	145930278																					
hipp41	80.21		GRMZM2G114675	Chr5	143710044	143712457	Zm00001d016149	Chr5	147041671	147044167	Zm00001eb238540	chr5	146416561	146419357																					
LOC103626993	80.23		GRMZM2G329029	Chr5	143921724	143923533	Zm00001d016151	Chr5	147259084	147261123	Zm00001eb238550	chr5	146633498	146636023																					
bzip89	80.25		GRMZM2G158313	Chr5	144011521	144013252	Zm00001d016154	Chr5	147356832	147358697	Zm00001eb238570	chr5	146731728	146734223																					
cals8 	80.27		GRMZM2G111529	Chr5	144137287	144156132	Zm00001d016155	Chr5	147482562	147503560	Zm00001eb238600	chr5	146877096	146878969																					
kch7	80.30		GRMZM2G178356	Chr5	144352699	144356712	Zm00001d016160	Chr5	147708234	147712414	Zm00001eb238620	chr5	147071453	147075947																					
LOC100276421	80.46		GRMZM2G007288	Chr5	144619680	144625181	Zm00001d016164	Chr5	147975445	147981136	Zm00001eb238650	chr5	147338606	147344397																					
ubp28	80.48		GRMZM2G126447	Chr5	144742563	144753368	Zm00001d016165	Chr5	148099822	148110686	Zm00001eb238660	chr5	147462982	147474347																					
pep2	80.50		GRMZM2G069542	Chr5	144847481	144855080	Zm00001d016166	Chr5	148208167	148215925	Zm00001eb238670	chr5	147571697	147579448																					
Zm00001eb238680	80.52		GRMZM2G159849	Chr5	144927466	144928713	Zm00001d016170	Chr5	148289453	148290412	Zm00001eb238680	chr5	147651210	147654079																					
glk39	80.60		GRMZM2G477238	Chr5	145144168	145146397	Zm00001d016175	Chr5	148523498	148526256	Zm00001eb238710	chr5	147886910	147889750																					
prx53	80.60		GRMZM2G129543	Chr5	145376619	145377980	Zm00001d016179	Chr5	148742473	148743688	Zm00001eb238740	chr5	148106028	148107243																					
prx49	80.60		GRMZM2G035506	Chr5	145254488	145255726	Zm00001d016177	Chr5	148637887	148639074	Zm00001eb238730	chr5	148001158	148002712																					
LOC103627005	80.60		GRMZM2G103884	Chr5	145529244	145534399	Zm00001d016181	Chr5	148921887	148924910	Zm00001eb238770	chr5	148284874	148290598																					
gsk3	80.61		GRMZM2G151916	Chr5	145902926	145908794	Zm00001d016188	Chr5	149304159	149309955	Zm00001eb238820	chr5	148667266	148673014																					
umc2616a	80.61		GRMZM2G033538	Chr5	145997276	145998346	Zm00001d016189	Chr5	149398961	149400023	Zm00001eb238830	chr5	148762023	148763651																					
prx61	80.61		GRMZM2G405581	Chr5	145547588	145549387	Zm00001d016182	Chr5	148940279	148942010	Zm00001eb238780	chr5	148303209	148305273																					
prx100	80.61		GRMZM2G405459	Chr5	145563185	145565626	Zm00001d016185	Chr5	148955813	148957970	Zm00001eb238800	chr5	148319126	148320979																					
got3	80.62		GRMZM2G146677	Chr5	146880878	146886034	Zm00001d016198	Chr5	150300976	150305724	Zm00001eb238900	chr5	149664290	149669145																					
IDP4820	80.62		GRMZM2G474113	Chr5	147206184	147206954	Zm00001d016216	Chr5	150673357	150674317	Zm00001eb239000	chr5	149985608	149986470																					
LOC100304145	80.62		GRMZM2G138513	Chr5	147738007	147740881																													
miR399h	80.62		zma-MIR399h	Chr5	146933737	146933830	zma-MIR399h	Chr5	150363095	150363188																									
miR399i	80.62		zma-MIR399i	Chr5	146942683	146942773	zma-MIR399i	Chr5	150372041	150372131																									
LOC103627026	80.62		GRMZM2G174128	Chr5	147484241	147488253	Zm00001d016219	Chr5	150960524	150964808	Zm00001eb239020	chr5	150272768	150277190																					
Zm00001d016202	80.62		GRMZM2G313707	Chr5	146951462	146954851	Zm00001d016202	Chr5	150380818	150382317																									
LOC100285968	80.62		GRMZM2G146794	Chr5	146875550	146880303	Zm00001d016197	Chr5	150295060	150299829	Zm00001eb238890	chr5	149658178	149663240																					
bzr8	80.63		GRMZM2G369018	Chr5	147915664	147917490	Zm00001d016231	Chr5	151405284	151407104	Zm00001eb239100	chr5	150705631	150707454																					
LOC103627027	80.63		GRMZM2G383881	Chr5	147515986	147518954	Zm00001d016223	Chr5	151001655	151004102	Zm00001eb239040	chr5	150313600	150316555																					
LOC100282898	80.63		GRMZM2G138423	Chr5	147742629	147747062	Zm00001d016230	Chr5	151213035	151216982	Zm00001eb239090	chr5	150527057	150529820																					
arm12	80.63		GRMZM2G160370	Chr5	147578152	147581529	Zm00001d016225	Chr5	151044249	151046438	Zm00001eb239050	chr5	150356081	150359193																					
GRMZM2G026490	80.63		GRMZM2G026490	Chr5	147664073	147670071	Zm00001d016228	Chr5	151137109	151142706	Zm00001eb239070	chr5	150448991	150454979																					
IDP8400	80.64		GRMZM2G002240	Chr5	148265720	148267253					Zm00001eb239140	chr5	151057124	151059142																					
nip1a	80.65		GRMZM2G041980	Chr5	148343674	148346041	Zm00001d016237	Chr5	151835826	151838198	Zm00001eb239170	chr5	151136243	151138610																					
Zm00001eb239160	80.65		GRMZM2G002199	Chr5	148274266	148278260	Zm00001d016236	Chr5	151768536	151769483	Zm00001eb239160	chr5	151068944	151069867																					
Zm00001d016242	80.66		GRMZM2G424519	Chr5	148733790	148739640	Zm00001d016242	Chr5	152247089	152262996	Zm00001eb239210	chr5	151541570	151557778																					
Zm00001eb239220	80.66		GRMZM2G111028	Chr5	148763027	148763776					Zm00001eb239220	chr5	151582337	151582954																					
TRINITY_DN1207_c0_g1 (PG2)	80.67		GRMZM2G410783	Chr5	148771089	148776553	Zm00001d016244	Chr5	152295843	152301357																									
cl5577_1b	80.68																																		
Zm00001d016245	80.69		GRMZM2G071511	Chr5	148939969	148941798	Zm00001d016245	Chr5	152460276	152460662	Zm00001eb239230	chr5	151754775	151756581																					
cts4	80.70		GRMZM2G135588	Chr5	149497879	149502610	Zm00001d016248	Chr5	152956416	152961046	Zm00001eb239300	chr5	152487429	152492192																					
pebp13	80.72		GRMZM2G108016	Chr5	150036613	150037929	Zm00001d016253	Chr5	153523441	153524604	Zm00001eb239360	chr5	153032113	153033276																					
Zm00001eb239370	80.72		GRMZM2G019971	Chr5	150127707	150134196	Zm00001d016254	Chr5	153614366	153620449	Zm00001eb239370	chr5	153123042	153130285																					
hsftf18	80.73		GRMZM2G105348	Chr5	150228697	150230232	Zm00001d016255	Chr5	153717773	153719275	Zm00001eb239380	chr5	153226459	153227964																					
bhlh119	80.74		GRMZM5G863198	Chr5	150359143	150360185	Zm00001d016257	Chr5	153889883	153891184	Zm00001eb239410	chr5	153399623	153399871																					
cbp4	80.77		GRMZM2G312827	Chr5	150531872	150549339	Zm00001d016259	Chr5	154044507	154062350	Zm00001eb239420	chr5	153553187	153571089																					
ereb144	80.78		GRMZM2G005301	Chr5	150664312	150665813	Zm00001d016260	Chr5	154200894	154201658	Zm00001eb239430	chr5	153688941	153690404																					
ereb191	80.90		GRMZM2G047918	Chr5	150972392	150973390	Zm00001d016262	Chr5	154574992	154575720	Zm00001eb239450	chr5	154037245	154038477																					
php20589	80.93		GRMZM5G896708	Chr5	151307397	151308299	Zm00001d016269	Chr5	154978450	154979067	Zm00001eb239490	chr5	154440712	154441744																					
v3	81.00																																		
lim4	81.08																																		
des*-19	81.60																																		
T5-9d(5)	82.00																																		
TB-5La(5)	82.00																																		
TB-5Lb(5)	82.00																																		
TB-5Ld(5)	82.00																																		
tst2	82.00		GRMZM2G012923	Chr5	151484639	151489634	Zm00001d016274	Chr5	155133354	155138211	Zm00001eb239520	chr5	154595508	154600970																					
mee1	82.08		AC219159.3_FG002	Chr5	151631094	151631393	Zm00001d016275	Chr5	155298204	155298503																									
rps24	82.10		GRMZM2G091383	Chr5	151669661	151671447	Zm00001d016276	Chr5	155336754	155338487	Zm00001eb239530	chr5	154799357	154801090																					
iaa23	82.12		GRMZM2G121309	Chr5	151751416	151755323	Zm00001d016277	Chr5	155417891	155421796	Zm00001eb239550	chr5	154880590	154884435																					
bnlg2323	82.13		GRMZM2G121366	Chr5	151756399	151758214	Zm00001d016278	Chr5	155422718	155424151	Zm00001eb239560	chr5	154885465	154887279																					
LOC103627069	82.15		GRMZM2G139412	Chr5	151873313	151876064	Zm00001d016280	Chr5	155458102	155469870																									
pyl3	82.20		GRMZM2G154987	Chr5	152250417	152251663	Zm00001d016294	Chr5	155926763	155927329	Zm00001eb239670	chr5	155389412	155390487																					
hbtf2	82.40		GRMZM2G161435	Chr5	152442185	152445449	Zm00001d016298	Chr5	156109006	156112456	Zm00001eb239680	chr5	155571721	155574985																					
mcf1	82.42		GRMZM2G161299	Chr5	152470618	152479871	Zm00001d016299	Chr5	156137453	156146644	Zm00001eb239690	chr5	155600153	155609344																					
Zm00001d016301	82.44		GRMZM2G021106	Chr5	152605126	152606848	Zm00001d016301	Chr5	156275281	156276773	Zm00001eb239700	chr5	155737754	155739476																					
Zm00001d016305	82.47		GRMZM2G155220	Chr5	152786009	152789855	Zm00001d016305	Chr5	156480113	156483789	Zm00001eb239740	chr5	155919759	155923825																					
gras41	82.50		GRMZM5G885274	Chr5	205139992	205141687																													
pco081178a	82.70		GRMZM2G021110	Chr5	152955772	152971505	Zm00001d016311	Chr5	156652377	156668073	Zm00001eb239790	chr5	156091932	156107896																					
zim37	82.72		GRMZM2G303161	Chr5	153221703	153224128	Zm00001d016316	Chr5	156926728	156927201	Zm00001eb239830	chr5	156366458	156366931																					
Zm00001eb239880	82.74		GRMZM5G830977	Chr5	153415794	153417481	Zm00001d016323	Chr5	157123274	157123548	Zm00001eb239880	chr5	156562047	156576067																					
prh50	82.76		GRMZM2G119623	Chr5	153985152	153987705	Zm00001d016332	Chr5	157723543	157726011	Zm00001eb239920	chr5	157163131	157165949																					
Zm00001d016340	82.78		GRMZM5G824763	Chr5	154401623	154402081	Zm00001d016340	Chr5	158127726	158138927	Zm00001eb239980	chr5	157575849	157578563																					
cl34301_1b	82.80		GRMZM2G066614	Chr5	154847387	154852082	Zm00001d016347	Chr5	158593846	158598525	Zm00001eb240010	chr5	158033497	158038439																					
npi449a	82.85																																		
IDP1623	82.85		GRMZM2G167356	Chr5	155022970	155027443	Zm00001d016349	Chr5	158778717	158783175	Zm00001eb240020	chr5	158218546	158223555																					
GRMZM2G028366	82.87		GRMZM2G028366	Chr5	155069605	155077884	Zm00001d016351	Chr5	158826371	158834671	Zm00001eb240040	chr5	158266212	158274581																					
bhlh72	82.90		GRMZM2G170559	Chr5	155134147	155137380	Zm00001d016354	Chr5	158889636	158893874	Zm00001eb240050	chr5	158327048	158333768																					
Zm00001d016356	82.92		GRMZM2G170554	Chr5	155181881	155186753	Zm00001d016356	Chr5	158939463	158943242	Zm00001eb240070	chr5	158379379	158383359																					
elfg2	82.95		GRMZM2G029559	Chr5	155282641	155286187	Zm00001d016358	Chr5	159037923	159041603	Zm00001eb240090	chr5	158477824	158481391																					
gata15	82.97		GRMZM2G031983	Chr5	155457609	155459172	Zm00001d016361	Chr5	159219012	159221123	Zm00001eb240100	chr5	158659078	158661065																					
caspl30	82.98		GRMZM2G318633	Chr5	155563889	155566089	Zm00001d016363	Chr5	159324942	159326409	Zm00001eb240120	chr5	158764838	158766223																					
umc2407	82.99		GRMZM2G014826	Chr5	155564685	155568640	Zm00001d016364	Chr5	159326170	159328780	Zm00001eb240110	chr5	158764789	158768909																					
dla1	83.00		GRMZM2G015132	Chr5	155570391	155577785	Zm00001d016365	Chr5	159330634	159338014	Zm00001eb240130	chr5	158770577	158777984																					
IDP8035	83.02		GRMZM2G373887	Chr5	155853949	155856706	Zm00001d016370	Chr5	159619179	159620463	Zm00001eb240140	chr5	159059570	159060292																					
prx48	83.04		GRMZM2G028219	Chr5	156001858	156004026	Zm00001d016372	Chr5	159724195	159724600	Zm00001eb240150	chr5	159164238	159165009																					
IDP7218	83.10		GRMZM2G163713	Chr5	156173995	156179793	Zm00001d016374	Chr5	159956880	159962674	Zm00001eb240170	chr5	159396852	159402946																					
GRMZM2G133464	83.14		GRMZM2G133464	Chr5	156299547	156316074	Zm00001d016378	Chr5	160070937	160087628	Zm00001eb240190	chr5	159510971	159527819																					
hdac1	83.20		GRMZM2G163572	Chr5	156406486	156416899	Zm00001d016381	Chr5	160203687	160206309	Zm00001eb240210	chr5	159622521	159632927																					
LOC103627115	83.24		GRMZM2G459599	Chr5	156808712	156810968					Zm00001eb240280	chr5	160001486	160002259																					
IDP5848	83.26		GRMZM2G341171	Chr5	156990108	157009508	Zm00001d016395	Chr5	160745014	160764971	Zm00001eb240330	chr5	160171769	160191655																					
LOC100383977	83.28		GRMZM2G124886	Chr5	157316628	157327239	Zm00001d016402	Chr5	161083876	161094541	Zm00001eb240380	chr5	160510865	160521653																					
pco138259	83.30		GRMZM2G057642	Chr5	157556426	157560740	Zm00001d016410	Chr5	161322019	161325897	Zm00001eb240430	chr5	160748990	160752949																					
pco098455	83.31		GRMZM2G359038	Chr5	157561996	157565372	Zm00001d016411	Chr5	161327143	161330435	Zm00001eb240440	chr5	160753756	160757632																					
