MaizeGDB: Details of Map Genetic 10
Locus	Coordinate	Bin	B73 RefGen_v3_gene_model	B73 RefGen_v3_chr	B73 RefGen_v3_start	B73 RefGen_v3_end	Zm-B104-DRAFT-ISU_USDA-0.1_gene_model	Zm-B104-DRAFT-ISU_USDA-0.1_chr	Zm-B104-DRAFT-ISU_USDA-0.1_start	Zm-B104-DRAFT-ISU_USDA-0.1_end	Zm-B73-REFERENCE-GRAMENE-4.0_gene_model	Zm-B73-REFERENCE-GRAMENE-4.0_chr	Zm-B73-REFERENCE-GRAMENE-4.0_start	Zm-B73-REFERENCE-GRAMENE-4.0_end	Zm-B73-REFERENCE-NAM-5.0_gene_model	Zm-B73-REFERENCE-NAM-5.0_chr	Zm-B73-REFERENCE-NAM-5.0_start	Zm-B73-REFERENCE-NAM-5.0_end	Zm-CML333-REFERENCE-NAM-1.0_gene_model	Zm-CML333-REFERENCE-NAM-1.0_chr	Zm-CML333-REFERENCE-NAM-1.0_start	Zm-CML333-REFERENCE-NAM-1.0_end	Zm-M37W-REFERENCE-NAM-1.0_gene_model	Zm-M37W-REFERENCE-NAM-1.0_chr	Zm-M37W-REFERENCE-NAM-1.0_start	Zm-M37W-REFERENCE-NAM-1.0_end	Zm-NC358-REFERENCE-NAM-1.0_gene_model	Zm-NC358-REFERENCE-NAM-1.0_chr	Zm-NC358-REFERENCE-NAM-1.0_start	Zm-NC358-REFERENCE-NAM-1.0_end	Zm-Oh43-REFERENCE-NAM-1.0_gene_model	Zm-Oh43-REFERENCE-NAM-1.0_chr	Zm-Oh43-REFERENCE-NAM-1.0_start	Zm-Oh43-REFERENCE-NAM-1.0_end	Zm-W22-REFERENCE-NRGENE-2.0_gene_model	Zm-W22-REFERENCE-NRGENE-2.0_chr	Zm-W22-REFERENCE-NRGENE-2.0_start	Zm-W22-REFERENCE-NRGENE-2.0_end	Sequence
GRMZM2G128395	67.80		GRMZM2G128395	Chr10	113784034	113785350																																	
AY110365	67.83		GRMZM2G128319	Chr10	113847914	113851820					Zm00001d025342	Chr10	114817295	114821325	Zm00001eb421870	chr10	116328425	116332577																					
pap30	67.90		GRMZM5G831009	Chr10	113944182	113946319					Zm00001d025343	Chr10	114917651	114919660	Zm00001eb421880	chr10	116428728	116430865																					
T9-10(8630)(10)	68.00																																						
TB-10La(10)	68.00																																						
TB-10L33(10)	68.00																																						
TB-10Ld(10)	68.00																																						
pebp5	68.00		AC217051.3_FG006	Chr10	114050161	114051244					Zm00001d025346	Chr10	115025067	115026953	Zm00001eb421900	chr10	116536465	116537130																					
Zm00001eb421910	68.01		GRMZM2G157120	Chr10	114134068	114135040					Zm00001d025347	Chr10	115120063	115120584	Zm00001eb421910	chr10	116630994	116631964																					
IDP2458	68.03		GRMZM2G095826	Chr10	114204491	114208733					Zm00001d025352	Chr10	115194757	115195221	Zm00001eb421930	chr10	116703178	116706315																					
incw5	68.04		GRMZM2G095725	Chr10	114256599	114259719					Zm00001d025354	Chr10	115243957	115246970	Zm00001eb421950	chr10	116754996	116758147																					
incw3	68.05		GRMZM2G123633	Chr10	114308530	114310922					Zm00001d025355	Chr10	115297049	115299501	Zm00001eb421960	chr10	116808080	116810812																					
Zm00001eb421980	68.14		GRMZM2G164663	Chr10	114508292	114514728					Zm00001d025359	Chr10	115505590	115511924	Zm00001eb421980	chr10	117016687	117023205																					
Zm00001eb421990	68.16		GRMZM2G014022	Chr10	114529703	114531364					Zm00001d025360	Chr10	115526039	115526965	Zm00001eb421990	chr10	117036868	117038439																					
GRMZM2G047065	68.18		GRMZM2G047065	Chr10	114675749	114676500					Zm00001d025361	Chr10	115668682	115669017	Zm00001eb422000	chr10	117179327	117180363																					
mzetc34	68.20		GRMZM2G027241	Chr10	114715907	114718464					Zm00001d025362	Chr10	115708853	115710913	Zm00001eb422010	chr10	117219557	117221915																					
asg42	68.30		GRMZM2G049681	Chr10	114873031	114876662					Zm00001d025369	Chr10	115865914	115869725	Zm00001eb422090	chr10	117376805	117380718																					
lea51	68.30		GRMZM2G045844	Chr10	114889767	114891006					Zm00001d025371	Chr10	115921553	115922847	Zm00001eb422110	chr10	117432618	117433773																					
K7U3B1	68.30		GRMZM2G049681	Chr10	114873031	114876662					Zm00001d025369	Chr10	115865914	115869725	Zm00001eb422090	chr10	117376805	117380718																					
vq59	68.31		GRMZM2G060720	Chr10	115143084	115144591					Zm00001d025374	Chr10	116159439	116160239	Zm00001eb422130	chr10	117670303	117672419																					
almt2	68.31		GRMZM5G858653	Chr10	114976545	114979311					Zm00001d025373	Chr10	115983810	115986401	Zm00001eb422120	chr10	117494633	117497450																					
ppr505	68.32		GRMZM2G059132	Chr10	115450734	115454409					Zm00001d025380	Chr10	116495636	116503536	Zm00001eb422180	chr10	118005176	118015350																					
sudh6	68.32		GRMZM2G398876	Chr10	115607469	115611338					Zm00001d025385	Chr10	116620582	116622211	Zm00001eb422230	chr10	118132369	118132787																					
LOC103641631	68.32		GRMZM2G098037	Chr10	115591762	115594170					Zm00001d025383	Chr10	116602656	116605064	Zm00001eb422210	chr10	118113645	118121630																					
pub23	68.32		GRMZM2G059042	Chr10	115492776	115494580					Zm00001d025379	Chr10	116471862	116473196	Zm00001eb422170	chr10	117982780	117984669																					
LOC103641629	68.32		GRMZM2G179005	Chr10	115538557	115539595					Zm00001d025381	Chr10	116549727	116550765	Zm00001eb422190	chr10	118060962	118061674																					
Zm00001d025377	68.32		GRMZM2G461465	Chr10	115386880	115387556					Zm00001d025377	Chr10	116400600	116400836	Zm00001eb422160	chr10	117911327	117912230																					
IDP201	68.36		GRMZM2G471596	Chr10	115630765	115633273					Zm00001d025388	Chr10	116641632	116644025	Zm00001eb422250	chr10	118152751	118155259																					
Zm00001d025390	68.46										Zm00001d025390	Chr10	116725257	116727696	Zm00001eb422270	chr10	118236376	118238815																					
LOC109939227	68.50										Zm00001d025391	Chr10	116753273	116755702	Zm00001eb422290	chr10	118264398	118266827																					
LOC109942750	68.58		GRMZM5G823832	Chr10	115719571	115720266					Zm00001d025393	Chr10	116783797	116786226	Zm00001eb422300	chr10	118291587	118300188																					
Zm00001d025394	68.59		GRMZM5G888352	Chr10	115726574	115729879					Zm00001d025394	Chr10	116792123	116794259	Zm00001eb422310	chr10	118300222	118302049																					
pco103363	68.60		GRMZM2G129781	Chr10	115853721	115861277					Zm00001d025397	Chr10	116910281	116918062	Zm00001eb422340	chr10	118418123	118425808																					
LOC103641637	68.60		GRMZM2G135378	Chr10	115762114	115764549					Zm00001d025396	Chr10	116812849	116815284	Zm00001eb422330	chr10	118320644	118323079																					
GRMZM2G050647	68.62		GRMZM2G050647	Chr10	115945143	115955403					Zm00001d025398	Chr10	116994247	117004498	Zm00001eb422350	chr10	118501986	118512347																					
aasr5	68.70		GRMZM2G052100	Chr10	116077391	116078438					Zm00001d025401	Chr10	117126777	117127673	Zm00001eb422400	chr10	118634873	118635362																					
prx118	68.72		GRMZM2G407740	Chr10	116136687	116138341					Zm00001d025402	Chr10	117254855	117256471	Zm00001eb422410	chr10	118762462	118764084																					
GRMZM2G022382	68.76		GRMZM2G022382	Chr10	116423906	116426439																																	
cl60180_1	68.80		GRMZM2G175549	Chr10	116635221	116638488					Zm00001d025407	Chr10	117683619	117686883	Zm00001eb422450	chr10	119190965	119194489																					
ereb21	68.90		GRMZM2G175525	Chr10	116699951	116700712					Zm00001d025409	Chr10	117748319	117749080	Zm00001eb422470	chr10	119255696	119256927																					
TB-10L12(10)	69.00																																						
TB-10L13(10)	69.00																																						
TB-10L21(10)	69.00																																						
TB-10L23(10)	69.00																																						
TB-10L24(10)	69.00																																						
TB-10L6(10)	69.00																																						
pco085544	69.00		GRMZM2G046583	Chr10	116816531	116826228					Zm00001d025412	Chr10	117864859	117874556	Zm00001eb422480	chr10	119372404	119382290																					
IDP245	69.10		GRMZM2G043737	Chr10	116881112	116883547					Zm00001d025413	Chr10	117927675	117931068	Zm00001eb422490	chr10	119435381	119438352																					
mgt11	69.11		GRMZM2G054632	Chr10	116913274	116917658					Zm00001d025416	Chr10	117962173	117964181	Zm00001eb422530	chr10	119470991	119472133																					
aldh32	69.13		GRMZM5G828253	Chr10	116918622	116921505					Zm00001d025417	Chr10	117967333	117970137	Zm00001eb422540	chr10	119476861	119477608																					
cl4177_1c	69.18		GRMZM2G117632	Chr10	117046989	117048211					Zm00001d025420	Chr10	118110565	118111819	Zm00001eb422570	chr10	119602577	119605446																					
cl35046_1b	69.20		GRMZM2G117633	Chr10	117048110	117080820					Zm00001d025421	Chr10	118144783	118151559	Zm00001eb422580	chr10	119636997	119643802																					
asg2	69.30		GRMZM2G330424	Chr10	117221430	117234799					Zm00001d025425	Chr10	118293926	118295084	Zm00001eb422600	chr10	119786305	119798797																					
si660044b03c	69.30		AC199355.3_FG004	Chr10	117236052	117237492					Zm00001d025426	Chr10	118308073	118309513	Zm00001eb422610	chr10	119801058	119803633																					
gras30	69.31		GRMZM2G176537	Chr10	117338432	117340217					Zm00001d025133	Chr10	105808862	105810346	Zm00001eb422620	chr10	119906197	119908286																					
pdi11	69.31		GRMZM2G176443	Chr10	117344580	117348113					Zm00001d025131	Chr10	105800908	105804404	Zm00001eb422640	chr10	119912388	119916049																					
GRMZM2G072513	69.32		GRMZM2G072513	Chr10	117576572	117580676					Zm00001d025431	Chr10	118602247	118606546	Zm00001eb422670	chr10	120159617	120164172																					
pza01089	69.35		GRMZM2G072337	Chr10	117586271	117590284					Zm00001d025433	Chr10	118612121	118615983	Zm00001eb422680	chr10	120169534	120173709																					
GRMZM2G072322	69.37		GRMZM2G072322	Chr10	117590821	117592686					Zm00001d025434	Chr10	118616454	118618580	Zm00001eb422690	chr10	120173862	120176087																					
GRMZM2G072174	69.40		GRMZM2G072174	Chr10	117593705	117595286					Zm00001d025435	Chr10	118619416	118620958	Zm00001eb422700	chr10	120176589	120179567																					
IDP4084	69.41		GRMZM2G136508	Chr10	117641423	117645509					Zm00001d025437	Chr10	118681357	118686385	Zm00001eb422710	chr10	120238681	120243855																					
mir2118f	69.43		zma-MIR2118f	Chr10	117699570	117699689					zma-MIR2118f	Chr10	118740280	118740399																									
mir2118e	69.44		zma-MIR2118e	Chr10	117699791	117699933					zma-MIR2118e	Chr10	118740501	118740643																									
mir2118a	69.46		zma-MIR2118a	Chr10	117749885	117750002					zma-MIR2118a	Chr10	118790595	118790712																									
mir2118c	69.47		zma-MIR2118c	Chr10	117773257	117773389					zma-MIR2118c	Chr10	118813614	118813746																									
si605090c10	69.48		GRMZM2G009888	Chr10	117804776	117807375					Zm00001d025445	Chr10	118846883	118849706	Zm00001eb422790	chr10	120404603	120407261																					
umc1911	69.49																																						
smk6	69.49		GRMZM2G307262	Chr10	117810407	117814696					Zm00001d025446	Chr10	118852748	118859926	Zm00001eb422810	chr10	120413905	120417474																					
mpkl6	69.49		GRMZM2G140726	Chr10	117841927	117851101					Zm00001d025449	Chr10	118888454	118897515	Zm00001eb422820	chr10	120445997	120455250																					
cl32758_1	69.50		GRMZM2G010797	Chr10	118011019	118013627					Zm00001d025452	Chr10	119056861	119059431	Zm00001eb422860	chr10	120614534	120617148																					
c3h57	69.50		GRMZM2G010323	Chr10	117919166	117923694					Zm00001d025450	Chr10	118965079	118969622	Zm00001eb422840	chr10	120522700	120527413																					
cl48777_1h	69.54		GRMZM2G045234	Chr10	118108660	118120939					Zm00001d025459	Chr10	119203623	119205879	Zm00001eb422930	chr10	120762827	120763678																					
pco097918	69.55		GRMZM2G045280	Chr10	118122698	118160117					Zm00001d025460	Chr10	119207603	119213288	Zm00001eb422940	chr10	120765302	120771005																					
LOC103641667	69.57		GRMZM2G139419	Chr10	118167728	118179258					Zm00001d025461	Chr10	119220775	119232248	Zm00001eb422950	chr10	120778355	120789953																					
bhlh102	69.60		GRMZM2G355469	Chr10	118390725	118392197					Zm00001d025462	Chr10	119451223	119452565	Zm00001eb422960	chr10	121008834	121010716																					
cl3534_2	69.70																																						
plt56	69.80		GRMZM2G166484	Chr10	118783829	118785715					Zm00001d025467	Chr10	119825127	119826659	Zm00001eb423010	chr10	121412373	121414511																					
Zm00001d025472	69.88		GRMZM2G158140	Chr10	118859404	118862065					Zm00001d025472	Chr10	119894515	119896773	Zm00001eb423050	chr10	121481662	121484419																					
wakl59	69.90		AC187792.3_FG008	Chr10	118863458	118864865					Zm00001d025473	Chr10	119898543	119899746	Zm00001eb423060	chr10	121486114	121486476																					
T1-10e(10)	70.00																																						
T6-10b(10)	70.00																																						
pco133519	70.00		GRMZM2G096365	Chr10	118937217	118950971					Zm00001d025474	Chr10	119967321	119981337	Zm00001eb423070	chr10	121555097	121568805																					
cel16	70.02		GRMZM2G125436	Chr10	118981790	118984010					Zm00001d025475	Chr10	120015217	120017158	Zm00001eb423080	chr10	121602528	121604760																					
ereb240	70.20		GRMZM2G424348	Chr10	119007391	119008099					Zm00001d025477	Chr10	120040997	120041623	Zm00001eb423100	chr10	121628245	121629315																					
mads30	70.32		GRMZM2G069370	Chr10	119044582	119046541					Zm00001d025479	Chr10	120092000	120093934	Zm00001eb423130	chr10	121679509	121681509																					
umc1453	70.40		GRMZM5G857936	Chr10	119081277	119083629					Zm00001d025482	Chr10	120131870	120132917	Zm00001eb423150	chr10	121719829	121720125																					
umc1402	70.41		GRMZM2G074793	Chr10	119216707	119217682					Zm00001d025485	Chr10	120274148	120274636	Zm00001eb423170	chr10	121861445	121862372																					
nactf85	70.41		GRMZM2G435824	Chr10	119146473	119148431					Zm00001d025483	Chr10	120194130	120195766	Zm00001eb423160	chr10	121781716	121783350																					
alf14	70.42		GRMZM2G156088	Chr10	119489514	119496893					Zm00001d025491	Chr10	120497307	120504861	Zm00001eb423200	chr10	122075800	122080657																					
zar1	70.42		GRMZM2G446201	Chr10	119433276	119435009					Zm00001d025490	Chr10	120429945	120430385	Zm00001eb423180	chr10	122017522	122017962																					
alf16	70.43		GRMZM2G016564	Chr10	119517572	119518319					Zm00001d025492	Chr10	120544589	120545246																									
alf10	70.44		GRMZM2G050495	Chr10	119722635	119728067					Zm00001d025504	Chr10	120752672	120758078	Zm00001eb423260	chr10	122314608	122320026																					
LOC103641690	70.44		GRMZM2G346832	Chr10	119773015	119774415					Zm00001d025507	Chr10	120795646	120808976	Zm00001eb423290	chr10	122365027	122366382																					
IDP774	70.45		GRMZM2G096695	Chr10	119842768	119843792					Zm00001d025509	Chr10	120876061	120876869	Zm00001eb423310	chr10	122438055	122438893																					
hsp20	70.45		GRMZM2G346839	Chr10	119779457	119780511					Zm00001d025508	Chr10	120809943	120810596	Zm00001eb423300	chr10	122371558	122372715																					
thx2	70.46		GRMZM2G392168	Chr10	119936505	119938289					Zm00001d025514	Chr10	120969085	120970263	Zm00001eb423330	chr10	122530911	122532665																					
GRMZM2G092325	70.46		GRMZM2G092325	Chr10	119922866	119927573					Zm00001d025513	Chr10	120955175	120959570	Zm00001eb423320	chr10	122517170	122521783																					
IDP8636	70.47		GRMZM2G392176	Chr10	119960858	119974350									Zm00001eb423350	chr10	122563939	122566327																					
LOC100280029	70.48		GRMZM2G092429	Chr10	119979489	120000036					Zm00001d025517	Chr10	121027429	121032089	Zm00001eb423370	chr10	122589344	122594118																					
cl37610_1b	70.49		GRMZM2G024811	Chr10	120135826	120139852					Zm00001d025522	Chr10	121168118	121172140	Zm00001eb423420	chr10	122730200	122734224																					
lox7	70.50		GRMZM2G070092	Chr10	120237308	120241527					Zm00001d025524	Chr10	121268606	121272616	Zm00001eb423430	chr10	122830346	122834966																					
scp1	70.60		GRMZM2G075676	Chr10	120298584	120303328					Zm00001d025526	Chr10	121359009	121363755	Zm00001eb423440	chr10	122921017	122926006																					
dmas7	70.62		GRMZM2G000268	Chr10	120471081	120473634					Zm00001d025528	Chr10	121509129	121526342	Zm00001eb423450	chr10	123068027	123077772																					
dmas8	70.78		GRMZM2G132875	Chr10	120514493	120516188					Zm00001d025533	Chr10	121567456	121569106	Zm00001eb423470	chr10	123118921	123120588																					
ofp40	70.80		GRMZM2G432846	Chr10	120555416	120556201					Zm00001d025534	Chr10	121608318	121609103	Zm00001eb423480	chr10	123159660	123160614																					
umc2350	70.88		GRMZM2G007120	Chr10	120693426	120697173					Zm00001d025542	Chr10	121760585	121762717	Zm00001eb423540	chr10	123311940	123314192																					
zep2	70.90		GRMZM5G848550	Chr10	120773059	120773646					Zm00001d025545	Chr10	121846235	121850530	Zm00001eb423570	chr10	123396159	123402468																					
prh119	70.96		GRMZM2G044382	Chr10	120844292	120849364					Zm00001d025548	Chr10	121921907	121926936	Zm00001eb423600	chr10	123473325	123478607																					
LOC100274486	70.98		GRMZM2G104603	Chr10	120858820	120859227					Zm00001d025549	Chr10	121938353	121939321	Zm00001eb423610	chr10	123489811	123491069																					
cl775_1c	71.00		GRMZM2G420713	Chr10	120964290	120972028					Zm00001d025551	Chr10	122019302	122026030	Zm00001eb423640	chr10	123570808	123577544																					
Zm00001d025554	71.04		GRMZM2G158474	Chr10	121235992	121241376					Zm00001d025554	Chr10	122304180	122309564	Zm00001eb423670	chr10	123855781	123857272																					
Zm00001d025556	71.05		GRMZM2G158469	Chr10	121242593	121244485					Zm00001d025556	Chr10	122310872	122313235	Zm00001eb423690	chr10	123863318	123864277																					
Zm00001d025564	71.06		GRMZM2G043300	Chr10	121306967	121308194					Zm00001d025564	Chr10	122405745	122406727	Zm00001eb423780	chr10	123957366	123958449																					
Zm00001d025561	71.06		GRMZM2G344256	Chr10	121274480	121276112					Zm00001d025561	Chr10	122373075	122374967	Zm00001eb423750	chr10	123925958	123926591																					
Zm00001d025565	71.07		GRMZM2G135608	Chr10	121390299	121391739					Zm00001d025565	Chr10	122475812	122478060	Zm00001eb423800	chr10	124028306	124029746																					
ubp45	71.09		GRMZM2G036186	Chr10	121525706	121535821					Zm00001d025570	Chr10	122602824	122612949	Zm00001eb423870	chr10	124154448	124164615																					
csu334b	71.10		GRMZM2G381267	Chr10	121559344	121563395					Zm00001d025571	Chr10	122637949	122641587	Zm00001eb423880	chr10	124189630	124193304																					
