MaizeGDB: Details of Map Genetic 8
Locus	Coordinate	Bin	B73 RefGen_v3_gene_model	B73 RefGen_v3_chr	B73 RefGen_v3_start	B73 RefGen_v3_end	Zm-B104-DRAFT-ISU_USDA-0.1_gene_model	Zm-B104-DRAFT-ISU_USDA-0.1_chr	Zm-B104-DRAFT-ISU_USDA-0.1_start	Zm-B104-DRAFT-ISU_USDA-0.1_end	Zm-B73-REFERENCE-GRAMENE-4.0_gene_model	Zm-B73-REFERENCE-GRAMENE-4.0_chr	Zm-B73-REFERENCE-GRAMENE-4.0_start	Zm-B73-REFERENCE-GRAMENE-4.0_end	Zm-B73-REFERENCE-NAM-5.0_gene_model	Zm-B73-REFERENCE-NAM-5.0_chr	Zm-B73-REFERENCE-NAM-5.0_start	Zm-B73-REFERENCE-NAM-5.0_end	Zm-CML277-REFERENCE-NAM-1.0_gene_model	Zm-CML277-REFERENCE-NAM-1.0_chr	Zm-CML277-REFERENCE-NAM-1.0_start	Zm-CML277-REFERENCE-NAM-1.0_end	Zm-Mo17-REFERENCE-CAU-1.0_gene_model	Zm-Mo17-REFERENCE-CAU-1.0_chr	Zm-Mo17-REFERENCE-CAU-1.0_start	Zm-Mo17-REFERENCE-CAU-1.0_end	Sequence
gtf34	87.30		AC208327.4_FG006	Chr8	126079949	126082796					Zm00001d010851	Chr8	130405024	130407302	Zm00001eb354090	chr8	130176187	130178957									
LOC103635889	87.31		GRMZM2G389118	Chr8	126125230	126129733					Zm00001d010852	Chr8	130475466	130479982	Zm00001eb354100	chr8	130233784	130238432									
pco152469	87.35		GRMZM2G150367	Chr8	126229254	126231462					Zm00001d010855	Chr8	130579934	130582076	Zm00001eb354140	chr8	130338138	130340561									
LOC103637275	87.36		GRMZM2G150453	Chr8	126256321	126257555					Zm00001d010857	Chr8	130606952	130607523	Zm00001eb354160	chr8	130365461	130366098									
cul1	87.40		GRMZM2G166089	Chr8	126398499	126406791					Zm00001d010858	Chr8	130735309	130743521	Zm00001eb354170	chr8	130488049	130496327									
cl14781_1	87.45		GRMZM2G467497	Chr8	126410241	126410492					Zm00001d010859	Chr8	130746935	130759764	Zm00001eb354180	chr8	130499655	130512536									
add1	87.50		GRMZM2G120178	Chr8	126605580	126607613					Zm00001d010862	Chr8	130828250	130838826	Zm00001eb354190	chr8	130575755	130586547									
tir1	87.80		GRMZM2G135978	Chr8	126645845	126651380					Zm00001d010863	Chr8	130918702	130924131	Zm00001eb354200	chr8	130666268	130671758									
umc1959	88.05		GRMZM2G090963	Chr8	126868416	126882868					Zm00001d010866	Chr8	131137504	131151595	Zm00001eb354210	chr8	130885009	130899311									
fold2	88.20		GRMZM2G150485	Chr8	127020798	127023886					Zm00001d010867	Chr8	131312765	131315032	Zm00001eb354230	chr8	131041722	131044073									
pal14	88.22		GRMZM5G809858	Chr8	127110011	127110324					Zm00001d010868	Chr8	131402311	131405968	Zm00001eb354240	chr8	131131250	131135302									
gst15	88.30		GRMZM2G150474	Chr8	127252872	127255231					Zm00001d010870	Chr8	131542385	131544754	Zm00001eb354260	chr8	131271382	131273946									
pco072881	88.36		GRMZM2G025954	Chr8	127308606	127310038					Zm00001d010871	Chr8	131613133	131614413	Zm00001eb354270	chr8	131342147	131343723									
pco108839	88.38		GRMZM2G443340	Chr8	127386299	127389752					Zm00001d010872	Chr8	131663121	131665828	Zm00001eb354280	chr8	131392182	131394959									
umc1263	88.48		GRMZM2G372200	Chr8	127492874	127498872					Zm00001d010877	Chr8	131819719	131826254	Zm00001eb354310	chr8	131526105	131532652									
ppr440	88.50		GRMZM2G011491	Chr8	127660961	127666588					Zm00001d010880	Chr8	131986532	131992085	Zm00001eb354320	chr8	131692918	131698449									
cfm10	88.51		GRMZM2G054040	Chr8	127779301	127783465					Zm00001d010884	Chr8	132112713	132116755	Zm00001eb354360	chr8	131819077	131823275									
mrp1	88.52		GRMZM2G111306	Chr8	127960823	127962081					Zm00001d010889	Chr8	132313361	132314587	Zm00001eb354390	chr8	132005876	132007116									
emfl1	88.54		GRMZM2G700655	Chr8	128075666	128081032					Zm00001d010894	Chr8	132435792	132443091	Zm00001eb354430	chr8	132128334	132135898									
pco106378b	88.56		GRMZM5G817255	Chr8	128231397	128234395					Zm00001d010901	Chr8	132597426	132600443	Zm00001eb354470	chr8	132290060	132293078									
myb30	88.80		GRMZM2G171781	Chr8	128605416	128608501					Zm00001d010907	Chr8	132971022	132973384	Zm00001eb354510	chr8	132663488	132666012									
LOC100383425	89.10		GRMZM2G013450	Chr8	128652243	128670816					Zm00001d010908	Chr8	133021675	133038871	Zm00001eb354520	chr8	132714227	132731526									
jpsb107a	89.15																										
LOC100191936	89.23		GRMZM2G121510	Chr8	128823578	128826612					Zm00001d010910	Chr8	133191620	133213896	Zm00001eb354530	chr8	132884237	132887081									
chn23	89.25		GRMZM2G083292	Chr8	128874877	128875984					Zm00001d010911	Chr8	133242345	133243280	Zm00001eb354540	chr8	132934929	132936181									
cl17205_1	89.30		GRMZM2G002427	Chr8	128947505	128950587					Zm00001d010914	Chr8	133297510	133300574	Zm00001eb354560	chr8	132990203	132993171									
si660060a12	89.32		GRMZM2G002361	Chr8	128942655	128946205					Zm00001d010915	Chr8	133302073	133305442	Zm00001eb354570	chr8	132994600	132998286									
csu292	89.60																										
mneap1	89.70		GRMZM2G042593	Chr8	129029194	129031765					Zm00001d010918	Chr8	133384901	133388865	Zm00001eb354610	chr8	133077564	133081486									
cl5949_-4d	89.71		GRMZM2G054608	Chr8	129092399	129096141					Zm00001d008095	Chr8	133450602	133452479	Zm00001eb354630	chr8	133141847	133145061									
sams1	89.71		GRMZM2G117198	Chr8	129153051	129156471					Zm00001d010920	Chr8	133482823	133486240	Zm00001eb354640	chr8	133175276	133179078									
LOC100383780	89.71		GRMZM5G826666	Chr8	129229012	129231037					Zm00001d010922	Chr8	133576548	133582449	Zm00001eb354650	chr8	133269242	133273748									
rcd8	89.71		GRMZM2G383215	Chr8	129183921	129191961					Zm00001d010921	Chr8	133541296	133541828													
prx92	89.72		GRMZM2G043855	Chr8	129380495	129381702					Zm00001d010925	Chr8	133733061	133734092	Zm00001eb354690	chr8	133425658	133426888									
prx97	89.72		GRMZM2G365774	Chr8	129321396	129323312					Zm00001d010924	Chr8	133674282	133675882	Zm00001eb354680	chr8	133366983	133368615									
Zm00001eb354670	89.72														Zm00001eb354670	chr8	133332255	133337435									
cl9164_1a	89.73		GRMZM2G065622	Chr8	129469555	129474520					Zm00001d010927	Chr8	133818073	133822277	Zm00001eb354720	chr8	133506894	133511205									
met6	89.75		GRMZM2G065599	Chr8	129490869	129493053					Zm00001d010928	Chr8	133839411	133861487	Zm00001eb354730	chr8	133528216	133550342									
Zm00001d010931	89.77		GRMZM2G550644	Chr8	129626172	129626762					Zm00001d010931	Chr8	133994373	133995716													
myb147	89.80		GRMZM2G330475	Chr8	129632727	129634070					Zm00001d010933	Chr8	134043470	134044573	Zm00001eb354750	chr8	133732393	133733817									
GRMZM2G178686	89.82		GRMZM2G178686	Chr8	129743770	129745126					Zm00001d010936	Chr8	134114418	134119217	Zm00001eb354790	chr8	133807333	133807678									
pco141696	89.84		GRMZM2G090928	Chr8	129938215	129942008					Zm00001d010940	Chr8	134322252	134326104	Zm00001eb354820	chr8	134011273	134015034									
ppr101	89.86		GRMZM2G023999	Chr8	130029849	130031977					Zm00001d010942	Chr8	134410312	134412421	Zm00001eb354830	chr8	134099218	134102370									
htcp1	89.87		GRMZM2G155889	Chr8	130042005	130047959					Zm00001d010944	Chr8	134422478	134428729	Zm00001eb354850	chr8	134111373	134117818									
ufg80	89.88		GRMZM2G034043	Chr8	130259650	130263976					Zm00001d010946	Chr8	134633259	134637535	Zm00001eb354870	chr8	134322241	134326573									
umc1846	89.89																										
lg4	90.00		GRMZM2G094241	Chr8	130383323	130388890					Zm00001d010948	Chr8	134760586	134766141	Zm00001eb354880	chr8	134449578	134455249									
TB-8La(8)	90.00																										
IDP3898	90.01		GRMZM2G020096	Chr8	130459536	130471342					Zm00001d010950	Chr8	134829668	134841732	Zm00001eb354890	chr8	134519093	134531394									
Zm00001eb354900	90.01		GRMZM2G336745	Chr8	130495890	130498926					Zm00001d010952	Chr8	134860756	134861708	Zm00001eb354900	chr8	134548472	134551885									
c3h7	90.02		GRMZM2G117007	Chr8	130574595	130576060					Zm00001d010956	Chr8	134965004	134966797	Zm00001eb354920	chr8	134625928	134628744									
metp3	90.02		GRMZM2G477741	Chr8	130535503	130539745					Zm00001d010954	Chr8	134898932	134900131	Zm00001eb354910	chr8	134587788	134592136									
dnaJ79	90.03		GRMZM2G119483	Chr8	130656951	130660777					Zm00001d010958	Chr8	135048675	135052501	Zm00001eb354940	chr8	134709953	134713774									
mybr85	90.05		GRMZM2G089406	Chr8	130868798	130875685					Zm00001d010967	Chr8	135268693	135275891	Zm00001eb355010	chr8	134928570	134937530									
si618051b05	90.06		GRMZM2G453078	Chr8	130885758	130887232					Zm00001d010968	Chr8	135290042	135291508	Zm00001eb355020	chr8	134951305	134952576									
LOC100382372	90.07		GRMZM2G052630	Chr8	131048899	131052635					Zm00001d010970	Chr8	135473700	135484287	Zm00001eb355050	chr8	135116035	135121988									
Zm00001d010969	90.07		GRMZM2G086766	Chr8	130926990	130928920					Zm00001d010969	Chr8	135352146	135353765	Zm00001eb355030	chr8	134996335	134998479									
LOC103635937	90.08		GRMZM2G351941	Chr8	131053695	131056628					Zm00001d010971	Chr8	135478420	135486619	Zm00001eb355060	chr8	135122981	135125961									
LOC100281576	90.09		GRMZM2G351937	Chr8	131059290	131062137					Zm00001d010971	Chr8	135478420	135486619	Zm00001eb355080	chr8	135127756	135131790									
phd17	90.10		GRMZM2G155123	Chr8	131105649	131117697					Zm00001d010974	Chr8	135530020	135542207	Zm00001eb355110	chr8	135174288	135186740									
iqd21	90.11		GRMZM2G012584	Chr8	131211388	131215287					Zm00001d010975	Chr8	135640289	135644098	Zm00001eb355120	chr8	135284800	135288680									
Zm00001d010976	90.11		GRMZM2G012874	Chr8	131221137	131227502					Zm00001d010976	Chr8	135650671	135656323	Zm00001eb355140	chr8	135295073	135300914									
lbd39	90.12		AC214648.3_FG005	Chr8	131315533	131316325					Zm00001d010978	Chr8	135743207	135743999	Zm00001eb355150	chr8	135387600	135388767									
umc2611a	90.14		AC219006.2_FG006	Chr8	131500170	131501460					Zm00001d010985	Chr8	135928640	135930519	Zm00001eb355210	chr8	135573241	135575418									
rad51e	90.15		AC219006.2_FG007	Chr8	131503426	131513533					Zm00001d010986	Chr8	135932034	135940852	Zm00001eb355220	chr8	135576681	135586340									
vgt1	90.20																										
rap2	90.20		GRMZM2G700665	Chr8	131576889	131580316					Zm00001d010988	Chr8	136011962	136013101	Zm00001eb355240	chr8	135653903	135657778									
mmp195b	90.30																										
nzp1	90.85		GRMZM2G024838	Chr8	131703221	131704307					Zm00001d010994	Chr8	136140894	136141484	Zm00001eb355270	chr8	135785443	135787138									
si707090d09b	90.86		GRMZM2G474726	Chr8	131727512	131734793					Zm00001d010995	Chr8	136175479	136181191	Zm00001eb355290	chr8	135819924	135825885									
wox3b	90.88		GRMZM2G140083	Chr8	131860635	131861792					Zm00001d010998	Chr8	136302778	136306209	Zm00001eb355310	chr8	135947336	135948277									
si687015g11	90.90		GRMZM2G053991	Chr8	131904358	131906036					Zm00001d011001	Chr8	136349224	136350587	Zm00001eb355330	chr8	135993958	135995609									
LOC103637304	90.91		GRMZM2G383871	Chr8	131917815	131921450																					
RS2Z37A	90.93		GRMZM2G175419	Chr8	132050033	132053497					Zm00001d011004	Chr8	136501174	136504583	Zm00001eb355350	chr8	136145830	136149528									
RS2Z39	90.94		GRMZM2G474658	Chr8	132053632	132060698					Zm00001d011005	Chr8	136504799	136508752	Zm00001eb355370	chr8	136153991	136156706									
IDP778a	90.95		GRMZM2G474658	Chr8	132053632	132060698					Zm00001d011006	Chr8	136509479	136511617	Zm00001eb355370	chr8	136153991	136156706									
mcj8	90.99		GRMZM2G046520	Chr8	132250530	132252119					Zm00001d011012	Chr8	136696728	136698348	Zm00001eb355410	chr8	136341645	136343228									
cap1	91.00		GRMZM2G056014	Chr8	132408451	132413070					Zm00001d011013	Chr8	136856323	136861244	Zm00001eb355420	chr8	136501195	136505988									
dhar1	91.59		GRMZM5G855672	Chr8	132704679	132707776					Zm00001d011034	Chr8	137153416	137156549	Zm00001eb355540	chr8	136798176	136801429									
dhar2	91.60		GRMZM2G005710	Chr8	132708403	132710915					Zm00001d011035	Chr8	137157191	137159528	Zm00001eb355550	chr8	136802074	136804561									
Q84TL7	91.61		GRMZM2G005552	Chr8	132711340	132712947					Zm00001d011036	Chr8	137160033	137161709	Zm00001eb355570	chr8	136804929	136806655									
mkp1	91.62		GRMZM2G005350	Chr8	132714587	132719843					Zm00001d011037	Chr8	137163480	137166111	Zm00001eb355580	chr8	136808381	136813358									
GRMZM2G075000	91.64		GRMZM2G075000	Chr8	132792500	132794113					Zm00001d011040	Chr8	137243767	137245380	Zm00001eb355600	chr8	136888657	136890268									
Zm00001d011048	91.68		GRMZM2G023471	Chr8	132874113	132923108					Zm00001d011048	Chr8	137336032	137341707	Zm00001eb355640	chr8	136985512	136986453									
LOC103637316	91.69		GRMZM2G023471	Chr8	132874113	132923108																					
umc2c	91.70		GRMZM2G084429	Chr8	132968683	132972064					Zm00001d011049	Chr8	137407523	137410764	Zm00001eb355650	chr8	137052562	137055662									
acr26	91.72		GRMZM2G083847	Chr8	132976449	132979350					Zm00001d011051	Chr8	137414912	137418125	Zm00001eb355670	chr8	137059980	137063101									
xat6	91.74		GRMZM2G099082	Chr8	133181497	133184187									Zm00001eb355700	chr8	137269787	137270776									
dof5	91.75		GRMZM5G880268	Chr8	133370483	133372747					Zm00001d011058	Chr8	137738410	137739805	Zm00001eb355710	chr8	137382636	137385025									
ring485	91.77		GRMZM2G141922	Chr8	133466103	133469393					Zm00001d011060	Chr8	137865331	137867859	Zm00001eb355740	chr8	137510349	137513314									
si614032b07d	91.79		GRMZM2G141873	Chr8	133472213	133476611					Zm00001d011061	Chr8	137870763	137875616	Zm00001eb355750	chr8	137515740	137520701									
prh58	91.88		GRMZM2G141859	Chr8	133479873	133481968					Zm00001d011062	Chr8	137878655	137880829	Zm00001eb355760	chr8	137523807	137525931									
mtl4	91.90		GRMZM6G198866	Chr8	133538649	133539366					Zm00001d011063	Chr8	137939414	137940319	Zm00001eb355770	chr8	137584463	137585492									
pco142484	91.92		GRMZM2G070978	Chr8	133545298	133546817					Zm00001d011064	Chr8	137946079	137947769	Zm00001eb355790	chr8	137589528	137592791									
sdw1	92.00																										
blk3	92.00		GRMZM2G047588	Chr8	133596703	133600271					Zm00001d011066	Chr8	137997933	138000993	Zm00001eb355810	chr8	137642882	137646184									
LOC103635973	92.02		GRMZM2G047577	Chr8	133599838	133602566					Zm00001d011067	Chr8	138001059	138003787	Zm00001eb355820	chr8	137646467	137647750									
umc89a	92.40																										
cl63430_1	92.88		GRMZM2G047219	Chr8	133611478	133618609					Zm00001d011069	Chr8	138012317	138019459	Zm00001eb355850	chr8	137656800	137664651									
gras6	92.90		GRMZM2G346706	Chr8	133612993	133614885					Zm00001d011070	Chr8	138014214	138016097	Zm00001eb355870	chr8	137660714	137661108									
Zm00001eb355940	92.93		GRMZM2G414007	Chr8	133705028	133715186					Zm00001d011075	Chr8	138093685	138114618	Zm00001eb355940	chr8	137750811	137751961									
pum15	92.96		GRMZM2G042623	Chr8	133903949	133911288					Zm00001d011078	Chr8	138325200	138331960	Zm00001eb355970	chr8	137945794	137953182									
ht2	93.00																										
sci1	93.00		GRMZM2G028393	Chr8	133996633	133997534					Zm00001d011080	Chr8	138416663	138416884	Zm00001eb355990	chr8	138037032	138037649									
cybv14	93.10		GRMZM2G028986	Chr8	133998453	134000765					Zm00001d011081	Chr8	138418132	138420302	Zm00001eb356000	chr8	138038629	138040887									
Zm00001eb356010	93.10		GRMZM2G368591	Chr8	134023899	134025464					Zm00001d011083	Chr8	138436775	138445903	Zm00001eb356010	chr8	138057363	138058868									
LOC103637324	93.11		AC198971.3_FG006	Chr8	134049058	134049489					Zm00001d011085	Chr8	138461766	138462308													
uaz233a(act)	93.12		GRMZM2G067985	Chr8	134054893	134065785					Zm00001d011086	Chr8	138467734	138470464	Zm00001eb356050	chr8	138088298	138099096									
act11	93.12		GRMZM2G549274	Chr8	134074402	134074841					Zm00001d011087	Chr8	138475456	138478501	Zm00001eb356050	chr8	138088298	138099096									
LOC100273381	93.13		GRMZM2G080858	Chr8	134162543	134164094					Zm00001d011088	Chr8	138559252	138560849	Zm00001eb356070	chr8	138179850	138181449									
cl24139_-2b	93.14		GRMZM2G013100	Chr8	134250952	134260001					Zm00001d011089	Chr8	138646179	138656729	Zm00001eb356080	chr8	138266801	138274653									
umc12a	93.15		GRMZM2G060045	Chr8	134264001	134276222					Zm00001d011091	Chr8	138660037	138672465	Zm00001eb356090	chr8	138280680	138293144									
umc2401	93.50		GRMZM2G470513	Chr8	134376641	134379333					Zm00001d011092	Chr8	138776297	138778888	Zm00001eb356100	chr8	138396247	138399104									
dnaJ80	93.52		GRMZM2G168590	Chr8	134378490	134380207					Zm00001d011093	Chr8	138778868	138779863	Zm00001eb356110	chr8	138399685	138400332									
bnlg1651	93.63		GRMZM2G020544	Chr8	134412774	134434357					Zm00001d011095	Chr8	138813684	138815295	Zm00001eb356130	chr8	138433323	138436025									
umc1889	93.73																										
ago1	94.00		GRMZM2G162525	Chr8	134439555	134444960					Zm00001d011096	Chr8	138816382	138824360	Zm00001eb356140	chr8	138437117	138444919									
opr4	94.02										Zm00001d011097	Chr8	138824703	138825854	Zm00001eb356160	chr8	138445261	138446881									
mmt1	94.20		GRMZM2G098039	Chr8	134588554	134596045					Zm00001d011099	Chr8	139011948	139022404	Zm00001eb356170	chr8	138632571	138643027									
pco062167	94.22		GRMZM2G098153	Chr8	134597037	134599966					Zm00001d011100	Chr8	139023538	139026280	Zm00001eb356180	chr8	138644074	138646969									
IDP8682	94.23		GRMZM2G098203	Chr8	134602714	134605704					Zm00001d011101	Chr8	139029176	139032177	Zm00001eb356190	chr8	138649737	138652854									
pco112154	94.25		GRMZM2G098237	Chr8	134624281	134626431					Zm00001d011103	Chr8	139051855	139052400	Zm00001eb356210	chr8	138671467	138674355									
Zm00001d011104	94.27		GRMZM2G076544	Chr8	134672877	134675264					Zm00001d011104	Chr8	139082575	139085139	Zm00001eb356220	chr8	138703207	138705784									
vim102	94.30		GRMZM2G339151	Chr8	134742942	134746904					Zm00001d011108	Chr8	139153111	139157427	Zm00001eb356240	chr8	138773847	138778150									
LOC100277281	94.31		GRMZM2G477847	Chr8	134883164	134885822					Zm00001d011111	Chr8	139303508	139306189	Zm00001eb356260	chr8	138924154	138926944									
Zm00001d011110	94.31		GRMZM2G336998	Chr8	134849111	134852441					Zm00001d011110	Chr8	139269871	139272723													
IDP7352	94.32		GRMZM2G175236	Chr8	134885929	134887196					Zm00001d011112	Chr8	139306221	139307532	Zm00001eb356270	chr8	138926812	138928223									
pco133825	94.33		GRMZM2G175273	Chr8	134951878	134952736					Zm00001d011113	Chr8	139372046	139374129	Zm00001eb356280	chr8	138992722	138993764									
Zm00001d011117	94.34		GRMZM2G363429	Chr8	134986785	134989043					Zm00001d011117	Chr8	139408609	139410750	Zm00001eb356300	chr8	139028952	139031445									
Zm00001d011118	94.34		AC199039.3_FG003	Chr8	134989567	134990873					Zm00001d011118	Chr8	139411312	139412455	Zm00001eb356310	chr8	139031879	139033272									
pco110845	94.35		GRMZM2G363460	Chr8	134991206	134995085					Zm00001d011119	Chr8	139412828	139416792	Zm00001eb356320	chr8	139033519	139037507									
cl7443_1	94.37		GRMZM6G942746	Chr8	135148585	135149256					Zm00001d011122	Chr8	139568855	139571751	Zm00001eb356340	chr8	139189538	139192450									
IDP535	94.37		GRMZM2G101664	Chr8	135249984	135251399					Zm00001d011123	Chr8	139676207	139677622	Zm00001eb356350	chr8	139296918	139298320									
IDP374	94.38		GRMZM2G456835	Chr8	135307883	135314644					Zm00001d011125	Chr8	139738103	139742326	Zm00001eb356370	chr8	139358957	139362101									
IDP2365	94.39		GRMZM2G176707	Chr8	135485462	135489635					Zm00001d011130	Chr8	139920304	139924414	Zm00001eb356410	chr8	139540916	139544992									
prh19	94.40		GRMZM2G001243	Chr8	135551797	135553564					Zm00001d011131	Chr8	139985928	139987215	Zm00001eb356420	chr8	139606577	139630785									
prh18	94.41		GRMZM2G437575	Chr8	135574188	135574863					Zm00001d011132	Chr8	140008931	140009959	Zm00001eb356420	chr8	139606577	139630785									
wrky68	94.42		GRMZM2G137802	Chr8	135574148	135576504					Zm00001d011133	Chr8	140010389	140011159	Zm00001eb356430	chr8	139630562	139632383									
ereb117	94.43		GRMZM2G113078	Chr8	135582288	135584343					Zm00001d011134	Chr8	140017045	140019085	Zm00001eb356440	chr8	139637636	139640181									
LOC100285974	94.43		GRMZM2G088132	Chr8	135584632	135620921					Zm00001d011135	Chr8	140019374	140028075	Zm00001eb356450	chr8	139640236	139648936									
