Locus	Coordinate	Bin	B73 RefGen_v3_gene_model	B73 RefGen_v3_chr	B73 RefGen_v3_start	B73 RefGen_v3_end	Zm-B104-DRAFT-ISU_USDA-0.1_gene_model	Zm-B104-DRAFT-ISU_USDA-0.1_chr	Zm-B104-DRAFT-ISU_USDA-0.1_start	Zm-B104-DRAFT-ISU_USDA-0.1_end	Zm-B73-REFERENCE-GRAMENE-4.0_gene_model	Zm-B73-REFERENCE-GRAMENE-4.0_chr	Zm-B73-REFERENCE-GRAMENE-4.0_start	Zm-B73-REFERENCE-GRAMENE-4.0_end	Zm-B73-REFERENCE-NAM-5.0_gene_model	Zm-B73-REFERENCE-NAM-5.0_chr	Zm-B73-REFERENCE-NAM-5.0_start	Zm-B73-REFERENCE-NAM-5.0_end	Zm-Ky21-REFERENCE-NAM-1.0_gene_model	Zm-Ky21-REFERENCE-NAM-1.0_chr	Zm-Ky21-REFERENCE-NAM-1.0_start	Zm-Ky21-REFERENCE-NAM-1.0_end	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_gene_model	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_chr	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_start	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_end	Zm-Tzi8-REFERENCE-NAM-1.0_gene_model	Zm-Tzi8-REFERENCE-NAM-1.0_chr	Zm-Tzi8-REFERENCE-NAM-1.0_start	Zm-Tzi8-REFERENCE-NAM-1.0_end	Zm-W22-REFERENCE-NRGENE-2.0_gene_model	Zm-W22-REFERENCE-NRGENE-2.0_chr	Zm-W22-REFERENCE-NRGENE-2.0_start	Zm-W22-REFERENCE-NRGENE-2.0_end	Sequence	source_file	map_id	linkage_group	Zm-B97-REFERENCE-NAM-1.0_gene_model	Zm-B97-REFERENCE-NAM-1.0_chr	Zm-B97-REFERENCE-NAM-1.0_start	Zm-B97-REFERENCE-NAM-1.0_end	Zm-CML103-REFERENCE-NAM-1.0_gene_model	Zm-CML103-REFERENCE-NAM-1.0_chr	Zm-CML103-REFERENCE-NAM-1.0_start	Zm-CML103-REFERENCE-NAM-1.0_end	Zm-CML333-REFERENCE-NAM-1.0_gene_model	Zm-CML333-REFERENCE-NAM-1.0_chr	Zm-CML333-REFERENCE-NAM-1.0_start	Zm-CML333-REFERENCE-NAM-1.0_end	Zm-Oh7B-REFERENCE-NAM-1.0_gene_model	Zm-Oh7B-REFERENCE-NAM-1.0_chr	Zm-Oh7B-REFERENCE-NAM-1.0_start	Zm-Oh7B-REFERENCE-NAM-1.0_end	Zm-Tx303-REFERENCE-NAM-1.0_gene_model	Zm-Tx303-REFERENCE-NAM-1.0_chr	Zm-Tx303-REFERENCE-NAM-1.0_start	Zm-Tx303-REFERENCE-NAM-1.0_end	Zm-Mo17-REFERENCE-CAU-1.0_gene_model	Zm-Mo17-REFERENCE-CAU-1.0_chr	Zm-Mo17-REFERENCE-CAU-1.0_start	Zm-Mo17-REFERENCE-CAU-1.0_end	Zm-CML277-REFERENCE-NAM-1.0_gene_model	Zm-CML277-REFERENCE-NAM-1.0_chr	Zm-CML277-REFERENCE-NAM-1.0_start	Zm-CML277-REFERENCE-NAM-1.0_end	Zm-CML322-REFERENCE-NAM-1.0_gene_model	Zm-CML322-REFERENCE-NAM-1.0_chr	Zm-CML322-REFERENCE-NAM-1.0_start	Zm-CML322-REFERENCE-NAM-1.0_end	Zm-CML52-REFERENCE-NAM-1.0_gene_model	Zm-CML52-REFERENCE-NAM-1.0_chr	Zm-CML52-REFERENCE-NAM-1.0_start	Zm-CML52-REFERENCE-NAM-1.0_end	Zm-Il14H-REFERENCE-NAM-1.0_gene_model	Zm-Il14H-REFERENCE-NAM-1.0_chr	Zm-Il14H-REFERENCE-NAM-1.0_start	Zm-Il14H-REFERENCE-NAM-1.0_end	Zm-M162W-REFERENCE-NAM-1.0_gene_model	Zm-M162W-REFERENCE-NAM-1.0_chr	Zm-M162W-REFERENCE-NAM-1.0_start	Zm-M162W-REFERENCE-NAM-1.0_end	Zm-M37W-REFERENCE-NAM-1.0_gene_model	Zm-M37W-REFERENCE-NAM-1.0_chr	Zm-M37W-REFERENCE-NAM-1.0_start	Zm-M37W-REFERENCE-NAM-1.0_end	Zm-Mo18W-REFERENCE-NAM-1.0_gene_model	Zm-Mo18W-REFERENCE-NAM-1.0_chr	Zm-Mo18W-REFERENCE-NAM-1.0_start	Zm-Mo18W-REFERENCE-NAM-1.0_end	Zm-Ms71-REFERENCE-NAM-1.0_gene_model	Zm-Ms71-REFERENCE-NAM-1.0_chr	Zm-Ms71-REFERENCE-NAM-1.0_start	Zm-Ms71-REFERENCE-NAM-1.0_end	Zm-NC350-REFERENCE-NAM-1.0_gene_model	Zm-NC350-REFERENCE-NAM-1.0_chr	Zm-NC350-REFERENCE-NAM-1.0_start	Zm-NC350-REFERENCE-NAM-1.0_end	Zm-Oh43-REFERENCE-NAM-1.0_gene_model	Zm-Oh43-REFERENCE-NAM-1.0_chr	Zm-Oh43-REFERENCE-NAM-1.0_start	Zm-Oh43-REFERENCE-NAM-1.0_end	Zm-P39-REFERENCE-NAM-1.0_gene_model	Zm-P39-REFERENCE-NAM-1.0_chr	Zm-P39-REFERENCE-NAM-1.0_start	Zm-P39-REFERENCE-NAM-1.0_end	Zm-HP301-REFERENCE-NAM-1.0_gene_model	Zm-HP301-REFERENCE-NAM-1.0_chr	Zm-HP301-REFERENCE-NAM-1.0_start	Zm-HP301-REFERENCE-NAM-1.0_end	Zm-Ki11-REFERENCE-NAM-1.0_gene_model	Zm-Ki11-REFERENCE-NAM-1.0_chr	Zm-Ki11-REFERENCE-NAM-1.0_start	Zm-Ki11-REFERENCE-NAM-1.0_end	Zm-NC358-REFERENCE-NAM-1.0_gene_model	Zm-NC358-REFERENCE-NAM-1.0_chr	Zm-NC358-REFERENCE-NAM-1.0_start	Zm-NC358-REFERENCE-NAM-1.0_end
GRMZM2G145879	78.24		GRMZM2G145879	Chr6	144364803	144370182					Zm00001d038109	Chr6	148254777	148260114	Zm00001eb287310	chr6	155305753	155311132																		maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6																																																																																
bnlg1174a	78.30																																			maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6																																																																																
rmr1	78.40		GRMZM2G154946	Chr6	144471007	144478241					Zm00001d038113	Chr6	148382390	148390037	Zm00001eb287330	chr6	155433500	155441385																		maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6																																																																																
jpsb107b	78.50																																			maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6																																																																																
AY109873	78.70		GRMZM2G035298	Chr6	144528145	144567928					Zm00001d038114	Chr6	148436043	148447618	Zm00001eb287340	chr6	155486823	155498844																		maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6																																																																																
IDP8372	78.96		GRMZM2G091900	Chr6	144733508	144738074					Zm00001d038118	Chr6	148601879	148606454	Zm00001eb287380	chr6	155652923	155657541																		maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6																																																																																
Zm00001d038120	78.98		GRMZM2G393453	Chr6	144739246	144741013					Zm00001d038120	Chr6	148607191	148610200	Zm00001eb287390	chr6	155660395	155660995																		maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6																																																																																
su4	79.00		GRMZM2G090905	Chr6	144755799	144758179					Zm00001d038121	Chr6	148612409	148616192	Zm00001eb287400	chr6	155664574	155667432																		maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6																																																																																
cl42736_1a	79.02		GRMZM2G045892	Chr6	144849851	144860479					Zm00001d038123	Chr6	148737498	148748541	Zm00001eb287420	chr6	155788414	155800264																		maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6																																																																																
scy2	79.06		GRMZM5G866861	Chr6	144917558	144926898					Zm00001d038128	Chr6	148806666	148816056	Zm00001eb287470	chr6	155857628	155867185																		maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6																																																																																
dnaJ64	79.09		GRMZM2G087758	Chr6	144965870	144972245					Zm00001d038130	Chr6	148855003	148861483	Zm00001eb287490	chr6	155906021	155912632																		maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6																																																																																
Zm00001eb287500	79.10		GRMZM5G817395	Chr6	145041220	145045444					Zm00001d038131	Chr6	148929804	148934054	Zm00001eb287500	chr6	155980917	155985184																		maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6																																																																																
Zm00001eb287510	79.12		GRMZM5G814983	Chr6	145046009	145048560					Zm00001d038132	Chr6	148936511	148937406	Zm00001eb287510	chr6	155985756	155986244																		maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6																																																																																
pco147353	79.20		GRMZM2G117298	Chr6	145055935	145058814					Zm00001d038133	Chr6	148944655	148947525	Zm00001eb287520	chr6	155995717	155998651																		maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6																																																																																
traf28	79.22		GRMZM2G100946	Chr6	145086063	145097609					Zm00001d038134	Chr6	148972280	148984209	Zm00001eb287530	chr6	156023391	156035403																		maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6																																																																																
Zm00001d038136	79.34		GRMZM2G179301	Chr6	145279441	145284624					Zm00001d038136	Chr6	149167447	149172136	Zm00001eb287550	chr6	156218475	156223163																		maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6																																																																																
glp29	79.36		GRMZM2G479523	Chr6	145299425	145300574					Zm00001d038137	Chr6	149187483	149188406	Zm00001eb287560	chr6	156238365	156239400																		maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6																																																																																
Zm00001d038139	79.38		GRMZM2G179346	Chr6	145315824	145318752					Zm00001d038139	Chr6	149203856	149206407	Zm00001eb287570	chr6	156254837	156257365																		maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6																																																																																
pco071947b	79.40		GRMZM2G022252	Chr6	145361919	145370299					Zm00001d038142	Chr6	149249422	149257799	Zm00001eb287580	chr6	156300370	156308780																		maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6																																																																																
LOC100273453	79.42		AC212068.4_FG005	Chr6	145379991	145382717					Zm00001d038143	Chr6	149267387	149270633	Zm00001eb287590	chr6	156311382	156321809																		maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6																																																																																
Zm00001d038146	79.48		GRMZM2G060079	Chr6	145461864	145469278					Zm00001d038146	Chr6	149349113	149356312	Zm00001eb287600	chr6	156400084	156407164																		maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6																																																																																
AY104589	79.50		GRMZM2G479608	Chr6	145511299	145516033					Zm00001d038147	Chr6	149398193	149403023	Zm00001eb287610	chr6	156449191	156454086																		maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6																																																																																
cl50727_1	79.60		GRMZM2G179848	Chr6	145524209	145530647					Zm00001d038149	Chr6	149411278	149417608	Zm00001eb287630	chr6	156462033	156468554																		maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6																																																																																
cl6204_1a	79.98		GRMZM5G814376	Chr6	145835544	145839018					Zm00001d038155	Chr6	149715910	149719371	Zm00001eb287680	chr6	156767750	156771461																		maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6																																																																																
w1	80.00																																			maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6																																																																																
atg18g	80.00		GRMZM5G815032	Chr6	145841032	145841908					Zm00001d038156	Chr6	149721375	149731447	Zm00001eb287690	chr6	156773272	156783333																		maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6																																																																																
bnlg1702	80.18																																			maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6																																																																																
mterf22	80.40		GRMZM2G012999	Chr6	145978354	145980232					Zm00001d038158	Chr6	149857328	149858539	Zm00001eb287710	chr6	156908596	156910516																		maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6																																																																																
pdk1	80.60		GRMZM2G306345	Chr6	146179404	146189965					Zm00001d038163	Chr6	150024486	150035717	Zm00001eb287770	chr6	157076338	157087055																		maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6																																																																																
mbd120	80.64		GRMZM2G069254	Chr6	146224513	146226056					Zm00001d038164	Chr6	150068990	150075970	Zm00001eb287780	chr6	157124252	157125807																		maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6																																																																																
gid1	80.73		GRMZM2G173630	Chr6	146310947	146313512					Zm00001d038165	Chr6	150159091	150161690	Zm00001eb287800	chr6	157210719	157213486																		maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6																																																																																
ppr359	80.78		GRMZM2G080898	Chr6	146415531	146417114					Zm00001d038166	Chr6	150256768	150262995	Zm00001eb287820	chr6	157308501	157314892																		maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6																																																																																
pco060587	80.80		GRMZM2G080940	Chr6	146421679	146425974					Zm00001d038167	Chr6	150267525	150271745	Zm00001eb287830	chr6	157319362	157323611																		maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6																																																																																
dxs1	81.00		GRMZM2G137151	Chr6	146570742	146575010					Zm00001d038170	Chr6	150418144	150422431	Zm00001eb287860	chr6	157470014	157474346																		maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6																																																																																
si618080d11	81.32		GRMZM2G025074	Chr6	146654815	146668070					Zm00001d038172	Chr6	150500441	150513770	Zm00001eb287880	chr6	157552249	157565588																		maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6																																																																																
psei5	81.34		GRMZM2G024264	Chr6	146669647	146672066					Zm00001d038173	Chr6	150515309	150517736	Zm00001eb287890	chr6	157566986	157569745																		maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6																																																																																
AY110873	81.37		GRMZM2G141208	Chr6	146690879	146696321					Zm00001d038174	Chr6	150536285	150541728	Zm00001eb287900	chr6	157588072	157593689																		maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6																																																																																
iaa29	81.39		GRMZM2G141205	Chr6	146698068	146698763					Zm00001d038175	Chr6	150542749	150543931																						maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6																																																																																
ppr360	81.40		GRMZM2G141202	Chr6	146699188	146700702					Zm00001d038176	Chr6	150544683	150545888	Zm00001eb287910	chr6	157596405	157598014																		maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6																																																																																
Zm00001eb287940	81.46		AC209636.2_FG003	Chr6	146759982	146761061					Zm00001d038178	Chr6	150602516	150603595	Zm00001eb287940	chr6	157653855	157655659																		maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6																																																																																
LOC103630353	81.48		GRMZM2G122712	Chr6	146857763	146858984					Zm00001d038180	Chr6	150718378	150719322	Zm00001eb287970	chr6	157751733	157756589																		maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6																																																																																
npf14	81.54		GRMZM5G827496	Chr6	146885595	146888880					Zm00001d038181	Chr6	150745127	150748423	Zm00001eb287980	chr6	157782186	157785573																		maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6																																																																																
LOC103631519	81.56		GRMZM2G115625	Chr6	146967622	146969641					Zm00001d038183	Chr6	150818061	150820086	Zm00001eb287990	chr6	157855828	157856138																		maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6																																																																																
npf49	81.68		GRMZM2G322220	Chr6	147005333	147008157					Zm00001d038185	Chr6	150859448	150861187	Zm00001eb288010	chr6	157896012	157898486																		maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6																																																																																
ptr2	81.70		GRMZM2G026523	Chr6	147008472	147013496					Zm00001d038186	Chr6	150861505	150866590	Zm00001eb288020	chr6	157898568	157903712																		maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6																																																																																
LOC103631520	81.75		GRMZM2G466926	Chr6	147043293	147044281					Zm00001d038188	Chr6	150911409	150912397																						maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6																																																																																
si486031g09	81.76		GRMZM5G891783	Chr6	147075832	147085975					Zm00001d038189	Chr6	150913450	150943935	Zm00001eb288040	chr6	157942324	157975052																		maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6																																																																																
bzip34	81.82		GRMZM2G045236	Chr6	147087480	147092015					Zm00001d038189	Chr6	150913450	150943935	Zm00001eb288060	chr6	157976755	157980979																		maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6																																																																																
dip1	81.86		GRMZM2G010302	Chr6	147162980	147172134					Zm00001d038190	Chr6	151016911	151026013	Zm00001eb288070	chr6	158054058	158063140																		maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6																																																																																
glk51	81.90		GRMZM2G398055	Chr6	147216522	147218561					Zm00001d038191	Chr6	151070539	151071477	Zm00001eb288080	chr6	158103618	158108981																		maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6																																																																																
gst41	81.92		GRMZM2G097989	Chr6	147253085	147254465					Zm00001d038192	Chr6	151106706	151108105	Zm00001eb288100	chr6	158143766	158145237																		maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6																																																																																
ippi3	82.00		GRMZM2G133082	Chr6	147323465	147329028					Zm00001d038193	Chr6	151176435	151181930	Zm00001eb288110	chr6	158213574	158219167																		maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6																																																																																
cl8385_1	82.20		GRMZM2G133021	Chr6	147329356	147339148					Zm00001d038194	Chr6	151182319	151192052	Zm00001eb288120	chr6	158219520	158229257																		maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6																																																																																
bak4	82.26		GRMZM2G121565	Chr6	147401419	147404841					Zm00001d038195	Chr6	151255025	151256961	Zm00001eb288130	chr6	158291843	158295368																		maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6																																																																																
exo3	82.28		GRMZM2G121514	Chr6	147413665	147418505					Zm00001d038196	Chr6	151266841	151271722	Zm00001eb288150	chr6	158303978	158308928																		maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6																																																																																
lbd32	82.30		GRMZM2G121487	Chr6	147424552	147430624					Zm00001d038197	Chr6	151277845	151283466	Zm00001eb288160	chr6	158314967	158320637																		maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6																																																																																
LOC100274250	82.33		GRMZM2G117615	Chr6	147503132	147508028					Zm00001d038198	Chr6	151367012	151371942	Zm00001eb288180	chr6	158404328	158409208																		maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6																																																																																
mlo10	82.35		GRMZM2G117608	Chr6	147522832	147527292					Zm00001d038199	Chr6	151386730	151390994	Zm00001eb288190	chr6	158423873	158428359																		maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6																																																																																
zar4	82.40		GRMZM2G066029	Chr6	147571950	147572995					Zm00001d038201	Chr6	151435976	151436305	Zm00001eb288210	chr6	158472784	158473770																		maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6																																																																																
GRMZM2G126302	82.41		GRMZM2G126302	Chr6	147583451	147584500					Zm00001d038202	Chr6	151448102	151448572	Zm00001eb288220	chr6	158485114	158485944																		maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6																																																																																
mlo8	82.42		GRMZM5G881803	Chr6	147620043	147639499					Zm00001d038205	Chr6	151484233	151503688	Zm00001eb288250	chr6	158521442	158540940																		maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6																																																																																
